MOS-SOCO2011_22_30.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 3000 , 3.47e+03, 1.48e+02, 3.73e+03, 3.71e+03, 4.00e+03, 1.45e+02, 1.50e+02, 3.78e+03, 1.32e+02, 3.81e+03, 3.48e+03, 1.38e+02, 1.28e+02, 1.57e+02, 3.82e+03, 3.43e+03, 1.41e+02, 3.97e+03, 4.47e+03, 3.18e+03, 4.08e+03, 1.38e+02, 1.19e+02, 3.30e+03, 1.23e+02, 4.36e+03, 4.33e+03, 1.42e+02, 4.36e+03, 3.78e+03, 1.73e+02, 4.16e+03, 1.25e+02, 3.62e+03, 3.29e+03, 1.27e+02, 1.23e+02, 1.23e+02, 1.29e+02, 2.48e+03, 1.45e+02, 3.65e+03, 1.34e+02, 1.50e+02, 1.27e+02, 1.24e+02, 4.63e+03, 3.31e+03, 4.29e+03, 4.21e+03, 4.33e+03
Function error values when FEs = 6000 , 3.04e+03, 1.01e+02, 3.63e+03, 3.57e+03, 3.94e+03, 1.00e+02, 1.00e+02, 3.69e+03, 1.00e+02, 3.48e+03, 3.40e+03, 1.00e+02, 1.00e+02, 1.00e+02, 3.80e+03, 3.37e+03, 1.00e+02, 3.92e+03, 4.41e+03, 3.08e+03, 4.01e+03, 1.00e+02, 1.04e+02, 5.54e+02, 1.00e+02, 4.27e+03, 4.32e+03, 1.00e+02, 4.21e+03, 3.36e+03, 1.03e+02, 4.12e+03, 1.03e+02, 3.53e+03, 7.25e+02, 1.00e+02, 1.00e+02, 1.00e+02, 1.00e+02, 2.42e+03, 1.00e+02, 3.57e+03, 1.00e+02, 1.00e+02, 1.00e+02, 1.00e+02, 4.58e+03, 6.61e+02, 4.12e+03, 4.16e+03, 4.30e+03
Function error values when FEs = 9000 , 3.04e+03, 1.00e+02, 3.63e+03, 3.57e+03, 3.94e+03, 1.00e+02, 1.00e+02, 3.69e+03, 1.00e+02, 3.48e+03, 3.40e+03, 1.00e+02, 1.00e+02, 1.00e+02, 3.80e+03, 3.37e+03, 1.00e+02, 3.92e+03, 4.41e+03, 2.97e+03, 4.01e+03, 1.00e+02, 1.04e+02, 2.52e+02, 1.00e+02, 4.27e+03, 4.32e+03, 1.00e+02, 4.21e+03, 3.36e+03, 1.02e+02, 4.12e+03, 1.03e+02, 9.08e+02, 2.38e+02, 1.00e+02, 1.00e+02, 1.00e+02, 1.00e+02, 2.42e+03, 1.00e+02, 3.57e+03, 1.00e+02, 1.00e+02, 1.00e+02, 1.00e+02, 4.58e+03, 1.15e+02, 4.12e+03, 3.69e+03, 4.30e+03
Function error values when FEs = 15000 , 3.04e+03, 1.00e+02, 3.63e+03, 3.57e+03, 3.93e+03, 1.00e+02, 1.00e+02, 3.69e+03, 1.00e+02, 3.48e+03, 3.40e+03, 1.00e+02, 1.00e+02, 1.00e+02, 3.80e+03, 3.37e+03, 1.00e+02, 3.92e+03, 4.41e+03, 1.60e+03, 4.01e+03, 1.00e+02, 1.04e+02, 1.09e+02, 1.00e+02, 4.27e+03, 4.32e+03, 1.00e+02, 4.21e+03, 3.36e+03, 1.02e+02, 4.12e+03, 1.03e+02, 5.47e+02, 1.04e+02, 1.00e+02, 1.00e+02, 1.00e+02, 1.00e+02, 2.42e+03, 1.00e+02, 3.57e+03, 1.00e+02, 1.00e+02, 1.00e+02, 1.00e+02, 4.31e+03, 1.00e+02, 4.12e+03, 1.19e+03, 4.30e+03
Function error values when FEs = 30000 , 3.04e+03, 1.00e+02, 3.63e+03, 3.29e+03, 3.88e+03, 1.00e+02, 1.00e+02, 3.69e+03, 1.00e+02, 3.48e+03, 3.40e+03, 1.00e+02, 1.00e+02, 1.00e+02, 3.80e+03, 3.37e+03, 1.00e+02, 3.92e+03, 4.27e+03, 4.34e+02, 4.01e+03, 1.00e+02, 1.04e+02, 1.02e+02, 1.00e+02, 4.27e+03, 4.32e+03, 1.00e+02, 4.19e+03, 3.36e+03, 1.02e+02, 4.12e+03, 1.03e+02, 1.97e+02, 1.04e+02, 1.00e+02, 1.00e+02, 1.00e+02, 1.00e+02, 2.42e+03, 1.00e+02, 3.35e+03, 1.00e+02, 1.00e+02, 1.00e+02, 1.00e+02, 3.86e+03, 1.00e+02, 4.12e+03, 4.43e+02, 4.30e+03
Function error values when FEs = 60000 , 2.44e+03, 1.00e+02, 3.10e+03, 3.26e+03, 3.75e+03, 1.00e+02, 1.00e+02, 3.69e+03, 1.00e+02, 3.19e+03, 3.40e+03, 1.00e+02, 1.00e+02, 1.00e+02, 3.80e+03, 3.14e+03, 1.00e+02, 3.83e+03, 3.81e+03, 3.38e+02, 3.91e+03, 1.00e+02, 1.04e+02, 1.02e+02, 1.00e+02, 3.71e+03, 4.12e+03, 1.00e+02, 4.04e+03, 3.36e+03, 1.02e+02, 4.03e+03, 1.03e+02, 1.05e+02, 1.04e+02, 1.00e+02, 1.00e+02, 1.00e+02, 1.00e+02, 2.42e+03, 1.00e+02, 3.35e+03, 1.00e+02, 1.00e+02, 1.00e+02, 1.00e+02, 3.71e+03, 1.00e+02, 2.81e+03, 2.56e+02, 3.34e+03
Function error values when FEs = 90000 , 2.42e+03, 1.00e+02, 2.87e+03, 3.26e+03, 3.72e+03, 1.00e+02, 1.00e+02, 3.38e+03, 1.00e+02, 3.18e+03, 2.93e+03, 1.00e+02, 1.00e+02, 1.00e+02, 3.20e+03, 3.10e+03, 1.00e+02, 3.31e+03, 3.64e+03, 2.40e+02, 3.80e+03, 1.00e+02, 1.04e+02, 1.02e+02, 1.00e+02, 3.64e+03, 3.85e+03, 1.00e+02, 3.73e+03, 3.36e+03, 1.02e+02, 3.93e+03, 1.03e+02, 1.05e+02, 1.04e+02, 1.00e+02, 1.00e+02, 1.00e+02, 1.00e+02, 2.42e+03, 1.00e+02, 3.35e+03, 1.00e+02, 1.00e+02, 1.00e+02, 1.00e+02, 3.60e+03, 1.00e+02, 2.81e+03, 2.13e+02, 3.34e+03
Function error values when FEs = 120000 , 2.42e+03, 1.00e+02, 2.81e+03, 3.26e+03, 3.71e+03, 1.00e+02, 1.00e+02, 3.11e+03, 1.00e+02, 3.10e+03, 2.93e+03, 1.00e+02, 1.00e+02, 1.00e+02, 3.16e+03, 3.08e+03, 1.00e+02, 3.22e+03, 3.42e+03, 1.81e+02, 3.79e+03, 1.00e+02, 1.04e+02, 1.02e+02, 1.00e+02, 3.61e+03, 3.62e+03, 1.00e+02, 3.73e+03, 3.36e+03, 1.02e+02, 3.93e+03, 1.03e+02, 1.05e+02, 1.04e+02, 1.00e+02, 1.00e+02, 1.00e+02, 1.00e+02, 2.42e+03, 1.00e+02, 3.32e+03, 1.00e+02, 1.00e+02, 1.00e+02, 1.00e+02, 3.57e+03, 1.00e+02, 2.81e+03, 1.70e+02, 3.34e+03
Function error values when FEs = 150000 , 2.34e+03, 1.00e+02, 2.76e+03, 3.26e+03, 3.47e+03, 1.00e+02, 1.00e+02, 2.94e+03, 1.00e+02, 3.10e+03, 2.93e+03, 1.00e+02, 1.00e+02, 1.00e+02, 3.12e+03, 3.05e+03, 1.00e+02, 3.05e+03, 3.40e+03, 1.79e+02, 3.64e+03, 1.00e+02, 1.04e+02, 1.02e+02, 1.00e+02, 3.59e+03, 3.61e+03, 1.00e+02, 3.73e+03, 3.32e+03, 1.02e+02, 3.87e+03, 1.03e+02, 1.05e+02, 1.04e+02, 1.00e+02, 1.00e+02, 1.00e+02, 1.00e+02, 2.42e+03, 1.00e+02, 3.28e+03, 1.00e+02, 1.00e+02, 1.00e+02, 1.00e+02, 3.57e+03, 1.00e+02, 2.81e+03, 1.56e+02, 3.34e+03
Function error values when FEs = 180000 , 2.29e+03, 1.00e+02, 2.66e+03, 3.26e+03, 3.45e+03, 1.00e+02, 1.00e+02, 2.88e+03, 1.00e+02, 3.10e+03, 2.93e+03, 1.00e+02, 1.00e+02, 1.00e+02, 3.07e+03, 3.05e+03, 1.00e+02, 2.94e+03, 3.39e+03, 1.76e+02, 3.62e+03, 1.00e+02, 1.04e+02, 1.02e+02, 1.00e+02, 3.57e+03, 3.42e+03, 1.00e+02, 3.73e+03, 3.19e+03, 1.02e+02, 3.86e+03, 1.03e+02, 1.05e+02, 1.04e+02, 1.00e+02, 1.00e+02, 1.00e+02, 1.00e+02, 2.42e+03, 1.00e+02, 3.28e+03, 1.00e+02, 1.00e+02, 1.00e+02, 1.00e+02, 3.57e+03, 1.00e+02, 2.81e+03, 1.48e+02, 3.34e+03
