MOS-SOCO2011_2_30.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 3000 , 3.51e+25, 8.57e+22, 6.91e+26, 5.44e+25, 1.84e+18, 2.44e+19, 3.18e+27, 2.86e+20, 1.53e+25, 8.22e+20, 1.30e+25, 7.53e+18, 9.32e+22, 1.63e+17, 1.71e+22, 3.57e+24, 3.80e+20, 3.65e+18, 8.79e+22, 9.11e+23, 8.67e+24, 1.88e+25, 4.76e+23, 5.11e+20, 5.09e+22, 6.62e+21, 7.10e+22, 8.90e+22, 1.12e+20, 1.29e+28, 7.13e+21, 1.11e+18, 1.31e+18, 6.51e+27, 1.20e+22, 2.42e+20, 6.19e+20, 1.23e+20, 7.80e+22, 1.23e+23, 4.39e+22, 4.15e+23, 3.52e+21, 5.11e+21, 4.25e+25, 1.37e+20, 3.39e+16, 1.52e+23, 9.21e+16, 3.48e+21, 2.52e+19
Function error values when FEs = 6000 , 2.13e+21, 7.68e+15, 2.60e+15, 4.93e+15, 1.30e+16, 1.14e+14, 4.43e+16, 5.66e+12, 2.23e+15, 1.21e+15, 2.24e+14, 1.80e+12, 2.41e+15, 1.99e+12, 4.53e+14, 2.85e+15, 1.05e+15, 1.98e+10, 2.03e+14, 7.64e+12, 4.83e+14, 1.46e+21, 7.90e+13, 4.12e+17, 4.91e+12, 3.03e+11, 8.83e+15, 9.06e+15, 2.53e+11, 2.67e+11, 5.29e+09, 5.88e+12, 1.26e+12, 4.34e+13, 2.35e+12, 1.21e+10, 1.20e+16, 1.73e+12, 6.20e+09, 2.61e+14, 9.77e+13, 4.43e+15, 1.13e+15, 9.90e+13, 1.27e+18, 1.13e+15, 1.63e+12, 2.84e+10, 6.08e+13, 6.10e+16, 6.58e+16
Function error values when FEs = 9000 , 2.39e+13, 1.23e+14, 4.15e+11, 3.37e+15, 1.34e+14, 2.35e+13, 1.59e+13, 3.29e+12, 5.92e+14, 5.22e+07, 8.53e+09, 2.64e+11, 4.32e+10, 3.40e+11, 1.28e+12, 2.86e+09, 1.40e+13, 1.39e+09, 6.56e+13, 6.32e+11, 8.72e+13, 1.43e+13, 1.24e+13, 1.20e+15, 3.23e+12, 5.22e+10, 7.05e+14, 2.15e+14, 2.49e+10, 1.11e+11, 3.39e+08, 1.97e+12, 6.23e+11, 4.46e+11, 1.83e+12, 1.19e+10, 1.00e+12, 1.17e+12, 1.05e+08, 1.83e+10, 3.38e+13, 1.49e+15, 4.62e+14, 4.14e+13, 1.29e+16, 1.09e+15, 5.32e+11, 5.83e+09, 4.26e+13, 1.33e+09, 5.13e+12
Function error values when FEs = 15000 , 4.48e+09, 6.98e+13, 6.97e+09, 3.36e+15, 5.41e+11, 2.28e+12, 2.00e+12, 2.03e+11, 2.73e+14, 2.64e+05, 4.75e+08, 2.31e+11, 8.20e+08, 1.89e+10, 3.74e+10, 1.17e+07, 2.21e+12, 4.24e+08, 1.56e+13, 8.78e+09, 8.71e+13, 2.05e+10, 1.24e+13, 1.03e+12, 1.86e+12, 3.42e+08, 5.21e+13, 4.95e+11, 4.31e+09, 1.11e+11, 1.27e+07, 3.78e+10, 4.90e+11, 1.72e+10, 1.65e+11, 2.22e+08, 6.01e+09, 1.17e+12, 9.08e+07, 9.97e+07, 4.02e+12, 1.19e+15, 3.42e+14, 4.22e+12, 4.37e+11, 8.79e+14, 5.31e+06, 1.12e+09, 2.34e+12, 2.51e+08, 3.63e+12
Function error values when FEs = 30000 , 3.34e+08, 5.79e+11, 1.62e+06, 1.17e+14, 1.43e+07, 1.69e+08, 5.65e+06, 1.86e+09, 1.47e+11, 1.00e-03, 8.46e-03, 1.12e+04, 1.90e+08, 1.19e+09, 5.56e+05, 4.32e+04, 6.74e+03, 2.51e-02, 2.02e+09, 1.40e-03, 9.42e+09, 5.37e+09, 6.52e+09, 2.25e+06, 6.24e+04, 1.20e+08, 3.12e+13, 8.87e+02, 6.17e+01, 1.08e+09, 1.66e+05, 4.15e+05, 5.05e+08, 6.36e+07, 3.90e+09, 6.09e+01, 1.89e+01, 6.27e+04, 1.13e+05, 5.52e+01, 7.51e+05, 1.91e+14, 1.28e+14, 1.07e+09, 4.40e-03, 2.07e+12, 1.69e-02, 8.81e+06, 2.97e+05, 3.44e-03, 2.06e+11
Function error values when FEs = 60000 , 3.27e+01, 3.60e-03, 5.02e+01, 5.64e+01, 8.96e-04, 5.56e-01, 2.23e+01, 3.89e+01, 3.58e+01, 9.79e-04, 6.83e-03, 2.34e+01, 3.97e+01, 2.94e+01, 2.52e-02, 9.82e-03, 2.23e+01, 2.23e-02, 1.24e-02, 9.13e-04, 2.70e+01, 4.39e+01, 6.37e+01, 9.42e-03, 1.80e+01, 2.72e+01, 3.23e+08, 1.20e+01, 1.32e-02, 2.96e+01, 2.29e+01, 2.42e-04, 3.83e+01, 2.72e+01, 3.75e+01, 2.66e+00, 8.63e-04, 2.46e+01, 7.99e-03, 8.00e-03, 2.47e+01, 5.86e+01, 5.47e+01, 2.35e+01, 4.33e-03, 2.11e+05, 1.68e-02, 5.96e+01, 2.02e+01, 2.57e-03, 2.30e+05
Function error values when FEs = 90000 , 3.22e-02, 3.57e-03, 2.57e-02, 9.37e-03, 8.89e-04, 3.47e-02, 1.35e-02, 4.94e-02, 4.16e-02, 9.77e-04, 6.82e-03, 2.98e-02, 1.84e-02, 2.20e-02, 1.49e-02, 9.82e-03, 2.42e-02, 2.22e-02, 1.24e-02, 9.12e-04, 3.65e-02, 2.90e-02, 1.22e-01, 9.39e-03, 3.31e-02, 2.46e-02, 5.51e+01, 2.52e-02, 1.32e-02, 3.37e-02, 1.54e-02, 1.82e-04, 2.07e-02, 3.58e-02, 3.28e-02, 2.74e-02, 8.62e-04, 1.93e-02, 7.98e-03, 7.95e-03, 1.77e-02, 2.53e-02, 1.57e-02, 2.77e-02, 4.33e-03, 6.97e-02, 1.68e-02, 1.78e-02, 3.43e-02, 2.57e-03, 1.84e+01
Function error values when FEs = 120000 , 3.22e-02, 3.57e-03, 2.56e-02, 9.29e-03, 8.89e-04, 3.47e-02, 1.35e-02, 4.94e-02, 4.16e-02, 9.77e-04, 6.81e-03, 2.98e-02, 1.83e-02, 2.20e-02, 1.49e-02, 9.82e-03, 2.42e-02, 2.22e-02, 1.24e-02, 9.12e-04, 3.65e-02, 2.89e-02, 5.11e-02, 9.38e-03, 3.31e-02, 2.45e-02, 2.81e-02, 2.52e-02, 1.32e-02, 3.37e-02, 1.54e-02, 1.80e-04, 2.07e-02, 3.58e-02, 3.28e-02, 2.74e-02, 8.60e-04, 1.93e-02, 7.98e-03, 7.95e-03, 1.76e-02, 2.48e-02, 1.56e-02, 2.77e-02, 4.32e-03, 6.94e-02, 1.68e-02, 1.72e-02, 3.43e-02, 2.57e-03, 1.96e-02
Function error values when FEs = 150000 , 3.22e-02, 3.57e-03, 2.56e-02, 9.28e-03, 8.89e-04, 3.47e-02, 1.35e-02, 4.94e-02, 4.16e-02, 9.77e-04, 6.81e-03, 2.98e-02, 1.83e-02, 2.20e-02, 1.49e-02, 9.82e-03, 2.42e-02, 2.22e-02, 1.24e-02, 9.12e-04, 3.65e-02, 2.89e-02, 5.11e-02, 9.38e-03, 3.31e-02, 2.45e-02, 2.81e-02, 2.52e-02, 1.32e-02, 3.37e-02, 1.54e-02, 1.80e-04, 2.07e-02, 3.58e-02, 3.28e-02, 2.74e-02, 8.60e-04, 1.93e-02, 7.98e-03, 7.95e-03, 1.76e-02, 2.48e-02, 1.56e-02, 2.77e-02, 4.32e-03, 6.93e-02, 1.68e-02, 1.72e-02, 3.43e-02, 2.57e-03, 1.96e-02
Function error values when FEs = 180000 , 3.22e-02, 3.57e-03, 2.56e-02, 9.28e-03, 8.89e-04, 3.47e-02, 1.35e-02, 4.94e-02, 4.16e-02, 9.77e-04, 6.81e-03, 2.98e-02, 1.83e-02, 2.20e-02, 1.49e-02, 9.82e-03, 2.42e-02, 2.22e-02, 1.24e-02, 9.12e-04, 3.65e-02, 2.89e-02, 5.11e-02, 9.38e-03, 3.31e-02, 2.45e-02, 2.81e-02, 2.52e-02, 1.32e-02, 3.37e-02, 1.54e-02, 1.80e-04, 2.07e-02, 3.58e-02, 3.28e-02, 2.74e-02, 8.60e-04, 1.93e-02, 7.98e-03, 7.95e-03, 1.76e-02, 2.48e-02, 1.56e-02, 2.77e-02, 4.32e-03, 6.93e-02, 1.68e-02, 1.72e-02, 3.43e-02, 2.57e-03, 1.96e-02
