MOS-CEC2012_9_100.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 10000 , 4.20e+04, 6.50e+04, 4.57e+04, 5.40e+04, 4.85e+04, 5.62e+04, 6.75e+04, 5.54e+04, 5.60e+04, 5.45e+04, 4.61e+04, 7.47e+04, 5.78e+04, 4.81e+04, 6.32e+04, 6.56e+04, 5.16e+04, 5.97e+04, 6.33e+04, 5.81e+04, 5.29e+04, 5.07e+04, 7.13e+04, 5.25e+04, 6.43e+04, 5.10e+04, 5.11e+04, 4.74e+04, 4.32e+04, 4.34e+04, 5.79e+04, 7.11e+04, 5.43e+04, 5.54e+04, 4.53e+04, 4.64e+04, 6.09e+04, 6.73e+04, 5.66e+04, 6.00e+04, 6.66e+04, 6.22e+04, 6.13e+04, 6.15e+04, 5.43e+04, 5.50e+04, 6.35e+04, 5.81e+04, 5.10e+04, 5.40e+04, 4.68e+04
Function error values when FEs = 20000 , 4.10e+04, 6.38e+04, 4.55e+04, 5.27e+04, 4.80e+04, 5.49e+04, 6.70e+04, 5.46e+04, 5.52e+04, 5.44e+04, 4.59e+04, 7.36e+04, 5.72e+04, 4.74e+04, 6.29e+04, 6.53e+04, 5.12e+04, 5.94e+04, 6.28e+04, 5.71e+04, 5.26e+04, 5.02e+04, 7.06e+04, 5.18e+04, 6.37e+04, 5.02e+04, 5.06e+04, 4.70e+04, 4.29e+04, 4.29e+04, 5.68e+04, 7.01e+04, 5.40e+04, 5.51e+04, 4.46e+04, 4.56e+04, 6.08e+04, 6.54e+04, 5.60e+04, 5.96e+04, 6.59e+04, 6.18e+04, 5.95e+04, 6.12e+04, 5.38e+04, 5.46e+04, 6.25e+04, 5.76e+04, 5.04e+04, 5.34e+04, 4.65e+04
Function error values when FEs = 30000 , 4.06e+04, 6.36e+04, 4.55e+04, 5.25e+04, 4.78e+04, 5.47e+04, 6.68e+04, 5.45e+04, 5.49e+04, 5.44e+04, 4.58e+04, 7.34e+04, 5.70e+04, 4.73e+04, 6.28e+04, 6.51e+04, 5.11e+04, 5.93e+04, 6.28e+04, 5.63e+04, 5.25e+04, 5.01e+04, 6.99e+04, 5.14e+04, 6.35e+04, 5.01e+04, 5.05e+04, 4.69e+04, 4.27e+04, 4.28e+04, 5.66e+04, 6.99e+04, 5.40e+04, 5.51e+04, 4.44e+04, 4.55e+04, 6.07e+04, 6.52e+04, 5.60e+04, 5.94e+04, 6.59e+04, 6.16e+04, 5.94e+04, 6.11e+04, 5.37e+04, 5.46e+04, 6.23e+04, 5.75e+04, 5.03e+04, 5.33e+04, 4.63e+04
Function error values when FEs = 50000 , 4.05e+04, 6.34e+04, 4.54e+04, 5.24e+04, 4.77e+04, 5.47e+04, 6.67e+04, 5.44e+04, 5.48e+04, 5.43e+04, 4.58e+04, 7.32e+04, 5.69e+04, 4.71e+04, 6.28e+04, 6.50e+04, 5.09e+04, 5.92e+04, 6.27e+04, 5.62e+04, 5.24e+04, 4.84e+04, 6.94e+04, 5.11e+04, 6.33e+04, 5.00e+04, 5.04e+04, 4.69e+04, 4.26e+04, 4.22e+04, 5.64e+04, 6.97e+04, 5.39e+04, 5.51e+04, 4.44e+04, 4.53e+04, 6.06e+04, 6.50e+04, 5.60e+04, 5.92e+04, 6.58e+04, 6.16e+04, 5.93e+04, 6.11e+04, 5.36e+04, 5.46e+04, 6.22e+04, 5.75e+04, 5.02e+04, 5.32e+04, 4.63e+04
Function error values when FEs = 100000 , 4.05e+04, 6.33e+04, 4.54e+04, 5.24e+04, 4.77e+04, 5.45e+04, 6.67e+04, 5.44e+04, 5.48e+04, 5.43e+04, 4.57e+04, 7.31e+04, 5.69e+04, 4.68e+04, 6.27e+04, 6.50e+04, 5.09e+04, 5.92e+04, 6.27e+04, 5.61e+04, 5.24e+04, 4.83e+04, 6.94e+04, 5.10e+04, 6.33e+04, 4.99e+04, 5.04e+04, 4.68e+04, 4.26e+04, 4.21e+04, 5.59e+04, 6.96e+04, 5.39e+04, 5.51e+04, 4.43e+04, 4.52e+04, 6.04e+04, 6.49e+04, 5.59e+04, 5.91e+04, 6.56e+04, 6.15e+04, 5.93e+04, 6.10e+04, 5.35e+04, 5.45e+04, 6.22e+04, 5.75e+04, 5.02e+04, 5.31e+04, 4.62e+04
Function error values when FEs = 200000 , 4.04e+04, 6.33e+04, 4.54e+04, 5.24e+04, 4.77e+04, 5.44e+04, 6.67e+04, 5.44e+04, 5.48e+04, 5.43e+04, 4.57e+04, 7.31e+04, 5.68e+04, 4.67e+04, 6.27e+04, 6.50e+04, 5.09e+04, 5.91e+04, 6.27e+04, 5.58e+04, 5.24e+04, 4.82e+04, 6.93e+04, 5.10e+04, 6.32e+04, 4.98e+04, 5.04e+04, 4.68e+04, 4.26e+04, 4.21e+04, 5.59e+04, 6.96e+04, 5.38e+04, 5.50e+04, 4.43e+04, 4.52e+04, 6.04e+04, 6.49e+04, 5.59e+04, 5.91e+04, 6.56e+04, 6.15e+04, 5.93e+04, 6.09e+04, 5.35e+04, 5.45e+04, 6.22e+04, 5.75e+04, 5.02e+04, 5.31e+04, 4.62e+04
Function error values when FEs = 300000 , 4.04e+04, 6.33e+04, 4.53e+04, 5.24e+04, 4.77e+04, 5.44e+04, 6.67e+04, 5.44e+04, 5.48e+04, 5.43e+04, 4.57e+04, 7.31e+04, 5.68e+04, 4.66e+04, 6.27e+04, 6.50e+04, 5.09e+04, 5.91e+04, 6.27e+04, 5.58e+04, 5.24e+04, 4.81e+04, 6.93e+04, 5.10e+04, 6.32e+04, 4.96e+04, 5.04e+04, 4.68e+04, 4.26e+04, 4.21e+04, 5.59e+04, 6.96e+04, 5.38e+04, 5.50e+04, 4.43e+04, 4.52e+04, 6.04e+04, 6.49e+04, 5.59e+04, 5.90e+04, 6.56e+04, 6.15e+04, 5.93e+04, 6.09e+04, 5.35e+04, 5.45e+04, 6.22e+04, 5.75e+04, 5.02e+04, 5.31e+04, 4.62e+04
Function error values when FEs = 400000 , 4.04e+04, 6.33e+04, 4.53e+04, 5.24e+04, 4.77e+04, 5.44e+04, 6.67e+04, 5.44e+04, 5.48e+04, 5.43e+04, 4.57e+04, 7.31e+04, 5.68e+04, 4.65e+04, 6.27e+04, 6.50e+04, 5.09e+04, 5.91e+04, 6.27e+04, 5.58e+04, 5.24e+04, 4.81e+04, 6.93e+04, 5.10e+04, 6.32e+04, 4.95e+04, 5.04e+04, 4.68e+04, 4.26e+04, 4.21e+04, 5.59e+04, 6.96e+04, 5.38e+04, 5.50e+04, 4.43e+04, 4.52e+04, 6.04e+04, 6.49e+04, 5.59e+04, 5.90e+04, 6.56e+04, 6.15e+04, 5.93e+04, 6.09e+04, 5.34e+04, 5.45e+04, 6.22e+04, 5.75e+04, 5.02e+04, 5.31e+04, 4.62e+04
Function error values when FEs = 500000 , 4.04e+04, 6.33e+04, 4.53e+04, 5.24e+04, 4.77e+04, 5.44e+04, 6.67e+04, 5.44e+04, 5.48e+04, 5.43e+04, 4.57e+04, 7.31e+04, 5.68e+04, 4.65e+04, 6.27e+04, 6.50e+04, 5.09e+04, 5.91e+04, 6.27e+04, 5.58e+04, 5.24e+04, 4.81e+04, 6.93e+04, 5.10e+04, 6.32e+04, 4.95e+04, 5.04e+04, 4.68e+04, 4.26e+04, 4.21e+04, 5.59e+04, 6.96e+04, 5.38e+04, 5.50e+04, 4.43e+04, 4.52e+04, 6.04e+04, 6.49e+04, 5.59e+04, 5.90e+04, 6.56e+04, 6.15e+04, 5.93e+04, 6.09e+04, 5.34e+04, 5.45e+04, 6.22e+04, 5.75e+04, 5.02e+04, 5.31e+04, 4.62e+04
Function error values when FEs = 600000 , 4.04e+04, 6.33e+04, 4.53e+04, 5.24e+04, 4.77e+04, 5.44e+04, 6.67e+04, 5.44e+04, 5.48e+04, 5.43e+04, 4.57e+04, 7.31e+04, 5.68e+04, 4.65e+04, 6.27e+04, 6.50e+04, 5.09e+04, 5.91e+04, 6.27e+04, 5.58e+04, 5.24e+04, 4.81e+04, 6.93e+04, 5.10e+04, 6.32e+04, 4.95e+04, 5.04e+04, 4.68e+04, 4.26e+04, 4.21e+04, 5.59e+04, 6.96e+04, 5.38e+04, 5.50e+04, 4.43e+04, 4.52e+04, 6.04e+04, 6.49e+04, 5.59e+04, 5.90e+04, 6.56e+04, 6.15e+04, 5.93e+04, 6.09e+04, 5.34e+04, 5.45e+04, 6.22e+04, 5.75e+04, 5.02e+04, 5.31e+04, 4.62e+04
