MOS-CEC2012_4_50.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 5000 , 6.92e+01, 2.28e+02, 3.77e+02, 8.28e+01, 7.92e+01, 1.34e+02, 1.51e+02, 1.12e+02, 9.90e+01, 1.59e+02, 2.84e+02, 1.36e+02, 1.59e+02, 2.20e+02, 1.12e+02, 5.44e+01, 1.45e+02, 8.58e+01, 1.30e+02, 1.50e+02, 1.43e+02, 9.09e+01, 5.24e+01, 1.53e+02, 1.96e+02, 7.66e+01, 1.50e+02, 1.81e+02, 5.06e+01, 8.48e+01, 1.31e+02, 2.13e+02, 3.20e+02, 1.28e+02, 1.70e+02, 1.77e+02, 9.94e+01, 1.61e+02, 1.24e+02, 2.20e+02, 1.92e+02, 1.21e+02, 2.06e+02, 2.10e+02, 1.74e+02, 1.97e+02, 8.53e+01, 1.57e+02, 1.95e+02, 2.16e+02, 1.59e+02
Function error values when FEs = 10000 , 4.99e+01, 2.21e+02, 2.99e+02, 2.85e+01, 7.54e+01, 1.00e+02, 1.50e+02, 9.99e+01, 7.79e+01, 9.93e+01, 1.60e+02, 1.35e+02, 1.53e+02, 2.10e+02, 1.06e+02, 3.97e+01, 8.91e+01, 8.40e+01, 4.69e+01, 1.44e+02, 9.20e+01, 8.42e+01, 4.60e+01, 1.01e+02, 1.88e+02, 3.40e+01, 5.13e+01, 1.70e+02, 4.52e+01, 8.07e+01, 3.06e+01, 3.15e+01, 8.42e+01, 1.14e+02, 1.47e+02, 1.59e+02, 9.68e+01, 1.47e+02, 3.57e+01, 1.55e+02, 1.53e+02, 4.56e+01, 1.88e+02, 2.05e+02, 1.26e+02, 1.55e+02, 5.31e+01, 1.51e+02, 1.87e+02, 1.84e+02, 1.48e+02
Function error values when FEs = 15000 , 4.53e+01, 2.17e+02, 1.55e+02, 2.85e+01, 7.44e+01, 1.00e+02, 1.50e+02, 2.93e+01, 7.64e+01, 9.92e+01, 1.42e+02, 1.33e+02, 9.09e+01, 1.84e+02, 7.75e+01, 3.26e+01, 7.41e+01, 8.36e+01, 4.25e+00, 1.40e+02, 8.25e+01, 8.35e+01, 4.17e+01, 1.01e+02, 1.58e+02, 2.85e+01, 3.78e+01, 1.16e+02, 3.58e+01, 7.97e+01, 2.16e+01, 2.85e+01, 8.19e+01, 1.10e+02, 1.46e+02, 1.03e+02, 9.59e+01, 1.46e+02, 1.81e+01, 1.52e+02, 1.52e+02, 3.79e+01, 9.27e+01, 1.41e+02, 1.19e+02, 1.47e+02, 4.43e+01, 1.49e+02, 1.82e+02, 1.66e+02, 8.32e+01
Function error values when FEs = 25000 , 2.94e+01, 2.09e+02, 1.48e+02, 2.85e+01, 7.35e+01, 1.00e+02, 1.49e+02, 2.85e+01, 7.43e+01, 9.92e+01, 1.39e+02, 6.93e+01, 7.63e+01, 1.77e+02, 2.85e+01, 3.25e+01, 2.85e+01, 8.27e+01, 4.24e+00, 1.38e+02, 4.07e+01, 8.29e+01, 2.85e+01, 1.00e+02, 1.28e+02, 2.85e+01, 2.85e+01, 7.45e+01, 3.25e+01, 7.89e+01, 2.13e+01, 2.85e+01, 8.18e+01, 9.46e+01, 1.45e+02, 8.41e+01, 8.37e+01, 1.45e+02, 1.74e+01, 1.51e+02, 1.51e+02, 3.25e+01, 4.22e+01, 1.37e+02, 1.14e+02, 1.44e+02, 3.25e+01, 1.48e+02, 1.68e+02, 4.39e+01, 7.61e+01
Function error values when FEs = 50000 , 2.85e+01, 1.43e+02, 1.46e+02, 2.85e+01, 7.09e+01, 1.00e+02, 1.47e+02, 2.85e+01, 2.85e+01, 9.90e+01, 1.36e+02, 5.19e+00, 7.03e+01, 1.52e+02, 2.85e+01, 3.25e+01, 2.85e+01, 7.99e+01, 4.21e+00, 1.33e+02, 3.25e+01, 7.52e+01, 2.85e+01, 9.88e+01, 2.85e+01, 2.85e+01, 2.85e+01, 3.25e+01, 3.25e+01, 7.60e+01, 2.04e+01, 2.85e+01, 8.18e+01, 2.85e+01, 1.41e+02, 8.13e+01, 7.38e+01, 8.04e+01, 8.90e+00, 1.44e+02, 1.47e+02, 3.25e+01, 2.85e+01, 6.83e+01, 1.14e+02, 8.18e+01, 3.25e+01, 1.43e+02, 1.50e+02, 2.13e+01, 2.85e+01
Function error values when FEs = 100000 , 2.85e+01, 7.15e+01, 9.83e+01, 2.85e+01, 6.70e+01, 1.00e+02, 1.41e+02, 2.85e+01, 2.85e+01, 9.84e+01, 6.77e+01, 3.60e-01, 9.63e+00, 1.51e+02, 2.85e+01, 3.25e+01, 2.85e+01, 7.42e+01, 4.15e+00, 3.07e-01, 3.25e+01, 2.85e+01, 2.85e+01, 9.87e+01, 2.85e+01, 2.85e+01, 2.85e+01, 3.25e+01, 3.25e+01, 7.03e+01, 1.76e+01, 2.85e+01, 8.18e+01, 2.85e+01, 6.86e+01, 7.67e+01, 6.91e+01, 7.91e+01, 8.03e+00, 2.85e+01, 1.40e+02, 3.25e+01, 2.85e+01, 2.51e-01, 1.14e+02, 6.80e+01, 3.25e+01, 2.85e+01, 1.49e+02, 1.92e+01, 2.85e+01
Function error values when FEs = 150000 , 2.85e+01, 6.77e+01, 4.04e+00, 2.85e+01, 2.15e-02, 1.00e+02, 1.32e+02, 2.85e+01, 2.85e+01, 3.26e+01, 7.56e-02, 2.92e-01, 5.21e-02, 1.38e+02, 2.85e+01, 3.25e+01, 2.85e+01, 7.06e+01, 4.12e+00, 2.45e-01, 3.25e+01, 2.85e+01, 2.85e+01, 9.87e+01, 2.85e+01, 2.85e+01, 2.85e+01, 3.25e+01, 3.25e+01, 6.68e+01, 8.05e+00, 2.85e+01, 8.18e+01, 2.85e+01, 2.22e-02, 7.13e+01, 4.47e-02, 7.85e+01, 8.02e+00, 2.85e+01, 7.07e+01, 3.25e+01, 2.85e+01, 1.18e-01, 1.14e+02, 1.09e-03, 3.25e+01, 2.85e+01, 1.49e+02, 9.65e+00, 2.85e+01
Function error values when FEs = 200000 , 2.85e+01, 9.04e-02, 4.02e+00, 2.85e+01, 1.46e-02, 1.00e+02, 2.72e-03, 2.85e+01, 2.85e+01, 3.25e+01, 4.44e-02, 2.27e-01, 3.59e-02, 9.07e-03, 2.85e+01, 3.25e+01, 2.85e+01, 3.99e+00, 4.10e+00, 1.87e-01, 3.25e+01, 2.85e+01, 2.85e+01, 9.87e+01, 2.85e+01, 2.85e+01, 2.85e+01, 3.25e+01, 3.25e+01, 7.32e-03, 8.02e+00, 2.85e+01, 8.18e+01, 2.85e+01, 1.52e-02, 4.02e+00, 3.08e-02, 7.70e+01, 8.01e+00, 2.85e+01, 1.89e+01, 3.25e+01, 2.85e+01, 5.83e-02, 1.14e+02, 7.93e-04, 3.25e+01, 2.85e+01, 1.49e+02, 8.03e+00, 2.85e+01
Function error values when FEs = 250000 , 2.85e+01, 5.61e-02, 4.01e+00, 2.85e+01, 9.74e-03, 1.00e+02, 2.07e-03, 2.85e+01, 2.85e+01, 3.25e+01, 3.01e-02, 1.97e-01, 2.46e-02, 5.69e-03, 2.85e+01, 3.25e+01, 2.85e+01, 3.99e+00, 4.09e+00, 1.66e-01, 3.25e+01, 2.85e+01, 2.85e+01, 9.87e+01, 2.85e+01, 2.85e+01, 2.85e+01, 3.25e+01, 3.25e+01, 4.60e-03, 8.01e+00, 2.85e+01, 8.18e+01, 2.85e+01, 1.02e-02, 4.01e+00, 2.11e-02, 7.29e+01, 7.99e+00, 2.85e+01, 8.32e+00, 3.25e+01, 2.85e+01, 4.08e-02, 1.14e+02, 5.66e-04, 3.25e+01, 2.85e+01, 1.48e+02, 8.02e+00, 2.85e+01
Function error values when FEs = 300000 , 2.85e+01, 3.84e-02, 4.00e+00, 2.85e+01, 6.29e-03, 1.00e+02, 1.54e-03, 2.85e+01, 2.85e+01, 3.25e+01, 2.04e-02, 1.74e-01, 1.65e-02, 3.45e-03, 2.85e+01, 3.25e+01, 2.85e+01, 3.99e+00, 4.07e+00, 1.45e-01, 3.25e+01, 2.85e+01, 2.85e+01, 9.87e+01, 2.85e+01, 2.85e+01, 2.85e+01, 3.25e+01, 3.25e+01, 2.67e-03, 8.00e+00, 2.85e+01, 8.18e+01, 2.85e+01, 6.60e-03, 4.00e+00, 1.41e-02, 7.02e+01, 7.93e+00, 2.85e+01, 8.03e+00, 3.25e+01, 2.85e+01, 2.80e-02, 1.14e+02, 3.97e-04, 3.25e+01, 2.85e+01, 1.46e+02, 8.01e+00, 2.85e+01
