MOS-SOCO2011_6_10.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 1000 , 4.21e+00, 1.22e+01, 8.76e-01, 4.20e+00, 4.11e-01, 1.24e+00, 5.31e+00, 6.81e-01, 4.28e-01, 2.11e+00, 1.15e+01, 1.00e+00, 2.94e+00, 1.65e+00, 4.64e+00, 1.14e+00, 2.38e+00, 5.73e+00, 3.06e+00, 8.77e-01, 3.44e+00, 1.45e+00, 1.01e+00, 1.61e+00, 1.98e+00, 5.36e+00, 9.70e-01, 7.10e-01, 9.02e-01, 3.04e+00, 1.80e+00, 3.97e+00, 6.61e+00, 1.68e+01, 4.98e+00, 2.18e+00, 2.95e+00, 6.76e+00, 2.14e+01, 1.89e+00, 9.21e+00, 1.83e+00, 5.92e+00, 8.35e+00, 5.92e+00, 7.14e+00, 6.51e-01, 1.64e+01, 2.44e+00, 2.47e+00, 9.12e+00
Function error values when FEs = 2000 , 2.22e-01, 4.06e+00, 1.08e-01, 3.37e+00, 4.81e-03, 6.33e-02, 3.37e+00, 1.01e-01, 3.28e-02, 1.27e+00, 3.20e+00, 2.35e-02, 8.14e-01, 2.95e-01, 3.10e+00, 2.96e-01, 1.43e+00, 3.75e+00, 2.83e-01, 5.37e-03, 1.76e+00, 5.55e-01, 4.40e-02, 2.54e-02, 4.32e-01, 3.00e+00, 4.28e-02, 5.49e-02, 1.54e-01, 1.52e+00, 3.26e-02, 2.49e+00, 2.31e+00, 4.67e+00, 1.76e+00, 1.01e+00, 7.43e-01, 4.57e+00, 1.24e+01, 7.64e-01, 8.25e+00, 9.21e-02, 4.83e+00, 3.22e+00, 4.85e+00, 1.91e+00, 1.38e-02, 8.37e+00, 7.11e-03, 9.51e-01, 6.10e+00
Function error values when FEs = 3000 , 1.65e-02, 2.10e+00, 8.77e-02, 2.89e+00, 9.03e-04, 5.49e-02, 9.35e-01, 9.68e-02, 2.62e-02, 1.25e+00, 2.08e+00, 8.60e-03, 7.16e-01, 2.94e-01, 1.31e+00, 2.23e-01, 1.30e+00, 1.56e+00, 1.77e-01, 4.44e-05, 1.06e+00, 3.78e-01, 3.90e-02, 2.45e-02, 1.80e-01, 1.62e+00, 4.04e-02, 5.15e-02, 1.42e-01, 1.25e+00, 6.50e-03, 1.17e+00, 1.57e-01, 2.74e+00, 8.90e-01, 8.96e-01, 7.06e-01, 9.95e-01, 3.49e+00, 7.02e-01, 2.40e+00, 8.09e-02, 1.89e+00, 1.71e+00, 2.33e+00, 9.13e-01, 1.00e-02, 2.34e+00, 2.42e-03, 8.43e-01, 2.71e+00
Function error values when FEs = 5000 , 2.19e-03, 1.44e-01, 5.71e-02, 1.77e-01, 7.33e-04, 3.75e-02, 2.33e-01, 6.91e-02, 2.04e-02, 1.93e-01, 1.27e-01, 8.17e-03, 1.38e-01, 1.73e-01, 5.69e-02, 6.37e-02, 2.79e-01, 1.67e-01, 1.54e-02, 2.32e-05, 1.00e-01, 1.19e-01, 8.62e-03, 2.44e-02, 2.61e-02, 8.10e-02, 2.28e-02, 3.37e-02, 1.14e-01, 7.95e-02, 6.23e-03, 1.01e-01, 2.42e-03, 2.81e-01, 2.91e-01, 8.27e-02, 9.94e-02, 1.21e-01, 3.10e-01, 1.95e-01, 2.46e-01, 3.18e-02, 1.98e-01, 6.39e-02, 3.63e-01, 3.35e-02, 9.89e-03, 2.12e-01, 2.23e-03, 1.07e-01, 2.58e-01
Function error values when FEs = 10000 , 4.17e-05, 4.23e-04, 3.81e-05, 3.14e-04, 3.93e-05, 6.19e-05, 2.80e-04, 8.70e-05, 1.43e-04, 2.19e-04, 7.94e-05, 1.70e-04, 2.04e-04, 1.83e-04, 5.70e-05, 1.69e-04, 5.83e-04, 1.49e-04, 2.45e-05, 2.06e-05, 1.58e-04, 5.79e-05, 2.50e-04, 2.55e-04, 1.17e-04, 5.01e-05, 2.02e-05, 3.14e-04, 1.87e-04, 7.50e-05, 1.14e-04, 1.77e-04, 4.42e-05, 5.01e-04, 4.02e-05, 4.16e-05, 2.53e-04, 2.81e-05, 3.13e-04, 1.98e-04, 1.42e-04, 8.50e-05, 3.79e-04, 5.12e-05, 4.22e-04, 9.44e-05, 2.59e-05, 2.16e-04, 4.16e-05, 1.42e-04, 3.64e-04
Function error values when FEs = 20000 , 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
Function error values when FEs = 30000 , 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
Function error values when FEs = 40000 , 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
Function error values when FEs = 50000 , 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
Function error values when FEs = 60000 , 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
