MOS-SOCO2011_15_30.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 3000 , 7.99e+06, 4.11e+06, 4.36e+06, 7.40e+06, 9.08e+06, 4.95e+06, 1.83e+06, 3.85e+06, 1.41e+07, 2.02e+07, 1.85e+07, 4.19e+06, 6.60e+06, 6.14e+06, 1.94e+07, 3.58e+06, 1.23e+07, 1.18e+07, 4.60e+06, 1.12e+07, 8.70e+07, 6.96e+06, 1.16e+07, 9.74e+06, 4.25e+06, 5.79e+06, 6.74e+06, 1.24e+07, 9.58e+06, 1.20e+06, 6.59e+06, 2.48e+06, 1.96e+06, 7.95e+06, 2.09e+07, 2.61e+07, 9.87e+06, 1.98e+07, 1.02e+07, 1.56e+07, 2.57e+07, 1.59e+06, 1.11e+06, 7.91e+06, 1.35e+07, 2.45e+07, 6.81e+06, 1.61e+07, 8.28e+06, 1.67e+06, 4.28e+07
Function error values when FEs = 6000 , 7.81e+05, 4.25e+04, 1.67e+04, 1.51e+05, 2.59e+05, 1.33e+05, 2.28e+04, 1.72e+06, 1.97e+04, 1.77e+04, 5.08e+04, 4.65e+04, 2.18e+04, 2.29e+04, 1.29e+05, 1.30e+04, 6.65e+04, 4.73e+05, 1.19e+04, 6.40e+03, 3.09e+04, 1.15e+06, 1.45e+04, 1.20e+05, 1.34e+06, 2.38e+04, 3.01e+05, 3.40e+05, 1.06e+06, 1.30e+05, 7.13e+04, 3.67e+04, 1.34e+03, 2.75e+06, 4.71e+04, 7.45e+04, 2.65e+04, 1.76e+04, 8.16e+03, 2.70e+04, 2.18e+04, 1.59e+06, 1.01e+04, 7.36e+02, 1.20e+05, 8.49e+03, 2.79e+05, 1.79e+04, 5.29e+06, 1.71e+04, 2.37e+04
Function error values when FEs = 9000 , 5.26e+05, 4.25e+04, 6.36e+03, 1.53e+04, 2.59e+05, 5.28e+03, 2.05e+04, 8.70e+04, 1.63e+04, 1.40e+04, 5.08e+04, 4.58e+04, 2.18e+03, 1.84e+04, 1.29e+05, 1.09e+04, 6.65e+04, 3.48e+04, 3.36e+03, 6.40e+03, 7.38e+02, 1.15e+06, 1.45e+04, 5.92e+03, 6.96e+04, 2.38e+04, 2.39e+05, 3.40e+05, 8.79e+05, 1.30e+05, 3.12e+04, 2.61e+04, 1.34e+03, 8.22e+04, 4.71e+04, 7.45e+04, 2.65e+04, 1.76e+04, 5.60e+02, 9.17e+03, 1.18e+04, 2.14e+04, 8.44e+03, 7.36e+02, 1.20e+05, 8.49e+03, 4.77e+03, 1.79e+04, 2.62e+04, 1.21e+03, 2.07e+04
Function error values when FEs = 15000 , 1.50e+04, 4.16e+04, 6.36e+03, 1.53e+04, 5.54e+04, 5.01e+03, 2.05e+04, 6.16e+04, 1.63e+04, 1.40e+04, 5.07e+04, 4.58e+04, 2.18e+03, 1.84e+04, 2.09e+04, 1.09e+04, 6.65e+04, 3.48e+04, 3.36e+03, 6.40e+03, 7.38e+02, 7.87e+04, 1.45e+04, 5.92e+03, 1.57e+04, 2.38e+04, 3.55e+03, 4.65e+04, 2.44e+03, 2.02e+04, 3.12e+04, 2.46e+04, 1.34e+03, 8.22e+04, 4.71e+04, 6.19e+04, 4.02e+03, 1.29e+04, 5.60e+02, 9.17e+03, 1.15e+04, 8.46e+03, 8.44e+03, 7.36e+02, 2.07e+04, 6.81e+03, 3.53e+03, 1.79e+04, 2.34e+04, 1.21e+03, 2.07e+04
Function error values when FEs = 30000 , 1.12e+04, 4.16e+04, 6.36e+03, 1.53e+04, 1.68e+04, 5.01e+03, 1.99e+04, 1.76e+04, 1.63e+04, 1.40e+04, 2.30e+04, 4.20e+04, 2.18e+03, 1.84e+04, 2.04e+04, 1.09e+04, 6.65e+04, 1.44e+04, 3.36e+03, 4.22e+03, 7.38e+02, 2.32e+04, 1.45e+04, 2.40e+03, 1.57e+04, 2.34e+04, 3.55e+03, 3.52e+04, 2.14e+03, 2.02e+04, 3.12e+04, 2.46e+04, 1.34e+03, 2.26e+04, 4.71e+04, 6.19e+04, 4.02e+03, 9.48e+03, 5.60e+02, 9.17e+03, 1.14e+04, 8.46e+03, 8.44e+03, 7.36e+02, 2.07e+04, 6.81e+03, 3.53e+03, 1.79e+04, 2.34e+04, 1.21e+03, 2.07e+04
Function error values when FEs = 60000 , 1.06e+04, 4.16e+04, 6.36e+03, 2.69e+03, 1.68e+04, 5.01e+03, 1.99e+04, 6.22e+03, 1.60e+04, 1.40e+04, 7.86e+03, 4.15e+04, 2.18e+03, 1.84e+04, 1.94e+04, 1.02e+04, 4.40e+04, 5.35e+03, 1.40e+02, 4.22e+03, 7.37e+02, 1.10e+04, 1.44e+04, 1.55e+03, 1.40e+03, 2.33e+04, 3.53e+03, 2.09e+04, 2.14e+03, 5.46e+03, 3.12e+04, 2.46e+04, 1.32e+03, 2.26e+04, 1.99e+04, 4.48e+04, 1.20e+03, 3.26e+03, 5.47e+02, 9.17e+03, 1.14e+04, 6.60e+03, 8.44e+03, 7.36e+02, 1.32e+04, 6.81e+03, 3.53e+03, 8.08e+03, 2.34e+04, 1.21e+03, 2.07e+04
Function error values when FEs = 90000 , 1.04e+04, 4.16e+04, 6.35e+03, 2.47e+03, 1.06e+04, 5.01e+03, 1.99e+04, 3.45e+03, 1.60e+04, 1.40e+04, 7.01e+03, 4.13e+04, 2.18e+03, 1.84e+04, 1.60e+04, 1.00e+04, 4.17e+04, 8.32e+02, 1.40e+02, 4.22e+03, 7.36e+02, 6.75e+03, 1.44e+04, 1.50e+03, 3.52e+02, 5.52e+03, 3.53e+03, 1.86e+04, 2.14e+03, 4.48e+03, 3.12e+04, 2.46e+04, 1.28e+03, 1.94e+04, 1.99e+04, 4.14e+04, 3.38e+02, 8.92e+02, 5.47e+02, 9.17e+03, 8.37e+02, 6.60e+03, 8.44e+03, 7.36e+02, 1.32e+04, 6.81e+03, 3.53e+03, 6.61e+03, 2.34e+04, 1.21e+03, 2.07e+04
Function error values when FEs = 120000 , 1.04e+04, 4.16e+04, 6.32e+03, 2.25e+03, 1.05e+04, 5.01e+03, 1.99e+04, 3.41e+03, 1.60e+04, 1.40e+04, 6.73e+03, 4.13e+04, 2.18e+03, 1.83e+04, 1.60e+04, 8.28e+03, 4.12e+04, 4.92e+02, 1.40e+02, 4.22e+03, 7.32e+02, 6.37e+03, 1.44e+04, 1.50e+03, 3.52e+02, 2.26e+03, 3.53e+03, 1.83e+04, 2.14e+03, 4.08e+03, 3.12e+04, 2.46e+04, 1.28e+03, 1.94e+04, 1.96e+04, 4.14e+04, 2.22e+02, 8.57e+02, 5.47e+02, 9.17e+03, 2.48e+02, 6.60e+03, 8.43e+03, 6.48e+02, 1.31e+04, 6.81e+03, 3.53e+03, 6.52e+03, 2.34e+04, 1.21e+03, 2.07e+04
Function error values when FEs = 150000 , 1.04e+04, 4.16e+04, 6.30e+03, 2.22e+03, 1.05e+04, 5.01e+03, 1.99e+04, 3.39e+03, 1.60e+04, 1.40e+04, 6.68e+03, 4.13e+04, 2.16e+03, 1.83e+04, 1.59e+04, 7.05e+03, 4.12e+04, 4.92e+02, 4.69e+01, 4.21e+03, 7.14e+02, 6.36e+03, 1.44e+04, 1.43e+03, 2.66e+02, 2.26e+03, 3.53e+03, 1.83e+04, 2.14e+03, 4.06e+03, 3.12e+04, 2.45e+04, 1.28e+03, 1.93e+04, 1.96e+04, 4.13e+04, 1.50e+02, 8.57e+02, 5.47e+02, 9.15e+03, 1.13e+02, 6.46e+03, 8.41e+03, 6.48e+02, 1.30e+04, 6.81e+03, 3.53e+03, 6.52e+03, 2.33e+04, 1.19e+03, 2.07e+04
Function error values when FEs = 180000 , 1.04e+04, 4.16e+04, 6.30e+03, 2.22e+03, 1.05e+04, 4.98e+03, 1.99e+04, 3.39e+03, 1.60e+04, 1.40e+04, 6.68e+03, 4.13e+04, 2.12e+03, 1.83e+04, 1.59e+04, 6.44e+03, 4.12e+04, 4.92e+02, 4.69e+01, 4.19e+03, 6.78e+02, 6.36e+03, 1.44e+04, 1.42e+03, 2.66e+02, 2.18e+03, 3.53e+03, 1.83e+04, 2.14e+03, 4.06e+03, 3.12e+04, 2.45e+04, 3.28e+02, 1.93e+04, 1.96e+04, 4.13e+04, 1.50e+02, 8.57e+02, 5.47e+02, 9.11e+03, 6.42e+01, 6.46e+03, 8.38e+03, 6.33e+02, 1.30e+04, 6.81e+03, 3.51e+03, 6.52e+03, 2.33e+04, 1.15e+03, 2.07e+04
