MOS-SOCO2011_10_10.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 1000 , 8.52e+02, 7.81e+02, 9.96e+02, 8.20e+02, 8.29e+02, 6.05e+02, 7.68e+02, 1.27e+03, 7.80e+02, 6.63e+02, 7.30e+02, 6.06e+02, 9.91e+02, 6.16e+02, 8.67e+02, 1.24e+03, 6.16e+02, 6.08e+02, 1.33e+03, 9.28e+02, 1.01e+03, 1.32e+03, 4.32e+02, 1.09e+03, 1.23e+03, 7.25e+02, 8.83e+02, 1.17e+03, 7.25e+02, 1.04e+03, 4.88e+02, 7.03e+02, 7.92e+02, 3.21e+02, 6.57e+02, 1.68e+03, 8.25e+02, 4.85e+02, 5.26e+02, 8.36e+02, 8.15e+02, 1.03e+03, 5.91e+02, 1.32e+03, 1.22e+03, 7.79e+02, 1.46e+03, 9.51e+02, 1.17e+03, 1.25e+03, 1.25e+03
Function error values when FEs = 2000 , 8.45e+02, 7.81e+02, 9.89e+02, 8.15e+02, 8.27e+02, 6.04e+02, 7.62e+02, 1.26e+03, 7.71e+02, 6.57e+02, 7.25e+02, 6.04e+02, 9.90e+02, 5.71e+02, 8.64e+02, 1.24e+03, 6.05e+02, 6.06e+02, 1.33e+03, 9.27e+02, 1.01e+03, 1.06e+03, 4.32e+02, 1.09e+03, 1.18e+03, 7.24e+02, 8.81e+02, 1.17e+03, 7.25e+02, 1.04e+03, 4.86e+02, 7.03e+02, 7.90e+02, 3.21e+02, 6.32e+02, 1.50e+03, 8.22e+02, 4.83e+02, 5.01e+02, 8.36e+02, 8.15e+02, 1.03e+03, 5.65e+02, 1.01e+03, 1.20e+03, 7.79e+02, 1.46e+03, 9.49e+02, 1.17e+03, 1.24e+03, 9.12e+02
Function error values when FEs = 3000 , 8.45e+02, 7.81e+02, 9.89e+02, 8.15e+02, 8.27e+02, 6.04e+02, 7.62e+02, 1.26e+03, 7.71e+02, 6.57e+02, 7.25e+02, 6.04e+02, 9.90e+02, 5.71e+02, 8.64e+02, 1.24e+03, 6.05e+02, 6.06e+02, 1.33e+03, 9.27e+02, 8.06e+02, 1.06e+03, 4.32e+02, 1.09e+03, 1.11e+03, 7.24e+02, 8.81e+02, 1.17e+03, 7.25e+02, 1.04e+03, 4.86e+02, 6.15e+02, 7.90e+02, 3.21e+02, 6.32e+02, 9.93e+02, 8.22e+02, 4.83e+02, 5.01e+02, 8.36e+02, 8.15e+02, 1.03e+03, 5.65e+02, 9.41e+02, 9.39e+02, 7.79e+02, 1.33e+03, 9.49e+02, 1.17e+03, 1.24e+03, 8.96e+02
Function error values when FEs = 5000 , 8.45e+02, 7.81e+02, 9.26e+02, 8.15e+02, 4.69e+02, 6.04e+02, 4.55e+02, 1.15e+03, 7.71e+02, 6.57e+02, 7.25e+02, 6.04e+02, 8.50e+02, 5.71e+02, 8.46e+02, 9.11e+02, 6.05e+02, 6.06e+02, 1.21e+03, 9.27e+02, 5.39e+02, 1.06e+03, 4.32e+02, 2.82e+02, 1.10e+03, 7.24e+02, 8.81e+02, 4.99e+02, 7.25e+02, 8.80e+02, 4.86e+02, 6.15e+02, 7.90e+02, 3.21e+02, 6.32e+02, 9.67e+02, 8.22e+02, 4.83e+02, 5.01e+02, 8.36e+02, 8.15e+02, 1.03e+03, 5.65e+02, 9.09e+02, 9.32e+02, 7.70e+02, 1.21e+03, 8.67e+02, 8.17e+02, 1.12e+03, 8.67e+02
Function error values when FEs = 10000 , 7.54e+02, 7.59e+02, 4.92e+02, 8.15e+02, 4.69e+02, 6.04e+02, 4.55e+02, 9.04e+02, 7.71e+02, 6.57e+02, 7.25e+02, 6.04e+02, 7.90e+02, 5.71e+02, 6.89e+02, 9.02e+02, 6.05e+02, 6.06e+02, 5.69e+02, 6.17e+02, 5.39e+02, 8.07e+02, 4.32e+02, 2.77e+02, 9.19e+02, 4.75e+02, 8.81e+02, 4.98e+02, 2.97e+02, 8.11e+02, 4.86e+02, 6.15e+02, 7.03e+02, 3.21e+02, 6.32e+02, 8.85e+02, 2.36e+02, 4.83e+02, 4.80e+02, 8.36e+02, 1.22e+02, 9.83e+02, 5.65e+02, 3.47e+02, 6.84e+02, 3.60e+02, 8.33e+02, 7.02e+02, 6.84e+02, 6.24e+02, 6.82e+02
Function error values when FEs = 20000 , 5.16e+02, 4.52e+02, 4.61e+02, 6.60e+02, 4.54e+02, 6.04e+02, 4.55e+02, 8.08e+02, 6.06e+02, 6.18e+02, 6.47e+02, 3.02e+02, 5.23e+02, 5.71e+02, 6.04e+02, 5.07e+02, 1.41e+02, 5.07e+02, 5.35e+02, 6.17e+02, 5.14e+02, 7.14e+02, 3.37e+02, 2.77e+02, 7.06e+02, 4.32e+02, 1.52e+02, 4.98e+02, 2.80e+02, 6.62e+02, 4.86e+02, 5.21e+02, 5.01e+02, 3.21e+02, 5.31e+02, 6.30e+02, 2.36e+02, 4.64e+02, 4.72e+02, 2.64e+02, 1.22e+02, 7.16e+02, 5.65e+02, 3.06e+02, 6.57e+02, 2.76e+02, 7.13e+02, 5.58e+02, 6.74e+02, 6.24e+02, 5.12e+02
Function error values when FEs = 30000 , 4.80e+02, 3.30e+02, 4.61e+02, 3.28e+02, 4.13e+02, 5.58e+02, 4.55e+02, 6.72e+02, 3.47e+02, 2.65e+02, 6.47e+02, 3.02e+02, 5.20e+02, 5.71e+02, 6.04e+02, 5.06e+02, 1.41e+02, 4.19e+02, 5.29e+02, 5.54e+02, 5.12e+02, 7.04e+02, 2.87e+02, 2.77e+02, 6.18e+02, 4.21e+02, 1.52e+02, 1.52e+01, 2.80e+02, 6.62e+02, 3.80e+02, 5.07e+02, 4.99e+02, 3.21e+02, 4.55e+02, 4.67e+02, 2.36e+02, 3.87e+02, 3.72e+02, 2.64e+02, 1.22e+02, 5.91e+02, 3.93e+02, 3.06e+02, 6.23e+02, 2.53e+02, 5.36e+02, 5.58e+02, 5.08e+02, 6.24e+02, 4.30e+02
Function error values when FEs = 40000 , 4.80e+02, 3.28e+02, 4.61e+02, 3.17e+02, 4.09e+02, 5.42e+02, 4.55e+02, 6.70e+02, 3.47e+02, 2.65e+02, 6.37e+02, 3.02e+02, 5.04e+02, 3.59e+02, 5.92e+02, 5.06e+02, 1.41e+02, 3.72e+02, 4.21e+02, 5.54e+02, 5.11e+02, 7.04e+02, 2.69e+02, 2.77e+02, 5.21e+02, 4.20e+02, 1.52e+02, 1.52e+01, 2.80e+02, 6.62e+02, 3.46e+02, 5.07e+02, 4.09e+02, 3.04e+02, 4.41e+02, 4.07e+02, 2.36e+01, 3.84e+02, 3.72e+02, 2.64e+02, 1.22e+02, 5.91e+02, 3.54e+02, 3.06e+02, 5.79e+02, 2.53e+02, 5.36e+02, 5.57e+02, 5.08e+02, 6.24e+02, 3.88e+02
Function error values when FEs = 50000 , 4.80e+02, 3.28e+02, 4.61e+02, 2.72e+02, 3.71e+02, 5.20e+02, 4.55e+02, 6.69e+02, 3.47e+02, 2.65e+02, 6.22e+02, 3.02e+02, 5.04e+02, 3.59e+02, 5.61e+02, 5.06e+02, 1.41e+02, 3.72e+02, 4.01e+02, 4.80e+02, 4.82e+02, 5.49e+02, 2.56e+02, 1.73e+02, 5.02e+02, 4.18e+02, 1.52e+02, 1.52e+01, 2.80e+02, 6.62e+02, 3.46e+02, 5.07e+02, 4.09e+02, 3.03e+02, 3.30e+02, 3.59e+02, 6.95e+00, 3.84e+02, 3.72e+02, 2.64e+02, 1.22e+02, 5.42e+02, 3.24e+02, 3.06e+02, 5.66e+02, 2.53e+02, 5.36e+02, 5.57e+02, 4.93e+02, 6.24e+02, 3.66e+02
Function error values when FEs = 60000 , 4.79e+02, 3.28e+02, 4.61e+02, 2.71e+02, 3.71e+02, 5.20e+02, 4.55e+02, 6.67e+02, 3.47e+02, 2.65e+02, 6.22e+02, 3.02e+02, 4.50e+02, 3.59e+02, 5.61e+02, 5.06e+02, 1.41e+02, 3.72e+02, 3.76e+02, 4.68e+02, 4.50e+02, 5.36e+02, 2.47e+02, 1.66e+02, 4.93e+02, 4.17e+02, 1.52e+02, 1.52e+01, 2.80e+02, 6.62e+02, 3.46e+02, 5.07e+02, 4.09e+02, 3.03e+02, 3.30e+02, 3.16e+02, 6.95e+00, 3.53e+02, 3.72e+02, 2.64e+02, 1.22e+02, 5.30e+02, 3.24e+02, 3.06e+02, 5.55e+02, 2.53e+02, 5.36e+02, 5.57e+02, 4.93e+02, 6.24e+02, 3.50e+02
Function error values when FEs = 70000 , 4.79e+02, 3.28e+02, 4.61e+02, 2.71e+02, 3.71e+02, 5.20e+02, 3.92e+02, 6.65e+02, 3.47e+02, 2.65e+02, 6.22e+02, 3.02e+02, 4.50e+02, 3.59e+02, 5.61e+02, 5.06e+02, 1.41e+02, 3.72e+02, 3.69e+02, 4.68e+02, 4.48e+02, 5.36e+02, 2.38e+02, 1.56e+02, 4.86e+02, 4.15e+02, 1.52e+02, 1.52e+01, 2.80e+02, 6.62e+02, 3.46e+02, 5.07e+02, 4.02e+02, 3.03e+02, 3.30e+02, 3.00e+02, 6.95e+00, 3.27e+02, 3.72e+02, 2.64e+02, 1.22e+02, 5.17e+02, 3.24e+02, 3.06e+02, 5.44e+02, 2.53e+02, 5.36e+02, 5.57e+02, 4.93e+02, 6.19e+02, 3.43e+02
Function error values when FEs = 80000 , 4.79e+02, 3.28e+02, 4.61e+02, 2.71e+02, 3.42e+02, 5.20e+02, 3.91e+02, 6.64e+02, 3.47e+02, 2.65e+02, 6.22e+02, 3.02e+02, 4.50e+02, 3.59e+02, 4.55e+02, 5.06e+02, 1.41e+02, 3.72e+02, 3.69e+02, 4.68e+02, 4.47e+02, 5.36e+02, 2.30e+02, 1.49e+02, 4.82e+02, 4.14e+02, 1.52e+02, 1.52e+01, 2.80e+02, 6.59e+02, 3.46e+02, 5.07e+02, 4.00e+02, 3.03e+02, 3.30e+02, 2.88e+02, 6.95e+00, 3.27e+02, 3.54e+02, 2.64e+02, 1.22e+02, 5.17e+02, 3.23e+02, 3.06e+02, 5.33e+02, 2.53e+02, 5.36e+02, 4.78e+02, 4.93e+02, 6.19e+02, 3.42e+02
Function error values when FEs = 90000 , 4.61e+02, 3.28e+02, 4.61e+02, 2.70e+02, 3.42e+02, 5.20e+02, 3.91e+02, 6.62e+02, 3.47e+02, 1.57e+02, 6.22e+02, 1.34e+02, 3.54e+02, 3.59e+02, 4.54e+02, 5.06e+02, 1.41e+02, 3.72e+02, 3.69e+02, 4.66e+02, 4.46e+02, 5.36e+02, 2.22e+02, 1.45e+02, 4.79e+02, 4.13e+02, 1.52e+02, 1.52e+01, 2.80e+02, 6.20e+02, 3.46e+02, 5.06e+02, 3.99e+02, 3.03e+02, 3.30e+02, 2.80e+02, 6.95e+00, 3.27e+02, 3.17e+02, 2.64e+02, 1.22e+02, 5.17e+02, 3.23e+02, 3.04e+02, 5.24e+02, 2.53e+02, 5.36e+02, 4.78e+02, 4.93e+02, 4.92e+02, 3.42e+02
