MOS-SOCO2011_4_50.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 5000 , 2.63e+02, 2.63e+02, 2.52e+02, 3.58e+02, 2.58e+02, 2.48e+02, 2.52e+02, 2.30e+02, 3.52e+02, 4.20e+02, 2.55e+02, 3.75e+02, 1.13e+02, 3.28e+02, 2.48e+02, 3.00e+02, 2.47e+02, 4.13e+02, 3.98e+02, 2.55e+02, 2.89e+02, 3.27e+02, 2.78e+02, 2.66e+02, 2.84e+02, 4.18e+02, 2.31e+02, 3.07e+02, 2.87e+02, 2.54e+02, 2.64e+02, 2.80e+02, 1.82e+02, 2.80e+02, 3.01e+02, 2.57e+02, 2.94e+02, 2.67e+02, 2.63e+02, 2.85e+02, 1.36e+02, 2.53e+02, 2.50e+02, 3.32e+02, 2.34e+02, 2.34e+02, 3.37e+02, 2.48e+02, 1.89e+02, 1.81e+02, 2.89e+02
Function error values when FEs = 10000 , 2.25e+02, 2.04e+02, 1.14e+02, 2.11e+02, 2.30e+02, 1.62e+02, 1.89e+02, 1.69e+02, 1.56e+02, 2.49e+02, 2.16e+02, 1.56e+02, 4.47e+01, 1.19e+02, 2.01e+02, 2.27e+02, 1.82e+02, 2.03e+02, 1.21e+02, 1.36e+02, 2.28e+02, 1.72e+02, 5.63e+01, 2.28e+02, 1.63e+02, 1.77e+02, 1.83e+02, 2.09e+02, 1.59e+02, 2.08e+02, 1.65e+02, 8.92e+01, 4.20e+01, 2.29e+02, 1.97e+02, 2.10e+02, 1.65e+02, 1.92e+02, 1.88e+02, 1.73e+02, 1.19e+02, 1.52e+02, 2.02e+02, 2.26e+02, 1.37e+02, 1.55e+02, 1.31e+02, 1.14e+02, 1.42e+02, 4.21e+01, 1.51e+02
Function error values when FEs = 15000 , 2.11e+02, 2.01e+02, 5.14e+01, 2.08e+02, 2.25e+02, 1.54e+02, 1.87e+02, 1.66e+02, 1.51e+02, 8.03e+01, 2.15e+02, 1.53e+02, 3.42e+01, 5.41e+01, 1.62e+02, 2.24e+02, 1.80e+02, 1.62e+02, 9.61e+01, 5.06e+01, 2.23e+02, 1.53e+02, 4.92e+01, 2.14e+02, 1.61e+02, 1.63e+02, 1.79e+02, 1.81e+02, 1.49e+02, 2.05e+02, 1.63e+02, 8.15e+01, 3.79e+01, 2.18e+02, 1.94e+02, 1.87e+02, 1.10e+02, 1.84e+02, 1.84e+02, 1.70e+02, 1.13e+02, 1.35e+02, 1.87e+02, 2.05e+02, 1.21e+02, 1.53e+02, 1.17e+02, 1.06e+02, 9.33e+01, 2.89e+01, 1.16e+02
Function error values when FEs = 25000 , 1.23e+02, 1.16e+02, 4.37e+01, 2.06e+02, 2.08e+02, 1.52e+02, 1.75e+02, 1.56e+02, 1.01e+02, 7.42e+01, 2.11e+02, 1.53e+02, 3.25e+01, 4.23e+01, 1.57e+02, 2.20e+02, 1.78e+02, 1.47e+02, 9.30e+01, 3.25e+01, 2.19e+02, 1.41e+02, 4.21e+01, 1.85e+02, 1.56e+02, 1.57e+02, 1.75e+02, 9.38e+01, 1.19e+02, 2.03e+02, 1.60e+02, 7.97e+01, 2.89e+01, 1.91e+02, 1.85e+02, 1.82e+02, 1.02e+02, 1.79e+02, 1.81e+02, 1.68e+02, 9.94e+01, 1.31e+02, 1.83e+02, 1.89e+02, 1.08e+02, 1.44e+02, 9.80e+01, 9.90e+01, 7.65e+01, 2.85e+01, 1.00e+02
Function error values when FEs = 50000 , 3.76e+01, 1.02e+02, 3.25e+01, 1.38e+02, 1.29e+02, 1.49e+02, 1.45e+02, 1.42e+02, 8.56e+01, 6.95e+01, 1.16e+02, 1.52e+02, 3.25e+01, 3.25e+01, 1.56e+02, 7.27e+01, 7.26e+01, 1.43e+02, 9.06e+01, 3.25e+01, 1.25e+02, 9.20e+01, 3.25e+01, 1.81e+02, 1.43e+02, 1.09e+02, 5.63e+01, 8.57e+01, 2.58e+01, 3.08e+01, 1.46e+02, 7.67e+01, 2.85e+01, 1.74e+02, 1.67e+02, 1.73e+02, 9.91e+01, 1.54e+02, 1.22e+02, 1.62e+02, 9.78e+01, 1.31e+02, 1.07e+02, 1.83e+02, 9.82e+01, 9.25e+01, 9.33e+01, 9.85e+01, 7.52e+01, 2.85e+01, 5.03e+01
Function error values when FEs = 100000 , 3.25e+01, 1.01e+02, 3.25e+01, 9.37e+01, 7.71e+01, 1.17e+02, 1.23e+02, 9.99e+01, 8.51e+01, 5.19e+00, 3.20e+01, 9.79e+01, 3.25e+01, 3.25e+01, 1.54e+02, 2.85e+01, 2.85e+01, 1.26e+02, 7.25e+01, 3.25e+01, 3.25e+01, 8.52e+01, 3.25e+01, 1.18e+02, 1.32e+02, 7.25e+01, 2.85e+01, 8.25e+01, 2.32e+01, 2.85e+01, 8.30e+01, 7.29e+01, 2.85e+01, 1.26e+02, 1.61e+02, 9.25e+01, 3.25e+01, 1.53e+02, 3.25e+01, 7.81e+01, 9.76e+01, 1.30e+02, 8.53e+01, 1.56e+02, 9.74e+01, 8.50e+01, 2.85e+01, 9.66e+01, 7.17e+01, 2.85e+01, 2.85e+01
Function error values when FEs = 150000 , 3.25e+01, 1.01e+02, 3.25e+01, 2.85e+01, 5.72e+01, 1.06e+02, 1.23e+02, 4.04e+00, 8.44e+01, 4.28e+00, 2.85e+01, 2.90e+01, 3.25e+01, 3.25e+01, 1.41e+02, 2.85e+01, 2.85e+01, 6.61e+01, 2.76e+01, 3.25e+01, 3.25e+01, 8.47e+01, 3.25e+01, 9.74e+01, 6.55e+01, 6.76e+01, 2.85e+01, 8.17e+01, 1.45e+01, 2.85e+01, 4.00e+00, 3.67e+01, 2.85e+01, 9.17e+01, 1.42e+02, 8.24e+01, 3.25e+01, 1.52e+02, 3.25e+01, 4.26e+00, 9.74e+01, 1.28e+02, 2.85e+01, 1.43e+02, 9.13e+01, 8.45e+01, 2.85e+01, 9.64e+01, 6.86e+01, 2.85e+01, 2.85e+01
Function error values when FEs = 200000 , 3.25e+01, 1.01e+02, 3.25e+01, 2.85e+01, 5.98e-02, 6.66e+01, 7.80e+01, 4.02e+00, 8.36e+01, 4.13e+00, 2.85e+01, 2.85e+01, 3.25e+01, 3.25e+01, 5.31e+01, 2.85e+01, 2.85e+01, 1.67e-02, 4.22e+00, 3.25e+01, 3.25e+01, 8.37e+01, 3.25e+01, 9.74e+01, 7.62e+00, 4.61e+00, 2.85e+01, 8.08e+01, 1.20e+01, 2.85e+01, 4.00e+00, 4.04e+00, 2.85e+01, 8.00e+01, 3.67e+01, 7.28e+01, 3.25e+01, 1.51e+02, 3.25e+01, 4.21e+00, 9.74e+01, 1.23e+02, 2.85e+01, 1.01e+02, 7.59e+01, 8.34e+01, 2.85e+01, 9.56e+01, 2.20e+01, 2.85e+01, 2.85e+01
Function error values when FEs = 250000 , 3.25e+01, 1.01e+02, 3.25e+01, 2.85e+01, 4.61e-02, 4.19e+00, 7.07e+01, 4.01e+00, 8.28e+01, 4.07e+00, 2.85e+01, 2.85e+01, 3.25e+01, 3.25e+01, 3.99e+00, 2.85e+01, 2.85e+01, 1.21e-02, 4.09e+00, 3.25e+01, 3.25e+01, 8.30e+01, 3.25e+01, 9.74e+01, 4.05e+00, 1.11e-01, 2.85e+01, 7.85e+01, 1.20e+01, 2.85e+01, 3.99e+00, 4.02e+00, 2.85e+01, 7.19e+01, 2.33e+01, 6.58e+01, 3.25e+01, 1.46e+02, 3.25e+01, 4.17e+00, 9.74e+01, 1.23e+02, 2.85e+01, 4.24e+00, 7.10e+01, 8.29e+01, 2.85e+01, 9.24e+01, 8.20e-03, 2.85e+01, 2.85e+01
Function error values when FEs = 300000 , 3.25e+01, 1.01e+02, 3.25e+01, 2.85e+01, 3.36e-02, 4.15e+00, 8.96e+00, 4.00e+00, 8.20e+01, 4.03e+00, 2.85e+01, 2.85e+01, 3.25e+01, 3.25e+01, 3.99e+00, 2.85e+01, 2.85e+01, 8.63e-03, 4.05e+00, 3.25e+01, 3.25e+01, 8.23e+01, 3.25e+01, 9.74e+01, 4.02e+00, 6.19e-02, 2.85e+01, 7.64e+01, 1.20e+01, 2.85e+01, 3.99e+00, 4.01e+00, 2.85e+01, 4.14e+01, 1.22e+01, 4.88e+00, 3.25e+01, 1.38e+02, 3.25e+01, 4.13e+00, 8.50e+01, 1.23e+02, 2.85e+01, 4.19e+00, 6.88e+01, 8.21e+01, 2.85e+01, 8.04e+01, 5.36e-03, 2.85e+01, 2.85e+01
