MOS-SOCO2011_1_10.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 1000 , 2.16e+05, 1.57e+05, 4.59e+05, 1.27e+06, 7.58e+05, 1.99e+05, 1.32e+06, 1.97e+05, 2.13e+05, 1.05e+06, 3.73e+06, 9.23e+05, 2.08e+05, 1.38e+06, 3.06e+05, 2.09e+06, 3.96e+05, 8.72e+05, 5.15e+05, 1.57e+06, 6.85e+05, 5.33e+05, 3.01e+06, 5.64e+05, 1.22e+06, 8.28e+05, 4.49e+06, 9.23e+05, 6.96e+05, 2.55e+06, 1.38e+06, 8.16e+05, 1.99e+05, 3.32e+06, 2.87e+05, 1.33e+06, 4.26e+05, 3.68e+05, 4.73e+05, 1.09e+07, 8.71e+05, 8.84e+05, 2.86e+05, 3.27e+06, 2.07e+05, 3.58e+06, 3.62e+06, 4.87e+05, 1.27e+06, 7.93e+05, 1.23e+06
Function error values when FEs = 2000 , 4.48e+03, 2.55e+03, 4.33e+01, 3.66e+03, 1.20e+04, 9.96e+02, 8.67e+03, 3.16e+03, 4.60e+03, 3.66e+03, 5.50e+03, 5.08e+03, 2.67e+03, 1.12e+03, 1.15e+04, 2.32e+03, 9.43e+03, 1.23e+04, 1.45e+03, 5.03e+03, 4.45e+02, 6.21e+03, 2.80e+03, 1.32e+03, 7.52e+02, 2.40e+01, 1.34e+02, 9.45e+03, 1.72e+03, 5.43e+03, 4.68e+02, 5.47e+03, 1.77e+03, 1.19e+04, 3.76e+03, 3.04e+02, 1.34e+03, 1.72e+03, 1.21e+04, 5.55e+01, 3.30e+02, 5.24e+03, 1.26e+04, 3.47e+03, 4.57e+03, 8.06e+03, 1.48e+03, 5.53e+03, 2.37e+01, 6.04e+02, 1.75e+02
Function error values when FEs = 3000 , 4.48e+03, 2.55e+03, 4.30e+01, 3.65e+03, 1.20e+04, 9.95e+02, 8.67e+03, 3.16e+03, 4.60e+03, 3.66e+03, 5.50e+03, 5.08e+03, 2.67e+03, 1.12e+03, 1.15e+04, 2.31e+03, 9.43e+03, 1.22e+04, 1.45e+03, 5.03e+03, 4.41e+02, 6.21e+03, 2.80e+03, 1.32e+03, 7.49e+02, 2.09e+01, 1.29e+02, 9.45e+03, 1.72e+03, 5.43e+03, 4.63e+02, 5.47e+03, 1.76e+03, 1.19e+04, 3.76e+03, 3.03e+02, 1.34e+03, 1.72e+03, 1.21e+04, 6.28e-02, 3.29e+02, 5.23e+03, 1.26e+04, 3.45e+03, 4.57e+03, 8.06e+03, 1.48e+03, 5.53e+03, 2.31e+01, 6.02e+02, 1.68e+02
Function error values when FEs = 5000 , 4.48e+03, 2.55e+03, 4.30e+01, 3.65e+03, 1.20e+04, 9.95e+02, 8.67e+03, 3.16e+03, 4.60e+03, 3.66e+03, 5.50e+03, 5.08e+03, 2.67e+03, 1.12e+03, 1.15e+04, 2.31e+03, 9.43e+03, 1.22e+04, 1.45e+03, 5.03e+03, 4.41e+02, 6.21e+03, 2.80e+03, 1.32e+03, 7.49e+02, 2.09e+01, 1.29e+02, 9.44e+03, 1.72e+03, 5.43e+03, 4.63e+02, 5.47e+03, 1.76e+03, 1.19e+04, 3.76e+03, 3.03e+02, 1.34e+03, 1.72e+03, 1.21e+04, 6.25e-02, 3.29e+02, 5.23e+03, 1.26e+04, 3.45e+03, 4.57e+03, 8.06e+03, 1.48e+03, 5.53e+03, 2.31e+01, 6.01e+02, 1.68e+02
Function error values when FEs = 10000 , 4.48e+03, 2.55e+03, 4.30e+01, 3.65e+03, 1.20e+04, 9.94e+02, 8.67e+03, 3.16e+03, 4.60e+03, 3.65e+03, 5.49e+03, 5.07e+03, 2.67e+03, 1.12e+03, 1.15e+04, 2.31e+03, 9.43e+03, 1.22e+04, 1.45e+03, 1.14e+03, 4.41e+02, 6.21e+03, 2.79e+03, 1.32e+03, 7.49e+02, 2.09e+01, 1.29e+02, 9.44e+03, 1.72e+03, 5.43e+03, 4.63e+02, 5.46e+03, 1.76e+03, 1.19e+04, 3.75e+03, 3.03e+02, 1.34e+03, 1.72e+03, 1.21e+04, 6.24e-02, 3.29e+02, 5.23e+03, 1.26e+04, 3.45e+03, 1.94e+03, 8.06e+03, 1.48e+03, 5.53e+03, 2.31e+01, 6.01e+02, 1.68e+02
Function error values when FEs = 20000 , 4.48e+03, 2.55e+03, 4.30e+01, 3.65e+03, 1.20e+04, 9.94e+02, 8.66e+03, 3.15e+03, 1.16e+03, 3.65e+03, 8.35e+02, 5.07e+03, 1.38e+03, 1.12e+03, 1.97e+03, 2.31e+03, 9.42e+03, 1.22e+04, 1.44e+03, 8.05e+01, 4.41e+02, 3.86e+03, 2.79e+03, 1.32e+03, 7.48e+02, 2.09e+01, 2.30e-01, 9.43e+03, 9.80e+02, 5.42e+03, 4.63e+02, 5.46e+03, 1.76e+03, 1.19e+04, 3.75e+03, 3.03e+02, 1.33e+03, 1.72e+03, 1.79e+02, 6.24e-02, 3.28e+02, 5.23e+03, 1.09e+03, 3.45e+03, 2.61e+02, 8.05e+03, 1.48e+03, 5.52e+03, 2.31e+01, 6.01e+02, 1.68e+02
Function error values when FEs = 30000 , 4.47e+03, 2.55e+03, 4.29e+01, 3.65e+03, 7.95e+03, 9.93e+02, 8.64e+03, 1.77e+03, 1.16e+03, 3.65e+03, 1.22e+02, 1.33e+03, 1.33e+03, 1.12e+03, 8.87e+01, 2.31e+03, 1.55e+02, 4.36e+03, 1.44e+03, 8.04e+01, 4.40e+02, 5.70e+02, 8.95e+02, 1.32e+03, 7.47e+02, 2.09e+01, 2.30e-01, 9.41e+03, 7.00e+02, 1.90e+03, 4.62e+02, 5.45e+03, 8.37e+02, 8.69e+02, 3.13e+03, 3.03e+02, 1.33e+03, 1.72e+03, 1.53e+01, 6.23e-02, 3.28e+02, 2.76e+03, 7.63e+02, 3.45e+03, 2.61e+02, 1.42e+02, 1.48e+03, 5.52e+03, 2.31e+01, 6.00e+02, 1.68e+02
Function error values when FEs = 40000 , 4.46e+03, 2.54e+03, 4.29e+01, 3.64e+03, 9.82e+02, 9.92e+02, 1.18e+02, 6.73e+02, 1.16e+03, 6.81e+02, 1.22e+02, 1.32e+03, 1.32e+03, 1.12e+03, 8.85e+01, 2.30e+03, 2.51e+01, 3.92e+03, 7.65e+02, 8.02e+01, 4.40e+02, 2.27e+01, 8.94e+02, 1.31e+03, 7.47e+02, 2.08e+01, 2.30e-01, 9.40e+03, 6.99e+02, 3.08e+00, 4.61e+02, 3.69e+03, 5.65e+01, 8.68e+02, 3.09e+03, 3.02e+02, 1.33e+03, 1.71e+03, 1.53e+01, 6.23e-02, 1.20e+02, 4.90e+02, 2.90e+02, 3.44e+03, 2.61e+02, 1.41e+02, 7.33e+02, 5.51e+03, 2.31e+01, 5.99e+02, 1.68e+02
Function error values when FEs = 50000 , 4.46e+03, 2.54e+03, 4.28e+01, 3.64e+03, 1.42e+02, 9.91e+02, 1.18e+02, 6.71e+02, 1.16e+03, 2.35e+00, 1.21e+02, 1.32e+03, 1.32e+03, 1.11e+03, 8.83e+01, 2.30e+03, 2.51e+01, 3.91e+03, 7.64e+02, 8.01e+01, 4.39e+02, 2.27e+01, 8.93e+02, 1.31e+03, 7.46e+02, 2.08e+01, 2.29e-01, 1.71e+03, 6.98e+02, 3.08e+00, 4.61e+02, 2.68e+03, 3.42e+01, 8.66e+02, 3.09e+03, 3.02e+02, 1.33e+03, 1.71e+03, 1.53e+01, 6.22e-02, 1.00e+02, 3.91e+02, 2.89e+02, 3.44e+03, 2.60e+02, 1.41e+02, 4.13e+02, 2.83e+02, 2.30e+01, 5.97e+02, 1.68e+02
Function error values when FEs = 60000 , 4.45e+03, 2.54e+03, 4.28e+01, 9.61e+02, 1.42e+02, 9.89e+02, 1.18e+02, 6.70e+02, 1.16e+03, 2.35e+00, 1.21e+02, 1.32e+03, 1.32e+03, 1.11e+03, 8.82e+01, 2.30e+03, 2.50e+01, 2.37e+03, 7.63e+02, 7.99e+01, 4.39e+02, 2.27e+01, 8.92e+02, 1.31e+03, 7.44e+02, 2.07e+01, 2.29e-01, 1.71e+03, 6.97e+02, 3.07e+00, 4.60e+02, 2.67e+03, 3.41e+01, 8.65e+02, 2.00e+03, 3.01e+02, 1.32e+03, 1.71e+03, 1.53e+01, 6.21e-02, 9.99e+01, 3.90e+02, 2.89e+02, 3.43e+03, 2.60e+02, 1.41e+02, 4.11e+02, 2.82e+02, 2.30e+01, 5.96e+02, 1.67e+02
