MOS-CEC2013_14_30.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 3000 , 3.96e+05, 4.17e+06, 6.63e+05, 8.22e+05, 7.74e+04, 7.83e+04, 2.35e+06, 1.26e+06, 4.02e+04, 9.26e+05, 2.97e+05, 2.15e+05, 1.99e+06, 3.16e+05, 4.28e+05, 2.84e+06, 1.80e+06, 2.70e+05, 8.16e+05, 7.95e+05, 9.70e+05, 5.13e+05, 1.49e+06, 2.22e+04, 9.47e+05, 1.54e+06, 8.58e+04, 8.45e+05, 1.28e+05, 2.50e+06, 4.59e+05, 6.37e+05, 8.16e+04, 4.38e+06, 1.47e+06, 5.50e+04, 1.58e+03, 4.27e+05, 5.64e+05, 9.82e+04, 2.21e+06, 3.63e+05, 1.10e+06, 6.84e+04, 1.53e+06, 1.27e+06, 4.61e+05, 7.94e+05, 2.13e+06, 4.74e+04, 1.45e+06
Function error values when FEs = 6000 , 2.06e+05, 4.40e+05, 3.71e+05, 4.35e+05, 4.78e+04, 5.77e+04, 1.27e+05, 5.85e+05, 2.30e+04, 5.44e+05, 2.18e+05, 1.43e+05, 1.01e+06, 1.84e+05, 2.15e+05, 1.37e+06, 7.81e+05, 1.83e+05, 4.52e+05, 5.19e+05, 4.50e+05, 3.13e+05, 1.86e+05, 2.12e+04, 4.37e+05, 6.80e+05, 5.80e+04, 4.32e+05, 6.34e+04, 1.49e+06, 3.35e+05, 3.58e+05, 7.46e+04, 1.08e+06, 6.83e+05, 2.31e+04, 1.38e+03, 2.86e+05, 3.04e+05, 9.03e+04, 2.80e+04, 2.63e+05, 6.11e+05, 3.44e+04, 2.72e+04, 7.05e+05, 2.55e+05, 4.31e+05, 1.23e+06, 4.49e+04, 9.03e+05
Function error values when FEs = 9000 , 1.47e+05, 3.06e+05, 2.93e+05, 2.77e+05, 3.41e+04, 4.94e+04, 6.77e+04, 3.80e+05, 1.69e+04, 3.92e+05, 1.89e+05, 1.16e+05, 6.81e+05, 1.23e+05, 1.42e+05, 8.20e+05, 4.31e+05, 1.59e+05, 3.35e+05, 4.46e+05, 2.41e+05, 2.36e+05, 1.11e+05, 2.05e+04, 2.54e+05, 4.21e+05, 4.45e+04, 2.68e+05, 4.22e+04, 1.29e+04, 2.91e+05, 2.73e+05, 7.19e+04, 6.01e+05, 4.34e+05, 1.35e+04, 1.28e+03, 2.32e+05, 2.04e+05, 8.59e+04, 8.51e+03, 2.29e+05, 4.27e+05, 2.02e+04, 1.59e+04, 4.62e+05, 1.97e+05, 2.86e+05, 4.69e+04, 4.29e+04, 7.27e+05
Function error values when FEs = 15000 , 7.63e+04, 1.34e+05, 8.58e+04, 1.73e+05, 2.56e+04, 4.31e+04, 2.05e+04, 1.35e+05, 1.14e+04, 2.03e+05, 1.55e+05, 8.48e+04, 2.75e+05, 5.01e+04, 5.84e+04, 2.58e+05, 1.48e+05, 1.17e+05, 1.63e+05, 3.22e+05, 8.60e+04, 1.58e+05, 4.56e+04, 1.95e+04, 1.02e+05, 1.64e+05, 3.09e+04, 1.60e+05, 1.59e+04, 9.01e+03, 2.14e+05, 1.42e+05, 6.66e+04, 1.90e+05, 1.56e+05, 8.42e+03, 1.11e+03, 1.54e+05, 1.12e+05, 7.88e+04, 1.58e+03, 6.12e+03, 2.08e+05, 8.27e+03, 6.22e+03, 1.88e+05, 1.06e+05, 1.31e+05, 3.01e+04, 3.93e+04, 4.49e+05
Function error values when FEs = 30000 , 2.80e+04, 2.71e+04, 4.92e+03, 1.28e+05, 2.00e+04, 3.67e+04, 4.32e+03, 1.40e+04, 9.11e+03, 4.67e+04, 1.26e+05, 6.54e+04, 7.76e+04, 9.09e+03, 1.01e+04, 3.82e+04, 2.19e+04, 7.59e+04, 3.99e+04, 2.22e+05, 2.10e+04, 9.92e+04, 2.24e+04, 1.74e+04, 3.60e+04, 2.37e+04, 2.33e+04, 8.11e+04, 2.41e+03, 6.14e+03, 4.52e+04, 5.06e+04, 5.87e+04, 2.34e+04, 1.30e+04, 6.36e+03, 9.49e+02, 8.67e+04, 6.53e+04, 6.52e+04, 1.71e+02, 9.78e+02, 6.28e+04, 4.14e+03, 2.18e+03, 6.39e+04, 2.34e+04, 2.25e+04, 2.33e+04, 3.40e+04, 8.06e+04
Function error values when FEs = 60000 , 1.46e+04, 1.17e+04, 3.07e+03, 7.43e+04, 1.15e+04, 2.09e+04, 1.53e+03, 2.33e+02, 8.62e+03, 6.49e+03, 7.39e+04, 4.16e+04, 2.24e+04, 2.05e+03, 4.60e+03, 1.77e+04, 1.07e+04, 4.90e+04, 3.17e+03, 1.41e+05, 1.39e+04, 5.79e+04, 5.13e+02, 1.34e+04, 1.89e+04, 8.49e+03, 1.45e+04, 1.70e+04, 7.96e+02, 4.32e+03, 1.31e+04, 1.68e+04, 3.82e+04, 9.09e+03, 6.13e+02, 4.05e+03, 6.85e+02, 4.97e+04, 3.76e+04, 3.56e+04, 1.37e+02, 7.33e+02, 3.31e+04, 3.42e+03, 1.50e+03, 3.12e+04, 4.00e+03, 8.05e+03, 1.60e+04, 2.14e+04, 4.96e+03
Function error values when FEs = 90000 , 1.05e+04, 9.89e+03, 2.10e+03, 3.64e+04, 7.04e+03, 1.11e+04, 9.72e+02, 2.18e+02, 8.56e+03, 3.38e+03, 3.66e+04, 2.74e+04, 1.43e+04, 1.22e+03, 3.94e+03, 1.69e+04, 1.04e+04, 3.50e+04, 1.66e+03, 8.04e+04, 1.37e+04, 3.24e+04, 4.91e+02, 1.09e+04, 1.11e+04, 7.29e+03, 8.76e+03, 1.26e+04, 7.81e+02, 3.15e+03, 7.29e+03, 9.96e+03, 2.13e+04, 8.78e+03, 5.93e+02, 2.73e+03, 5.29e+02, 3.10e+04, 2.07e+04, 1.90e+04, 1.34e+02, 7.26e+02, 2.15e+04, 2.67e+03, 1.46e+03, 1.73e+04, 2.02e+03, 5.09e+03, 1.13e+04, 1.27e+04, 2.78e+03
Function error values when FEs = 120000 , 8.55e+03, 9.02e+03, 1.42e+03, 1.94e+04, 4.16e+03, 5.49e+03, 7.24e+02, 2.09e+02, 8.49e+03, 1.99e+03, 1.70e+04, 1.98e+04, 9.26e+03, 8.04e+02, 3.47e+03, 1.65e+04, 1.04e+04, 2.37e+04, 1.26e+03, 4.57e+04, 1.36e+04, 1.75e+04, 4.90e+02, 9.99e+03, 6.03e+03, 6.59e+03, 5.88e+03, 1.23e+04, 7.68e+02, 2.58e+03, 4.23e+03, 5.86e+03, 1.09e+04, 8.69e+03, 5.89e+02, 2.09e+03, 5.09e+02, 1.91e+04, 1.29e+04, 9.68e+03, 1.34e+02, 7.21e+02, 1.58e+04, 1.85e+03, 1.34e+03, 9.99e+03, 1.23e+03, 3.31e+03, 8.30e+03, 8.31e+03, 1.69e+03
Function error values when FEs = 150000 , 7.32e+03, 8.52e+03, 1.04e+03, 1.01e+04, 2.66e+03, 2.89e+03, 6.31e+02, 2.05e+02, 8.44e+03, 1.30e+03, 9.05e+03, 1.59e+04, 6.99e+03, 5.40e+02, 3.21e+03, 1.63e+04, 1.02e+04, 1.57e+04, 8.97e+02, 3.01e+04, 1.34e+04, 9.17e+03, 4.88e+02, 9.62e+03, 3.73e+03, 6.42e+03, 4.22e+03, 1.22e+04, 7.59e+02, 2.28e+03, 2.60e+03, 3.97e+03, 6.31e+03, 8.62e+03, 5.81e+02, 1.79e+03, 4.95e+02, 1.27e+04, 7.61e+03, 5.45e+03, 1.33e+02, 7.20e+02, 1.28e+04, 1.51e+03, 1.32e+03, 5.46e+03, 7.58e+02, 2.23e+03, 6.56e+03, 6.01e+03, 1.12e+03
Function error values when FEs = 180000 , 6.72e+03, 8.31e+03, 7.66e+02, 5.73e+03, 2.15e+03, 1.64e+03, 5.84e+02, 2.01e+02, 8.40e+03, 9.56e+02, 5.14e+03, 1.36e+04, 5.47e+03, 4.22e+02, 3.05e+03, 1.62e+04, 1.01e+04, 9.84e+03, 6.45e+02, 2.11e+04, 1.32e+04, 5.38e+03, 4.84e+02, 9.39e+03, 2.11e+03, 6.37e+03, 3.22e+03, 1.21e+04, 7.45e+02, 2.16e+03, 1.70e+03, 2.67e+03, 3.36e+03, 8.56e+03, 5.77e+02, 1.56e+03, 4.69e+02, 9.29e+03, 5.31e+03, 2.92e+03, 1.33e+02, 7.18e+02, 1.15e+04, 1.30e+03, 1.29e+03, 3.30e+03, 5.93e+02, 1.70e+03, 5.72e+03, 4.79e+03, 8.61e+02
