MOS-SOCO2011_6_50.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 5000 , 3.71e+00, 5.11e+00, 1.15e+01, 5.94e+00, 1.02e+01, 6.12e+00, 1.06e+01, 7.10e+00, 6.00e+00, 7.38e+00, 6.52e+00, 7.42e+00, 8.08e+00, 9.55e+00, 2.52e+00, 9.83e+00, 3.83e+00, 6.53e+00, 8.97e+00, 4.96e+00, 4.73e+00, 4.91e+00, 7.34e+00, 3.80e+00, 1.08e+01, 7.43e+00, 7.83e+00, 3.71e+00, 1.16e+01, 6.22e+00, 6.00e+00, 1.09e+01, 5.36e+00, 7.28e+00, 4.14e+00, 6.31e+00, 2.80e+00, 9.52e+00, 6.50e+00, 1.17e+01, 5.66e+00, 9.16e+00, 6.82e+00, 3.97e+00, 1.01e+01, 6.09e+00, 7.55e+00, 4.67e+00, 7.54e+00, 4.76e+00, 1.06e+01
Function error values when FEs = 10000 , 3.47e-01, 6.38e-01, 2.38e+00, 1.00e+00, 1.43e+00, 6.73e-01, 2.31e+00, 1.93e+00, 1.13e+00, 1.40e+00, 9.99e-01, 2.86e+00, 1.79e+00, 9.54e-01, 1.25e-01, 1.82e+00, 3.43e-01, 1.63e+00, 1.89e+00, 2.56e-01, 5.53e-01, 2.73e-01, 1.83e+00, 5.98e-01, 2.91e+00, 1.34e+00, 2.13e+00, 3.62e-01, 3.20e+00, 1.81e+00, 8.16e-01, 1.37e+00, 7.93e-01, 1.92e+00, 3.59e-01, 1.10e+00, 9.91e-01, 2.76e+00, 1.73e+00, 3.43e+00, 1.56e+00, 2.01e+00, 1.37e+00, 5.18e-01, 2.47e+00, 1.46e+00, 1.85e+00, 1.06e+00, 3.62e-01, 2.55e-01, 1.49e+00
Function error values when FEs = 15000 , 1.47e-01, 1.84e-01, 1.26e+00, 3.14e-01, 7.04e-01, 2.86e-01, 8.65e-01, 1.09e+00, 4.26e-01, 9.64e-01, 5.54e-01, 9.31e-01, 5.73e-01, 2.33e-01, 4.85e-02, 3.84e-01, 1.38e-01, 7.62e-01, 1.20e+00, 1.01e-01, 4.63e-01, 8.13e-02, 5.81e-01, 3.64e-01, 1.58e+00, 5.94e-01, 9.07e-01, 1.56e-01, 6.06e-01, 9.13e-01, 1.35e-01, 5.25e-01, 3.19e-01, 7.94e-01, 1.43e-01, 2.13e-01, 3.11e-01, 1.20e+00, 1.03e+00, 1.72e+00, 9.56e-01, 4.18e-01, 9.75e-01, 1.56e-01, 1.41e+00, 4.44e-01, 8.31e-01, 5.34e-01, 1.58e-01, 1.13e-01, 7.91e-01
Function error values when FEs = 25000 , 2.09e-02, 4.32e-02, 1.21e-01, 6.76e-02, 5.23e-02, 7.34e-02, 7.60e-02, 1.02e-01, 1.17e-01, 1.08e-01, 4.69e-02, 1.19e-01, 7.85e-02, 5.38e-02, 1.05e-02, 7.22e-02, 3.13e-02, 1.22e-01, 1.25e-01, 3.22e-02, 7.01e-02, 3.78e-02, 1.07e-01, 8.23e-02, 1.59e-01, 7.05e-02, 1.17e-01, 2.65e-02, 3.27e-02, 2.03e-01, 5.33e-02, 5.93e-02, 5.08e-02, 1.66e-01, 4.44e-02, 4.43e-02, 5.56e-02, 1.08e-01, 1.09e-01, 2.07e-01, 7.97e-02, 5.42e-02, 1.40e-01, 2.10e-02, 1.14e-01, 4.85e-02, 7.98e-02, 9.61e-02, 4.98e-02, 2.32e-02, 7.76e-02
Function error values when FEs = 50000 , 4.43e-05, 1.11e-04, 1.21e-04, 1.71e-04, 8.73e-05, 1.01e-04, 6.58e-05, 1.91e-04, 8.78e-05, 8.03e-05, 1.17e-04, 1.01e-04, 4.21e-05, 6.65e-05, 6.43e-05, 1.21e-04, 3.46e-05, 1.12e-04, 2.01e-04, 3.21e-05, 4.74e-05, 4.05e-05, 7.31e-05, 5.94e-05, 1.37e-04, 7.53e-05, 9.32e-05, 6.92e-05, 3.61e-05, 4.58e-05, 7.38e-05, 6.60e-05, 3.90e-05, 2.12e-04, 1.45e-04, 6.19e-05, 6.50e-05, 2.81e-05, 1.08e-04, 1.79e-04, 6.56e-05, 1.21e-04, 4.79e-05, 3.31e-05, 8.37e-05, 8.30e-05, 1.12e-04, 7.46e-05, 9.61e-05, 3.21e-05, 1.56e-04
Function error values when FEs = 100000 , 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
Function error values when FEs = 150000 , 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
Function error values when FEs = 200000 , 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
Function error values when FEs = 250000 , 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
Function error values when FEs = 300000 , 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
