MOS-SOCO2011_3_50.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 5000 , 2.70e+05, 3.12e+05, 2.99e+05, 3.33e+05, 2.96e+05, 3.05e+05, 3.59e+05, 2.54e+05, 2.56e+05, 3.32e+05, 3.53e+05, 3.64e+05, 2.43e+05, 3.07e+05, 2.01e+05, 3.58e+05, 3.17e+05, 3.11e+05, 3.07e+05, 3.72e+05, 3.14e+05, 3.12e+05, 2.92e+05, 2.92e+05, 2.91e+05, 2.71e+05, 2.67e+05, 2.55e+05, 3.07e+05, 2.66e+05, 3.34e+05, 3.38e+05, 3.70e+05, 3.58e+05, 2.94e+05, 2.52e+05, 3.58e+05, 3.49e+05, 3.58e+05, 2.65e+05, 3.48e+05, 3.81e+05, 3.54e+05, 3.14e+05, 2.98e+05, 3.78e+05, 3.07e+05, 3.11e+05, 3.13e+05, 3.39e+05, 3.59e+05
Function error values when FEs = 10000 , 2.61e+05, 2.95e+05, 2.92e+05, 3.22e+05, 2.78e+05, 3.01e+05, 3.41e+05, 2.40e+05, 2.41e+05, 3.11e+05, 3.30e+05, 3.47e+05, 2.29e+05, 2.12e+05, 1.82e+05, 3.34e+05, 3.03e+05, 2.90e+05, 2.92e+05, 3.51e+05, 2.80e+05, 2.93e+05, 2.73e+05, 2.69e+05, 2.85e+05, 2.60e+05, 2.63e+05, 2.30e+05, 2.89e+05, 2.53e+05, 3.21e+05, 3.22e+05, 3.20e+05, 3.13e+05, 2.74e+05, 2.42e+05, 3.12e+05, 3.33e+05, 3.49e+05, 2.39e+05, 3.26e+05, 3.54e+05, 3.07e+05, 3.00e+05, 2.60e+05, 3.69e+05, 2.91e+05, 3.05e+05, 2.97e+05, 3.18e+05, 3.44e+05
Function error values when FEs = 15000 , 2.45e+05, 2.88e+05, 2.82e+05, 3.15e+05, 2.66e+05, 2.95e+05, 3.27e+05, 2.38e+05, 2.34e+05, 2.98e+05, 3.15e+05, 3.35e+05, 2.24e+05, 1.95e+05, 1.75e+05, 3.18e+05, 2.83e+05, 2.79e+05, 2.89e+05, 3.43e+05, 2.74e+05, 2.80e+05, 2.61e+05, 2.57e+05, 2.81e+05, 2.32e+05, 2.59e+05, 2.20e+05, 2.77e+05, 2.37e+05, 3.13e+05, 3.11e+05, 2.98e+05, 2.90e+05, 2.63e+05, 2.36e+05, 3.00e+05, 3.21e+05, 3.41e+05, 2.32e+05, 3.11e+05, 3.41e+05, 2.60e+05, 2.89e+05, 2.45e+05, 3.63e+05, 2.83e+05, 2.99e+05, 2.85e+05, 3.05e+05, 3.41e+05
Function error values when FEs = 25000 , 2.04e+05, 2.69e+05, 2.69e+05, 2.98e+05, 2.52e+05, 2.71e+05, 3.09e+05, 2.22e+05, 2.25e+05, 2.50e+05, 3.00e+05, 3.13e+05, 1.94e+05, 1.74e+05, 1.65e+05, 3.03e+05, 2.47e+05, 2.47e+05, 2.81e+05, 3.32e+05, 2.59e+05, 2.54e+05, 2.43e+05, 2.45e+05, 2.70e+05, 1.92e+05, 2.56e+05, 2.08e+05, 2.58e+05, 2.23e+05, 2.99e+05, 2.79e+05, 2.74e+05, 2.71e+05, 2.52e+05, 2.28e+05, 2.64e+05, 3.04e+05, 3.29e+05, 2.12e+05, 2.89e+05, 3.27e+05, 2.29e+05, 2.75e+05, 1.97e+05, 3.54e+05, 2.70e+05, 2.92e+05, 2.53e+05, 2.86e+05, 3.28e+05
Function error values when FEs = 50000 , 1.76e+05, 2.41e+05, 2.23e+05, 2.71e+05, 2.17e+05, 2.47e+05, 2.75e+05, 1.91e+05, 2.13e+05, 1.99e+05, 2.71e+05, 2.84e+05, 1.67e+05, 1.33e+05, 1.51e+05, 2.29e+05, 2.00e+05, 2.09e+05, 2.38e+05, 3.02e+05, 2.32e+05, 2.27e+05, 2.07e+05, 2.06e+05, 2.58e+05, 1.57e+05, 2.25e+05, 1.76e+05, 2.37e+05, 1.98e+05, 2.70e+05, 2.58e+05, 2.29e+05, 2.42e+05, 2.24e+05, 2.05e+05, 2.46e+05, 2.63e+05, 3.04e+05, 1.89e+05, 2.59e+05, 2.51e+05, 1.95e+05, 2.25e+05, 1.71e+05, 3.47e+05, 2.49e+05, 2.41e+05, 1.88e+05, 2.34e+05, 2.91e+05
Function error values when FEs = 100000 , 1.29e+05, 1.80e+05, 1.84e+05, 2.28e+05, 1.73e+05, 1.99e+05, 2.15e+05, 1.73e+05, 1.72e+05, 1.70e+05, 2.36e+05, 2.13e+05, 1.30e+05, 1.05e+05, 1.26e+05, 1.63e+05, 1.66e+05, 1.88e+05, 1.87e+05, 2.55e+05, 1.92e+05, 1.77e+05, 1.34e+05, 1.63e+05, 2.23e+05, 1.34e+05, 1.88e+05, 1.28e+05, 2.02e+05, 1.54e+05, 2.35e+05, 1.86e+05, 1.99e+05, 1.99e+05, 1.87e+05, 1.69e+05, 1.77e+05, 2.14e+05, 2.37e+05, 1.53e+05, 1.97e+05, 1.77e+05, 1.30e+05, 1.83e+05, 1.25e+05, 3.06e+05, 2.31e+05, 1.74e+05, 1.34e+05, 1.65e+05, 2.67e+05
Function error values when FEs = 150000 , 8.71e+04, 1.22e+05, 1.75e+05, 1.68e+05, 1.40e+05, 1.50e+05, 1.97e+05, 1.14e+05, 1.53e+05, 1.19e+05, 1.67e+05, 1.31e+05, 6.72e+04, 6.48e+04, 1.01e+05, 9.99e+04, 1.49e+05, 1.50e+05, 1.73e+05, 2.21e+05, 1.74e+05, 1.46e+05, 9.67e+04, 1.47e+05, 1.87e+05, 1.00e+05, 1.41e+05, 9.61e+04, 1.12e+05, 1.05e+05, 1.73e+05, 1.22e+05, 1.54e+05, 1.81e+05, 1.22e+05, 1.32e+05, 1.49e+05, 1.89e+05, 1.45e+05, 1.16e+05, 1.32e+05, 1.62e+05, 1.00e+05, 1.67e+05, 1.04e+05, 2.82e+05, 1.79e+05, 1.07e+05, 1.15e+05, 1.10e+05, 1.65e+05
Function error values when FEs = 200000 , 7.12e+04, 8.20e+04, 1.25e+05, 1.44e+05, 1.28e+05, 9.14e+04, 1.35e+05, 8.68e+04, 9.76e+04, 1.09e+05, 1.43e+05, 8.99e+04, 5.59e+04, 5.39e+04, 8.39e+04, 6.91e+04, 1.37e+05, 1.18e+05, 1.56e+05, 1.34e+05, 1.37e+05, 1.26e+05, 7.77e+04, 1.25e+05, 1.76e+05, 7.98e+04, 1.14e+05, 8.50e+04, 7.72e+04, 8.28e+04, 1.12e+05, 9.09e+04, 1.22e+05, 1.52e+05, 9.51e+04, 9.28e+04, 1.17e+05, 1.52e+05, 1.23e+05, 9.32e+04, 9.27e+04, 1.07e+05, 8.20e+04, 1.20e+05, 7.46e+04, 2.69e+05, 1.18e+05, 7.73e+04, 9.53e+04, 9.18e+04, 1.20e+05
Function error values when FEs = 250000 , 6.60e+04, 6.24e+04, 1.11e+05, 9.75e+04, 1.03e+05, 5.31e+04, 1.02e+05, 6.78e+04, 8.09e+04, 1.02e+05, 1.34e+05, 7.05e+04, 3.37e+04, 4.40e+04, 7.54e+04, 4.26e+04, 8.25e+04, 9.29e+04, 1.41e+05, 1.04e+05, 1.01e+05, 1.17e+05, 7.12e+04, 1.13e+05, 1.62e+05, 7.13e+04, 9.85e+04, 7.98e+04, 6.46e+04, 6.94e+04, 7.74e+04, 7.42e+04, 9.01e+04, 1.40e+05, 8.38e+04, 7.67e+04, 9.20e+04, 1.04e+05, 1.13e+05, 5.57e+04, 8.54e+04, 7.07e+04, 5.81e+04, 1.09e+05, 6.68e+04, 1.62e+05, 8.59e+04, 7.10e+04, 7.09e+04, 8.70e+04, 9.91e+04
Function error values when FEs = 300000 , 5.35e+04, 4.50e+04, 1.01e+05, 8.25e+04, 7.47e+04, 3.83e+04, 8.59e+04, 5.99e+04, 7.47e+04, 9.25e+04, 1.28e+05, 6.30e+04, 2.60e+04, 3.56e+04, 6.86e+04, 1.98e+04, 7.51e+04, 7.64e+04, 1.29e+05, 9.13e+04, 7.93e+04, 1.07e+05, 4.97e+04, 9.48e+04, 1.27e+05, 6.51e+04, 6.66e+04, 6.64e+04, 4.12e+04, 5.11e+04, 6.11e+04, 6.77e+04, 5.79e+04, 1.15e+05, 7.35e+04, 6.89e+04, 6.87e+04, 9.51e+04, 1.09e+05, 3.68e+04, 6.07e+04, 6.13e+04, 4.72e+04, 8.28e+04, 4.36e+04, 1.19e+05, 6.53e+04, 6.33e+04, 5.52e+04, 8.13e+04, 9.30e+04
