MOS-CEC2012_12_10.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 1000 , 6.60e+06, 3.16e+06, 8.81e+03, 7.92e+05, 1.05e+07, 6.96e+05, 4.09e+06, 5.96e+04, 1.95e+06, 5.82e+06, 1.64e+05, 7.05e+06, 9.78e+06, 4.15e+06, 1.46e+06, 9.31e+06, 1.51e+06, 3.09e+06, 1.95e+06, 1.09e+07, 5.66e+06, 1.71e+07, 1.58e+06, 7.26e+05, 1.22e+07, 6.23e+05, 6.45e+05, 4.84e+06, 7.84e+06, 4.33e+05, 4.03e+06, 9.27e+06, 9.80e+06, 4.75e+04, 5.63e+06, 6.49e+06, 1.92e+06, 3.62e+06, 2.95e+04, 3.60e+06, 8.74e+05, 1.03e+07, 1.47e+07, 7.96e+06, 3.12e+06, 1.27e+06, 1.14e+06, 1.46e+06, 5.29e+05, 7.50e+06, 9.78e+05
Function error values when FEs = 2000 , 4.26e+06, 1.91e+06, 8.31e+03, 6.05e+05, 7.27e+06, 5.08e+05, 2.86e+06, 4.55e+04, 1.52e+06, 3.84e+06, 1.05e+05, 4.52e+06, 6.60e+06, 2.94e+06, 1.08e+06, 6.33e+06, 1.22e+06, 1.93e+06, 1.50e+06, 7.20e+06, 3.13e+06, 1.24e+07, 9.71e+05, 5.24e+05, 8.34e+06, 4.81e+05, 5.23e+05, 2.85e+06, 4.82e+06, 3.30e+05, 2.34e+06, 6.42e+06, 6.78e+06, 3.67e+04, 3.99e+06, 4.10e+06, 1.49e+06, 1.77e+06, 2.95e+04, 2.57e+06, 6.19e+05, 7.06e+06, 1.02e+07, 4.60e+06, 1.85e+06, 9.29e+05, 8.31e+05, 1.14e+06, 4.21e+05, 4.82e+06, 7.48e+05
Function error values when FEs = 3000 , 2.37e+06, 1.41e+06, 8.16e+03, 4.75e+05, 4.82e+06, 3.33e+05, 1.93e+06, 3.99e+04, 1.12e+06, 2.27e+06, 8.71e+04, 2.66e+06, 4.24e+06, 1.92e+06, 7.96e+05, 3.97e+06, 9.92e+05, 1.44e+06, 1.07e+06, 4.35e+06, 2.15e+06, 8.57e+06, 5.21e+05, 3.59e+05, 5.46e+06, 3.65e+05, 4.08e+05, 1.89e+06, 2.86e+06, 2.49e+05, 1.58e+06, 4.20e+06, 4.14e+06, 2.49e+04, 2.70e+06, 2.25e+06, 1.12e+06, 1.32e+06, 2.94e+04, 1.67e+06, 4.75e+05, 4.41e+06, 6.10e+06, 2.56e+06, 1.41e+06, 6.11e+05, 5.62e+05, 8.50e+05, 3.10e+05, 2.80e+06, 5.19e+05
Function error values when FEs = 5000 , 1.12e+06, 8.37e+05, 7.93e+03, 2.74e+05, 1.62e+06, 1.46e+05, 7.40e+05, 3.18e+04, 6.21e+05, 1.53e+06, 6.75e+04, 1.57e+06, 1.61e+06, 7.09e+05, 3.79e+05, 1.71e+06, 6.12e+05, 7.72e+05, 5.58e+05, 2.13e+06, 1.23e+06, 3.57e+06, 3.26e+05, 1.59e+05, 2.06e+06, 1.95e+05, 2.49e+05, 1.20e+06, 1.71e+06, 1.33e+05, 9.10e+05, 1.63e+06, 1.30e+06, 1.37e+04, 1.15e+06, 9.27e+05, 6.30e+05, 7.14e+05, 2.94e+04, 6.23e+05, 2.97e+05, 1.63e+06, 2.11e+06, 1.06e+06, 7.78e+05, 3.16e+05, 2.43e+05, 4.52e+05, 1.82e+05, 1.32e+06, 2.52e+05
Function error values when FEs = 10000 , 1.97e+05, 1.35e+05, 7.68e+03, 4.89e+04, 2.79e+05, 3.02e+04, 1.61e+05, 2.19e+04, 8.38e+04, 3.83e+05, 4.10e+04, 2.56e+05, 3.13e+05, 1.41e+05, 5.45e+04, 3.75e+05, 1.05e+05, 1.04e+05, 9.19e+04, 4.03e+05, 1.38e+05, 6.51e+05, 6.41e+04, 2.94e+04, 3.96e+05, 8.32e+04, 5.45e+04, 2.16e+05, 2.69e+05, 3.49e+04, 1.20e+05, 3.43e+05, 2.39e+05, 4.65e+03, 2.57e+05, 1.31e+05, 5.70e+04, 1.12e+05, 2.93e+04, 1.54e+05, 5.53e+04, 3.12e+05, 3.10e+05, 2.98e+05, 8.92e+04, 4.41e+04, 4.30e+04, 8.76e+04, 3.11e+04, 2.30e+05, 4.56e+04
Function error values when FEs = 20000 , 4.33e+04, 4.42e+04, 7.64e+03, 9.36e+03, 2.42e+04, 1.05e+04, 1.28e+04, 2.03e+04, 3.02e+04, 1.88e+04, 3.63e+04, 3.56e+04, 9.21e+03, 7.53e+03, 7.32e+03, 3.00e+04, 3.28e+04, 2.35e+03, 3.91e+04, 2.32e+04, 5.69e+03, 2.01e+04, 2.50e+04, 4.09e+03, 1.37e+04, 6.10e+04, 2.85e+04, 1.44e+04, 6.33e+03, 1.99e+04, 9.37e+03, 2.32e+04, 4.50e+03, 3.50e+03, 1.12e+04, 6.81e+03, 3.43e+03, 3.53e+04, 2.93e+04, 5.94e+03, 1.46e+04, 9.99e+03, 6.92e+03, 2.09e+04, 1.29e+04, 4.88e+03, 1.75e+04, 3.47e+04, 1.51e+04, 7.47e+03, 1.02e+04
Function error values when FEs = 30000 , 4.07e+04, 4.23e+04, 7.62e+03, 8.63e+03, 2.14e+04, 1.01e+04, 1.04e+04, 2.03e+04, 2.88e+04, 1.18e+04, 3.58e+04, 3.30e+04, 1.51e+03, 4.15e+03, 6.32e+03, 2.21e+04, 3.03e+04, 4.40e+02, 3.80e+04, 1.70e+04, 3.54e+03, 9.08e+03, 2.46e+04, 3.49e+03, 6.63e+03, 6.05e+04, 2.76e+04, 1.15e+04, 3.16e+03, 1.95e+04, 7.29e+03, 1.63e+04, 2.48e+03, 3.48e+03, 4.52e+03, 5.01e+03, 2.21e+03, 3.31e+04, 2.92e+04, 1.62e+03, 1.34e+04, 3.84e+03, 4.63e+03, 3.56e+03, 1.09e+04, 3.97e+03, 1.72e+04, 3.36e+04, 1.46e+04, 5.11e+03, 9.51e+03
Function error values when FEs = 40000 , 4.06e+04, 4.21e+04, 7.60e+03, 8.60e+03, 2.13e+04, 1.00e+04, 1.03e+04, 2.02e+04, 2.87e+04, 1.17e+04, 3.57e+04, 3.29e+04, 1.42e+03, 4.09e+03, 6.29e+03, 2.20e+04, 3.02e+04, 3.94e+02, 3.79e+04, 1.69e+04, 3.49e+03, 8.98e+03, 2.45e+04, 3.48e+03, 6.52e+03, 6.03e+04, 2.75e+04, 1.14e+04, 3.09e+03, 1.94e+04, 7.23e+03, 1.62e+04, 2.43e+03, 3.47e+03, 4.40e+03, 4.96e+03, 2.18e+03, 3.30e+04, 2.91e+04, 1.48e+03, 1.33e+04, 3.72e+03, 4.58e+03, 3.26e+03, 1.08e+04, 3.94e+03, 1.71e+04, 3.35e+04, 1.46e+04, 5.04e+03, 9.47e+03
Function error values when FEs = 50000 , 4.05e+04, 4.20e+04, 7.58e+03, 8.57e+03, 2.12e+04, 1.00e+04, 1.03e+04, 2.02e+04, 2.86e+04, 1.16e+04, 3.56e+04, 3.28e+04, 1.42e+03, 4.08e+03, 6.27e+03, 2.20e+04, 3.01e+04, 3.93e+02, 3.78e+04, 1.69e+04, 3.48e+03, 8.96e+03, 2.44e+04, 3.47e+03, 6.50e+03, 6.02e+04, 2.74e+04, 1.13e+04, 3.08e+03, 1.94e+04, 7.21e+03, 1.61e+04, 2.42e+03, 3.46e+03, 4.39e+03, 4.95e+03, 2.18e+03, 3.30e+04, 2.90e+04, 1.48e+03, 1.33e+04, 3.71e+03, 4.56e+03, 3.24e+03, 1.07e+04, 3.93e+03, 1.71e+04, 3.34e+04, 1.46e+04, 5.02e+03, 9.45e+03
Function error values when FEs = 60000 , 4.03e+04, 4.19e+04, 7.57e+03, 8.55e+03, 2.12e+04, 9.97e+03, 1.03e+04, 2.01e+04, 2.85e+04, 1.16e+04, 3.55e+04, 3.27e+04, 1.41e+03, 4.07e+03, 6.25e+03, 2.19e+04, 3.00e+04, 3.93e+02, 3.77e+04, 1.68e+04, 3.47e+03, 8.94e+03, 2.44e+04, 3.46e+03, 6.49e+03, 6.00e+04, 2.73e+04, 1.13e+04, 3.07e+03, 1.93e+04, 7.19e+03, 1.61e+04, 2.42e+03, 3.45e+03, 4.38e+03, 4.94e+03, 2.18e+03, 3.29e+04, 2.89e+04, 1.47e+03, 1.33e+04, 3.71e+03, 4.55e+03, 3.23e+03, 1.07e+04, 3.93e+03, 1.71e+04, 3.33e+04, 1.45e+04, 5.01e+03, 9.43e+03
