MOS-SOCO2011_28_30.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 3000 , 4.73e+02, 4.56e+02, 5.37e+02, 5.20e+02, 4.89e+02, 6.80e+02, 6.57e+02, 5.86e+02, 5.73e+02, 5.12e+02, 5.37e+02, 5.15e+02, 4.94e+02, 4.82e+02, 5.51e+02, 6.06e+02, 4.96e+02, 5.65e+02, 5.27e+02, 5.04e+02, 5.54e+02, 5.43e+02, 5.10e+02, 6.40e+02, 5.93e+02, 5.32e+02, 5.19e+02, 5.30e+02, 5.38e+02, 5.30e+02, 4.93e+02, 5.51e+02, 5.60e+02, 5.12e+02, 5.64e+02, 6.86e+02, 6.48e+02, 5.14e+02, 5.46e+02, 6.82e+02, 4.90e+02, 6.57e+02, 4.80e+02, 5.27e+02, 5.23e+02, 5.80e+02, 5.41e+02, 5.49e+02, 5.21e+02, 5.05e+02, 4.59e+02
Function error values when FEs = 6000 , 4.16e+02, 4.10e+02, 4.20e+02, 4.65e+02, 4.04e+02, 5.94e+02, 6.12e+02, 4.73e+02, 4.56e+02, 4.08e+02, 4.57e+02, 4.21e+02, 4.55e+02, 4.15e+02, 4.94e+02, 5.71e+02, 4.19e+02, 5.17e+02, 4.32e+02, 4.33e+02, 4.24e+02, 4.56e+02, 4.10e+02, 4.76e+02, 4.64e+02, 4.53e+02, 4.25e+02, 4.09e+02, 4.24e+02, 4.20e+02, 4.29e+02, 4.42e+02, 4.22e+02, 4.30e+02, 4.72e+02, 6.30e+02, 5.42e+02, 4.23e+02, 4.13e+02, 4.87e+02, 4.25e+02, 5.82e+02, 4.17e+02, 4.98e+02, 4.56e+02, 4.23e+02, 4.47e+02, 4.27e+02, 4.53e+02, 4.79e+02, 4.24e+02
Function error values when FEs = 9000 , 4.11e+02, 4.09e+02, 4.14e+02, 4.60e+02, 3.98e+02, 5.11e+02, 5.13e+02, 4.51e+02, 4.07e+02, 4.03e+02, 4.23e+02, 3.52e+02, 4.08e+02, 4.10e+02, 4.72e+02, 5.54e+02, 4.16e+02, 4.77e+02, 4.26e+02, 4.09e+02, 4.12e+02, 4.51e+02, 4.05e+02, 4.61e+02, 4.27e+02, 4.11e+02, 4.20e+02, 4.02e+02, 4.10e+02, 3.76e+02, 4.17e+02, 4.22e+02, 4.11e+02, 4.20e+02, 4.59e+02, 5.40e+02, 5.11e+02, 4.09e+02, 4.02e+02, 4.53e+02, 4.18e+02, 4.77e+02, 4.11e+02, 4.95e+02, 4.14e+02, 4.19e+02, 4.20e+02, 4.06e+02, 4.50e+02, 4.67e+02, 4.16e+02
Function error values when FEs = 15000 , 4.00e+02, 4.05e+02, 4.11e+02, 4.54e+02, 3.35e+02, 4.80e+02, 3.05e+02, 4.21e+02, 3.98e+02, 4.00e+02, 4.20e+02, 3.23e+02, 4.00e+02, 3.99e+02, 4.60e+02, 5.22e+02, 4.13e+02, 4.67e+02, 4.15e+02, 3.98e+02, 3.83e+02, 4.49e+02, 3.98e+02, 4.45e+02, 4.14e+02, 4.01e+02, 4.18e+02, 3.96e+02, 3.99e+02, 3.00e+02, 4.14e+02, 4.16e+02, 3.99e+02, 4.16e+02, 4.41e+02, 3.96e+02, 4.79e+02, 3.99e+02, 3.54e+02, 4.42e+02, 4.06e+02, 4.53e+02, 4.06e+02, 4.85e+02, 4.03e+02, 4.16e+02, 4.17e+02, 3.92e+02, 4.49e+02, 4.67e+02, 4.14e+02
Function error values when FEs = 30000 , 3.25e+02, 3.66e+02, 4.08e+02, 4.04e+02, 3.00e+02, 4.67e+02, 3.00e+02, 4.14e+02, 3.19e+02, 3.30e+02, 4.15e+02, 3.00e+02, 3.52e+02, 3.21e+02, 3.86e+02, 4.24e+02, 4.09e+02, 4.67e+02, 3.45e+02, 3.23e+02, 3.31e+02, 4.48e+02, 3.90e+02, 4.40e+02, 4.14e+02, 3.64e+02, 4.16e+02, 3.55e+02, 3.18e+02, 3.00e+02, 4.10e+02, 4.12e+02, 3.21e+02, 4.11e+02, 4.40e+02, 3.00e+02, 4.49e+02, 3.08e+02, 3.13e+02, 4.40e+02, 3.00e+02, 4.43e+02, 3.67e+02, 4.72e+02, 3.33e+02, 4.11e+02, 4.12e+02, 3.00e+02, 4.48e+02, 4.67e+02, 4.10e+02
Function error values when FEs = 60000 , 3.00e+02, 3.00e+02, 4.03e+02, 3.00e+02, 3.00e+02, 4.67e+02, 3.00e+02, 4.14e+02, 3.00e+02, 3.00e+02, 4.04e+02, 3.00e+02, 3.00e+02, 3.00e+02, 3.41e+02, 4.06e+02, 4.03e+02, 4.58e+02, 3.00e+02, 3.00e+02, 3.00e+02, 3.98e+02, 3.00e+02, 4.40e+02, 4.14e+02, 3.00e+02, 3.99e+02, 3.00e+02, 3.00e+02, 3.00e+02, 4.03e+02, 4.03e+02, 3.00e+02, 4.03e+02, 4.40e+02, 3.00e+02, 4.40e+02, 3.00e+02, 3.00e+02, 4.40e+02, 3.00e+02, 4.40e+02, 3.02e+02, 3.41e+02, 3.00e+02, 4.03e+02, 4.03e+02, 3.00e+02, 4.08e+02, 4.57e+02, 4.03e+02
Function error values when FEs = 90000 , 3.00e+02, 3.00e+02, 4.03e+02, 3.00e+02, 3.00e+02, 4.67e+02, 3.00e+02, 4.14e+02, 3.00e+02, 3.00e+02, 4.03e+02, 3.00e+02, 3.00e+02, 3.00e+02, 3.00e+02, 4.03e+02, 4.03e+02, 3.00e+02, 3.00e+02, 3.00e+02, 3.00e+02, 3.86e+02, 3.00e+02, 3.35e+02, 4.14e+02, 3.00e+02, 3.03e+02, 3.00e+02, 3.00e+02, 3.00e+02, 4.03e+02, 4.03e+02, 3.00e+02, 4.03e+02, 4.33e+02, 3.00e+02, 4.38e+02, 3.00e+02, 3.00e+02, 4.40e+02, 3.00e+02, 4.39e+02, 3.00e+02, 3.00e+02, 3.00e+02, 4.03e+02, 4.03e+02, 3.00e+02, 3.45e+02, 4.55e+02, 4.03e+02
Function error values when FEs = 120000 , 3.00e+02, 3.00e+02, 4.03e+02, 3.00e+02, 3.00e+02, 4.42e+02, 3.00e+02, 4.14e+02, 3.00e+02, 3.00e+02, 4.03e+02, 3.00e+02, 3.00e+02, 3.00e+02, 3.00e+02, 4.03e+02, 4.03e+02, 3.00e+02, 3.00e+02, 3.00e+02, 3.00e+02, 3.00e+02, 3.00e+02, 3.00e+02, 4.14e+02, 3.00e+02, 3.00e+02, 3.00e+02, 3.00e+02, 3.00e+02, 4.03e+02, 4.03e+02, 3.00e+02, 4.03e+02, 4.32e+02, 3.00e+02, 4.37e+02, 3.00e+02, 3.00e+02, 4.40e+02, 3.00e+02, 4.36e+02, 3.00e+02, 3.00e+02, 3.00e+02, 4.03e+02, 4.03e+02, 3.00e+02, 3.20e+02, 4.55e+02, 4.03e+02
Function error values when FEs = 150000 , 3.00e+02, 3.00e+02, 4.03e+02, 3.00e+02, 3.00e+02, 4.33e+02, 3.00e+02, 4.14e+02, 3.00e+02, 3.00e+02, 4.03e+02, 3.00e+02, 3.00e+02, 3.00e+02, 3.00e+02, 4.03e+02, 4.03e+02, 3.00e+02, 3.00e+02, 3.00e+02, 3.00e+02, 3.00e+02, 3.00e+02, 3.00e+02, 4.14e+02, 3.00e+02, 3.00e+02, 3.00e+02, 3.00e+02, 3.00e+02, 4.03e+02, 4.03e+02, 3.00e+02, 4.03e+02, 4.32e+02, 3.00e+02, 4.35e+02, 3.00e+02, 3.00e+02, 4.31e+02, 3.00e+02, 4.35e+02, 3.00e+02, 3.00e+02, 3.00e+02, 4.03e+02, 4.03e+02, 3.00e+02, 3.00e+02, 4.53e+02, 4.03e+02
Function error values when FEs = 180000 , 3.00e+02, 3.00e+02, 4.03e+02, 3.00e+02, 3.00e+02, 4.33e+02, 3.00e+02, 4.14e+02, 3.00e+02, 3.00e+02, 4.03e+02, 3.00e+02, 3.00e+02, 3.00e+02, 3.00e+02, 4.03e+02, 4.03e+02, 3.00e+02, 3.00e+02, 3.00e+02, 3.00e+02, 3.00e+02, 3.00e+02, 3.00e+02, 4.14e+02, 3.00e+02, 3.00e+02, 3.00e+02, 3.00e+02, 3.00e+02, 4.03e+02, 4.03e+02, 3.00e+02, 4.03e+02, 4.32e+02, 3.00e+02, 4.34e+02, 3.00e+02, 3.00e+02, 4.29e+02, 3.00e+02, 4.35e+02, 3.00e+02, 3.00e+02, 3.00e+02, 4.03e+02, 4.03e+02, 3.00e+02, 3.00e+02, 4.52e+02, 4.03e+02
