MOS-CEC2013_19_50.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 5000 , 2.59e+04, 3.85e+04, 6.59e+04, 3.83e+04, 1.79e+04, 1.99e+03, 9.32e+03, 1.02e+05, 8.23e+02, 1.79e+04, 1.07e+04, 8.63e+03, 1.44e+04, 5.77e+03, 2.46e+04, 4.70e+04, 2.81e+04, 2.10e+04, 1.83e+04, 7.84e+03, 1.58e+04, 4.59e+04, 1.21e+04, 3.18e+04, 4.11e+04, 3.10e+03, 3.60e+04, 5.03e+04, 2.82e+04, 2.47e+04, 1.85e+04, 1.62e+04, 6.90e+03, 5.12e+04, 7.78e+03, 7.24e+03, 1.23e+04, 4.00e+04, 1.03e+04, 3.62e+04, 1.66e+04, 2.53e+04, 1.19e+04, 2.84e+04, 4.03e+04, 3.50e+04, 3.09e+04, 9.03e+03, 1.02e+04, 4.37e+03, 4.21e+04
Function error values when FEs = 10000 , 2.55e+04, 2.92e+04, 2.66e+04, 3.82e+04, 6.70e+03, 1.72e+03, 9.10e+03, 3.60e+04, 7.30e+02, 1.23e+04, 1.19e+03, 7.10e+03, 8.75e+03, 5.56e+03, 2.01e+04, 2.60e+04, 1.74e+04, 5.62e+03, 9.16e+02, 6.14e+03, 1.36e+04, 4.24e+04, 4.42e+03, 6.35e+03, 3.42e+04, 5.19e+02, 1.85e+04, 1.95e+04, 1.51e+04, 2.10e+04, 9.94e+03, 1.61e+04, 6.67e+03, 2.67e+04, 5.65e+03, 1.05e+03, 1.20e+04, 3.83e+02, 1.02e+04, 3.55e+04, 1.21e+04, 1.69e+04, 3.88e+03, 2.84e+04, 3.26e+04, 8.87e+03, 3.05e+04, 2.90e+03, 1.01e+04, 1.97e+03, 1.40e+04
Function error values when FEs = 15000 , 2.55e+04, 2.92e+04, 2.66e+04, 3.82e+04, 6.69e+03, 1.72e+03, 9.07e+03, 3.60e+04, 7.29e+02, 1.23e+04, 1.19e+03, 7.10e+03, 8.74e+03, 5.54e+03, 2.01e+04, 2.60e+04, 1.74e+04, 5.61e+03, 9.13e+02, 6.14e+03, 1.36e+04, 4.24e+04, 4.42e+03, 6.34e+03, 3.42e+04, 4.92e+02, 1.85e+04, 1.95e+04, 1.51e+04, 2.10e+04, 9.94e+03, 1.61e+04, 6.67e+03, 2.67e+04, 5.65e+03, 1.02e+03, 1.20e+04, 3.82e+02, 1.02e+04, 3.54e+04, 1.21e+04, 1.69e+04, 3.88e+03, 2.84e+04, 3.25e+04, 8.87e+03, 3.04e+04, 2.90e+03, 1.01e+04, 1.96e+03, 1.40e+04
Function error values when FEs = 25000 , 2.55e+04, 2.90e+04, 2.65e+04, 3.82e+04, 6.61e+03, 4.94e+02, 9.05e+03, 3.60e+04, 7.29e+02, 1.23e+04, 1.19e+03, 7.09e+03, 8.74e+03, 5.41e+03, 2.01e+04, 2.60e+04, 1.73e+04, 5.61e+03, 9.12e+02, 6.14e+03, 1.36e+04, 4.24e+04, 4.41e+03, 6.33e+03, 3.42e+04, 4.88e+02, 1.85e+04, 1.95e+04, 1.51e+04, 2.09e+04, 9.94e+03, 1.61e+04, 6.67e+03, 2.66e+04, 5.64e+03, 1.02e+03, 1.20e+04, 3.82e+02, 1.02e+04, 3.54e+04, 1.21e+04, 1.69e+04, 3.83e+03, 2.84e+04, 3.25e+04, 8.87e+03, 3.04e+04, 2.90e+03, 1.01e+04, 1.96e+03, 1.40e+04
Function error values when FEs = 50000 , 1.64e+04, 2.90e+04, 2.65e+04, 3.81e+04, 6.55e+03, 4.06e+02, 8.98e+03, 3.60e+04, 7.09e+02, 1.23e+04, 1.18e+03, 7.08e+03, 8.73e+03, 5.39e+03, 2.01e+04, 2.60e+04, 1.73e+04, 5.56e+03, 9.06e+02, 6.13e+03, 1.36e+04, 4.24e+04, 4.40e+03, 6.33e+03, 3.41e+04, 4.73e+02, 1.85e+04, 1.95e+04, 1.51e+04, 2.09e+04, 9.93e+03, 1.61e+04, 6.66e+03, 2.66e+04, 5.62e+03, 8.72e+02, 1.20e+04, 3.63e+02, 1.02e+04, 3.54e+04, 1.21e+04, 1.69e+04, 3.83e+03, 2.84e+04, 3.24e+04, 8.85e+03, 3.03e+04, 2.85e+03, 1.01e+04, 1.86e+03, 1.40e+04
Function error values when FEs = 100000 , 1.63e+04, 2.89e+04, 2.64e+04, 3.80e+04, 6.53e+03, 3.74e+02, 8.95e+03, 3.59e+04, 7.04e+02, 1.23e+04, 1.18e+03, 7.06e+03, 8.70e+03, 5.38e+03, 2.01e+04, 2.59e+04, 1.72e+04, 5.55e+03, 8.99e+02, 6.11e+03, 1.35e+04, 4.23e+04, 4.39e+03, 6.31e+03, 3.40e+04, 4.72e+02, 1.84e+04, 1.94e+04, 1.50e+04, 2.09e+04, 9.91e+03, 1.60e+04, 6.65e+03, 2.66e+04, 5.61e+03, 8.70e+02, 1.20e+04, 3.58e+02, 1.02e+04, 3.53e+04, 1.21e+04, 1.68e+04, 3.82e+03, 2.83e+04, 3.24e+04, 8.82e+03, 3.03e+04, 2.84e+03, 1.01e+04, 1.85e+03, 1.39e+04
Function error values when FEs = 150000 , 1.63e+04, 2.88e+04, 2.63e+04, 3.79e+04, 6.51e+03, 3.71e+02, 8.93e+03, 3.57e+04, 7.04e+02, 1.22e+04, 1.18e+03, 7.04e+03, 8.67e+03, 5.36e+03, 2.00e+04, 2.59e+04, 1.72e+04, 5.54e+03, 8.98e+02, 6.10e+03, 1.35e+04, 4.21e+04, 4.38e+03, 6.29e+03, 3.39e+04, 4.72e+02, 1.84e+04, 1.94e+04, 1.50e+04, 2.08e+04, 9.89e+03, 1.60e+04, 6.63e+03, 2.65e+04, 5.59e+03, 8.70e+02, 1.20e+04, 3.58e+02, 1.01e+04, 3.52e+04, 1.20e+04, 1.67e+04, 3.81e+03, 2.82e+04, 3.23e+04, 8.79e+03, 3.02e+04, 2.84e+03, 1.00e+04, 1.85e+03, 1.39e+04
Function error values when FEs = 200000 , 1.62e+04, 2.88e+04, 2.63e+04, 3.78e+04, 6.49e+03, 3.70e+02, 8.90e+03, 3.56e+04, 7.03e+02, 1.22e+04, 1.18e+03, 7.02e+03, 8.63e+03, 5.35e+03, 1.99e+04, 2.58e+04, 1.71e+04, 5.52e+03, 8.98e+02, 6.08e+03, 1.34e+04, 4.20e+04, 4.37e+03, 6.27e+03, 3.37e+04, 4.72e+02, 1.83e+04, 1.93e+04, 1.49e+04, 2.07e+04, 9.87e+03, 1.59e+04, 6.60e+03, 2.64e+04, 5.57e+03, 8.70e+02, 1.19e+04, 3.58e+02, 1.01e+04, 3.51e+04, 1.20e+04, 1.67e+04, 3.79e+03, 2.81e+04, 3.22e+04, 8.75e+03, 3.00e+04, 2.84e+03, 9.99e+03, 1.85e+03, 1.39e+04
Function error values when FEs = 250000 , 1.62e+04, 2.87e+04, 2.62e+04, 3.77e+04, 6.47e+03, 3.70e+02, 8.88e+03, 3.54e+04, 7.03e+02, 1.22e+04, 1.18e+03, 7.00e+03, 8.60e+03, 5.33e+03, 1.99e+04, 2.58e+04, 1.70e+04, 5.51e+03, 8.96e+02, 6.06e+03, 1.34e+04, 4.19e+04, 4.35e+03, 6.25e+03, 3.36e+04, 4.72e+02, 1.83e+04, 1.93e+04, 1.49e+04, 2.06e+04, 9.85e+03, 1.59e+04, 6.58e+03, 2.63e+04, 5.56e+03, 8.70e+02, 1.19e+04, 3.58e+02, 1.00e+04, 3.49e+04, 1.19e+04, 1.66e+04, 3.77e+03, 2.81e+04, 3.21e+04, 8.71e+03, 3.00e+04, 2.83e+03, 9.95e+03, 1.85e+03, 1.38e+04
Function error values when FEs = 300000 , 1.61e+04, 2.86e+04, 2.61e+04, 3.76e+04, 6.46e+03, 3.69e+02, 8.85e+03, 3.53e+04, 7.03e+02, 1.22e+04, 1.18e+03, 6.97e+03, 8.56e+03, 5.31e+03, 1.98e+04, 2.57e+04, 1.70e+04, 5.50e+03, 8.96e+02, 6.05e+03, 1.33e+04, 4.18e+04, 4.34e+03, 6.24e+03, 3.34e+04, 4.72e+02, 1.83e+04, 1.92e+04, 1.48e+04, 2.06e+04, 9.83e+03, 1.58e+04, 6.56e+03, 2.62e+04, 5.54e+03, 8.70e+02, 1.19e+04, 3.57e+02, 9.97e+03, 3.48e+04, 1.19e+04, 1.65e+04, 3.76e+03, 2.80e+04, 3.20e+04, 8.69e+03, 2.99e+04, 2.82e+03, 9.91e+03, 1.84e+03, 1.38e+04
Function error values when FEs = 350000 , 1.61e+04, 2.85e+04, 2.60e+04, 3.75e+04, 6.44e+03, 3.69e+02, 8.83e+03, 3.52e+04, 7.02e+02, 1.21e+04, 1.18e+03, 6.95e+03, 8.53e+03, 5.29e+03, 1.98e+04, 2.57e+04, 1.69e+04, 5.48e+03, 8.96e+02, 6.03e+03, 1.33e+04, 4.17e+04, 4.33e+03, 6.23e+03, 3.33e+04, 4.72e+02, 1.82e+04, 1.92e+04, 1.48e+04, 2.05e+04, 9.81e+03, 1.58e+04, 6.54e+03, 2.61e+04, 5.52e+03, 8.70e+02, 1.18e+04, 3.57e+02, 9.94e+03, 3.46e+04, 1.19e+04, 1.65e+04, 3.74e+03, 2.79e+04, 3.19e+04, 8.66e+03, 2.98e+04, 2.81e+03, 9.87e+03, 1.84e+03, 1.38e+04
Function error values when FEs = 400000 , 1.61e+04, 2.84e+04, 2.59e+04, 3.74e+04, 6.42e+03, 3.68e+02, 8.80e+03, 3.51e+04, 7.01e+02, 1.21e+04, 1.18e+03, 6.93e+03, 8.49e+03, 5.28e+03, 1.98e+04, 2.56e+04, 1.69e+04, 5.47e+03, 8.96e+02, 6.02e+03, 1.32e+04, 4.16e+04, 4.32e+03, 6.21e+03, 3.32e+04, 4.72e+02, 1.82e+04, 1.92e+04, 1.47e+04, 2.04e+04, 9.79e+03, 1.57e+04, 6.53e+03, 2.61e+04, 5.50e+03, 8.70e+02, 1.18e+04, 3.57e+02, 9.91e+03, 3.45e+04, 1.18e+04, 1.64e+04, 3.73e+03, 2.78e+04, 3.18e+04, 8.64e+03, 2.97e+04, 2.80e+03, 9.83e+03, 1.83e+03, 1.37e+04
Function error values when FEs = 450000 , 1.60e+04, 2.83e+04, 2.59e+04, 3.73e+04, 6.40e+03, 3.68e+02, 8.78e+03, 3.50e+04, 7.00e+02, 1.21e+04, 1.18e+03, 6.91e+03, 8.46e+03, 5.26e+03, 1.97e+04, 2.56e+04, 1.68e+04, 5.46e+03, 8.96e+02, 6.01e+03, 1.32e+04, 4.15e+04, 4.31e+03, 6.20e+03, 3.30e+04, 4.72e+02, 1.82e+04, 1.91e+04, 1.47e+04, 2.04e+04, 9.77e+03, 1.57e+04, 6.51e+03, 2.60e+04, 5.49e+03, 8.69e+02, 1.18e+04, 3.56e+02, 9.89e+03, 3.44e+04, 1.18e+04, 1.64e+04, 3.72e+03, 2.77e+04, 3.17e+04, 8.62e+03, 2.96e+04, 2.79e+03, 9.79e+03, 1.83e+03, 1.37e+04
Function error values when FEs = 500000 , 1.60e+04, 2.82e+04, 2.58e+04, 3.72e+04, 6.38e+03, 3.67e+02, 8.76e+03, 3.49e+04, 6.99e+02, 1.21e+04, 1.18e+03, 6.89e+03, 8.42e+03, 5.24e+03, 1.97e+04, 2.55e+04, 1.67e+04, 5.45e+03, 8.96e+02, 6.00e+03, 1.31e+04, 4.14e+04, 4.30e+03, 6.19e+03, 3.29e+04, 4.71e+02, 1.82e+04, 1.91e+04, 1.46e+04, 2.03e+04, 9.75e+03, 1.57e+04, 6.49e+03, 2.59e+04, 5.47e+03, 8.69e+02, 1.18e+04, 3.56e+02, 9.86e+03, 3.43e+04, 1.17e+04, 1.63e+04, 3.70e+03, 2.76e+04, 3.16e+04, 8.59e+03, 2.95e+04, 2.78e+03, 9.75e+03, 1.82e+03, 1.37e+04
