MOS-SOCO2011_15_10.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 1000 , 2.28e+04, 9.25e+04, 3.56e+03, 4.56e+04, 4.32e+04, 6.37e+03, 1.86e+04, 3.18e+03, 3.15e+04, 4.85e+03, 1.51e+05, 1.47e+03, 7.09e+03, 2.83e+04, 7.11e+02, 3.87e+03, 1.05e+03, 3.13e+04, 3.56e+03, 6.84e+03, 6.55e+03, 6.63e+03, 2.31e+04, 1.51e+04, 5.02e+03, 5.29e+03, 3.20e+04, 1.84e+04, 6.06e+03, 3.63e+04, 5.33e+03, 2.48e+04, 2.90e+03, 1.23e+04, 1.11e+05, 2.71e+04, 1.35e+04, 1.82e+04, 6.61e+02, 3.01e+04, 6.90e+04, 1.30e+04, 2.85e+05, 3.87e+03, 2.47e+04, 1.53e+04, 1.38e+04, 5.37e+03, 2.83e+04, 1.77e+04, 5.63e+03
Function error values when FEs = 2000 , 3.43e+03, 5.16e+03, 3.53e+03, 2.68e+04, 1.12e+04, 5.15e+03, 1.15e+04, 3.18e+03, 1.48e+04, 4.85e+03, 1.44e+04, 1.47e+03, 4.68e+03, 2.78e+04, 7.11e+02, 2.11e+03, 9.57e+02, 3.13e+04, 3.56e+03, 6.39e+03, 8.21e+01, 6.63e+03, 2.08e+04, 3.96e+03, 4.44e+03, 5.08e+03, 2.86e+04, 1.91e+02, 1.68e+03, 7.75e+02, 3.27e+03, 9.24e+02, 2.90e+03, 7.21e+02, 1.15e+02, 6.60e+01, 5.10e+03, 2.98e+03, 6.34e+02, 3.01e+04, 1.71e+03, 3.28e+03, 2.35e+03, 9.16e+02, 1.15e+04, 1.52e+04, 3.78e+03, 5.33e+03, 1.99e+04, 5.02e+03, 4.23e+03
Function error values when FEs = 3000 , 3.43e+03, 5.16e+03, 8.95e+02, 2.02e+04, 6.69e+03, 5.15e+03, 1.15e+04, 3.18e+03, 1.48e+04, 4.85e+03, 2.80e+03, 2.18e+02, 4.68e+03, 2.78e+04, 7.11e+02, 2.11e+03, 8.20e+02, 3.13e+04, 3.56e+03, 6.36e+03, 8.17e+01, 6.63e+03, 2.08e+04, 2.73e+03, 3.87e+02, 5.08e+03, 2.86e+04, 1.91e+02, 1.68e+03, 7.75e+02, 3.27e+03, 8.15e+02, 2.90e+03, 2.97e+02, 1.15e+02, 6.60e+01, 5.10e+03, 2.98e+03, 6.34e+02, 3.01e+04, 1.68e+03, 3.28e+03, 2.35e+03, 9.16e+02, 1.15e+04, 1.52e+04, 3.78e+03, 5.33e+03, 1.99e+04, 4.52e+03, 4.23e+03
Function error values when FEs = 5000 , 3.43e+03, 8.50e+02, 8.91e+02, 2.02e+04, 6.69e+03, 1.13e+02, 1.15e+04, 3.18e+03, 1.28e+04, 3.31e+02, 2.80e+03, 2.17e+02, 3.76e+03, 9.37e+03, 7.10e+02, 2.11e+03, 8.20e+02, 2.73e+03, 3.56e+03, 2.81e+01, 8.17e+01, 5.92e+03, 2.08e+04, 2.72e+03, 3.58e+02, 5.08e+03, 4.55e+03, 1.91e+02, 1.68e+03, 7.75e+02, 4.95e+02, 9.66e+01, 2.48e+03, 2.96e+02, 1.15e+02, 4.62e+01, 5.10e+03, 2.98e+03, 6.34e+02, 3.01e+04, 1.68e+03, 3.28e+03, 2.33e+03, 9.16e+02, 1.15e+04, 9.38e+03, 4.83e+02, 7.00e+01, 1.47e+03, 4.52e+03, 4.23e+03
Function error values when FEs = 10000 , 1.71e+02, 9.14e+00, 1.29e+02, 7.67e+03, 2.99e+02, 7.05e+01, 8.77e+01, 3.18e+03, 5.22e+03, 3.24e+02, 6.73e+02, 2.17e+02, 2.46e+01, 1.43e+02, 7.10e+02, 4.62e+01, 8.20e+02, 6.62e+02, 6.71e+01, 2.78e+01, 8.17e+01, 1.61e+02, 2.73e+03, 2.72e+03, 5.37e+01, 5.05e+03, 4.55e+03, 1.91e+02, 1.68e+03, 7.75e+02, 4.82e+02, 9.66e+01, 2.48e+03, 2.73e+02, 6.15e+00, 4.52e+01, 1.22e+02, 1.40e+02, 6.34e+02, 2.92e+03, 1.40e+02, 1.31e+03, 2.09e+03, 9.16e+02, 7.60e+01, 1.78e+03, 4.61e+02, 6.75e+01, 1.01e+02, 3.38e+03, 9.16e+02
Function error values when FEs = 20000 , 1.29e+02, 3.57e+00, 4.68e+01, 1.24e+03, 2.98e+02, 6.90e+01, 8.54e+01, 3.18e+03, 1.35e+03, 3.24e+02, 6.71e+02, 2.06e+02, 1.39e+01, 1.36e+02, 7.15e+01, 9.21e+00, 1.21e+02, 1.74e+01, 6.69e+01, 2.78e+01, 8.16e+01, 1.60e+02, 2.72e+03, 1.58e+03, 5.30e+01, 5.04e+03, 2.39e+02, 1.91e+02, 1.12e+03, 7.75e+02, 4.82e+02, 9.66e+01, 3.81e+02, 4.92e+01, 6.13e+00, 4.26e+01, 1.17e+02, 1.40e+02, 3.80e+02, 3.18e+02, 5.24e+00, 1.29e+03, 2.09e+03, 9.10e+02, 7.00e+01, 4.49e+01, 4.61e+02, 6.75e+01, 8.86e+01, 7.31e+01, 8.96e+02
Function error values when FEs = 30000 , 1.82e+01, 3.54e+00, 5.32e+00, 1.24e+03, 1.08e+02, 2.34e+01, 8.54e+01, 1.42e+03, 1.02e+03, 3.23e+02, 6.71e+02, 9.87e+00, 1.39e+01, 1.36e+02, 6.58e+01, 9.17e+00, 1.12e+02, 2.37e+00, 6.68e+01, 2.78e+01, 8.16e+01, 1.60e+02, 2.71e+03, 1.57e+03, 2.90e+01, 5.03e+03, 4.54e+01, 1.91e+02, 1.12e+03, 1.20e+02, 4.82e+02, 9.65e+01, 3.81e+02, 3.47e+01, 6.11e+00, 4.25e+01, 1.16e+02, 1.40e+02, 3.77e+02, 3.18e+02, 4.98e+00, 5.58e+01, 2.08e+03, 3.97e+01, 6.97e+01, 4.26e+01, 5.57e+01, 3.62e+01, 8.81e+01, 5.25e+01, 5.71e+02
Function error values when FEs = 40000 , 1.72e+01, 3.52e+00, 5.31e+00, 1.05e+03, 1.04e+02, 2.31e+01, 8.53e+01, 2.34e+02, 1.02e+03, 3.23e+02, 6.70e+02, 2.59e+00, 1.39e+01, 1.35e+02, 6.58e+01, 9.16e+00, 1.10e+02, 2.30e+00, 6.68e+01, 2.78e+01, 8.16e+01, 1.60e+02, 4.49e+02, 1.57e+03, 2.88e+01, 5.02e+03, 4.35e+01, 1.85e+02, 2.82e+01, 1.20e+02, 4.82e+02, 9.65e+01, 3.81e+02, 3.47e+01, 6.09e+00, 4.25e+01, 1.16e+02, 1.40e+02, 3.77e+02, 3.18e+02, 4.75e+00, 5.41e+01, 1.32e+01, 3.70e+01, 6.96e+01, 4.20e+01, 2.31e+01, 6.51e+00, 8.76e+01, 5.14e+01, 5.58e+02
Function error values when FEs = 50000 , 1.72e+01, 3.50e+00, 5.30e+00, 1.03e+03, 1.02e+02, 2.31e+01, 8.52e+01, 2.27e+02, 1.02e+03, 3.23e+02, 6.70e+02, 2.22e+00, 1.20e+01, 1.35e+02, 6.57e+01, 9.15e+00, 1.10e+02, 2.27e+00, 6.67e+01, 2.78e+01, 2.84e+01, 1.60e+02, 4.43e+02, 1.57e+03, 2.88e+01, 5.01e+03, 4.35e+01, 1.85e+02, 1.03e+01, 1.20e+02, 4.82e+02, 9.65e+01, 3.81e+02, 3.47e+01, 6.07e+00, 4.25e+01, 1.16e+02, 1.40e+02, 3.76e+02, 3.18e+02, 4.60e+00, 5.41e+01, 1.31e+01, 3.70e+01, 6.96e+01, 4.16e+01, 2.31e+01, 6.47e+00, 8.75e+01, 5.14e+01, 7.64e+00
Function error values when FEs = 60000 , 1.71e+01, 3.49e+00, 5.29e+00, 7.42e+02, 1.02e+02, 2.29e+01, 8.52e+01, 2.27e+02, 6.06e+02, 3.23e+02, 6.70e+02, 2.17e+00, 1.20e+01, 3.44e+01, 6.57e+01, 9.14e+00, 8.43e+01, 2.27e+00, 6.67e+01, 2.78e+01, 2.30e+01, 1.59e+02, 2.41e+02, 1.57e+03, 2.88e+01, 5.00e+03, 4.35e+01, 1.85e+02, 8.46e+00, 1.20e+02, 4.82e+02, 9.65e+01, 3.80e+02, 3.37e+01, 6.06e+00, 4.25e+01, 1.16e+02, 8.87e+01, 3.76e+02, 3.17e+02, 3.81e+00, 5.41e+01, 1.29e+01, 3.70e+01, 6.96e+01, 4.11e+01, 2.14e+01, 6.45e+00, 8.73e+01, 5.14e+01, 7.58e+00
