MOS-SOCO2011_19_100.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 10000 , 2.30e+07, 6.03e+07, 6.84e+07, 9.32e+07, 1.00e+08, 6.01e+07, 4.61e+07, 1.96e+07, 1.66e+07, 3.03e+07, 2.35e+07, 6.37e+07, 3.26e+07, 1.33e+08, 4.02e+07, 3.43e+07, 1.87e+07, 6.50e+07, 3.66e+07, 5.82e+07, 6.31e+07, 2.95e+07, 6.48e+07, 2.36e+07, 1.06e+08, 2.05e+07, 2.01e+07, 4.66e+07, 1.03e+07, 4.88e+07, 2.51e+07, 7.47e+07, 7.09e+06, 3.12e+07, 4.66e+07, 1.37e+07, 3.38e+07, 3.13e+07, 3.73e+07, 1.38e+08, 3.71e+07, 6.29e+07, 3.70e+07, 3.46e+07, 9.87e+06, 1.06e+08, 4.60e+07, 5.98e+07, 4.41e+07, 2.41e+07, 1.49e+07
Function error values when FEs = 20000 , 3.92e+05, 1.16e+05, 1.26e+05, 7.94e+04, 4.25e+04, 1.12e+05, 2.66e+04, 1.38e+06, 1.42e+04, 5.54e+04, 3.66e+04, 4.71e+04, 3.50e+04, 2.53e+04, 2.20e+05, 4.30e+04, 1.60e+04, 1.30e+05, 3.19e+04, 2.53e+04, 2.84e+04, 8.37e+03, 1.07e+06, 1.36e+05, 3.33e+04, 8.18e+03, 2.53e+04, 3.46e+04, 2.71e+04, 9.23e+04, 8.16e+03, 3.49e+05, 8.83e+03, 7.93e+03, 5.54e+04, 1.80e+04, 2.33e+04, 2.68e+04, 8.44e+03, 4.81e+04, 3.35e+04, 1.43e+05, 5.64e+04, 1.10e+04, 1.31e+04, 3.60e+04, 6.54e+03, 2.66e+04, 1.12e+05, 1.79e+05, 1.15e+04
Function error values when FEs = 30000 , 9.17e+03, 2.19e+03, 1.36e+04, 1.23e+04, 3.74e+03, 2.10e+04, 2.93e+03, 6.64e+03, 6.46e+03, 6.73e+03, 3.54e+04, 1.46e+04, 2.99e+03, 3.61e+03, 2.38e+03, 1.07e+04, 1.30e+04, 2.05e+03, 9.92e+03, 1.56e+04, 7.54e+03, 4.15e+03, 2.10e+04, 1.36e+05, 1.36e+04, 2.44e+03, 6.54e+03, 8.57e+02, 2.88e+03, 1.60e+04, 5.56e+03, 2.91e+05, 3.46e+03, 7.93e+03, 5.34e+04, 4.47e+03, 1.90e+03, 4.65e+03, 1.43e+03, 1.64e+04, 1.82e+03, 2.79e+04, 1.66e+04, 2.10e+03, 1.31e+04, 1.00e+04, 7.09e+02, 9.86e+03, 7.79e+03, 2.12e+03, 6.21e+03
Function error values when FEs = 50000 , 5.19e+03, 8.77e+02, 6.72e+03, 1.22e+04, 3.10e+03, 1.35e+04, 1.70e+03, 2.37e+03, 5.94e+03, 6.18e+03, 3.41e+04, 9.10e+03, 2.99e+03, 3.31e+03, 5.06e+02, 1.23e+03, 1.18e+04, 2.05e+03, 9.78e+03, 1.38e+04, 1.48e+03, 3.82e+03, 1.32e+04, 2.23e+04, 8.22e+03, 9.91e+02, 1.09e+03, 5.99e+02, 2.65e+03, 1.27e+04, 5.34e+03, 8.07e+03, 3.09e+03, 5.66e+03, 3.58e+04, 2.51e+03, 4.83e+02, 3.71e+03, 1.43e+03, 1.27e+04, 8.38e+02, 2.77e+04, 1.62e+04, 7.29e+02, 1.31e+04, 1.00e+04, 5.81e+02, 7.58e+03, 2.61e+03, 1.15e+03, 6.21e+03
Function error values when FEs = 100000 , 3.73e+03, 8.77e+02, 6.50e+03, 4.02e+03, 2.39e+03, 1.35e+04, 1.52e+03, 1.07e+03, 5.87e+03, 5.73e+03, 3.40e+04, 6.84e+03, 2.99e+03, 3.20e+03, 4.98e+02, 1.21e+03, 1.17e+04, 1.81e+03, 9.16e+03, 1.37e+04, 1.14e+03, 3.74e+03, 1.26e+04, 5.10e+03, 7.77e+03, 5.02e+02, 5.80e+02, 5.98e+02, 2.51e+03, 1.25e+04, 4.97e+03, 5.83e+02, 2.51e+03, 3.12e+03, 3.41e+03, 2.42e+03, 3.62e+02, 3.22e+03, 1.13e+03, 1.27e+04, 8.37e+02, 3.61e+03, 1.30e+04, 2.82e+02, 4.57e+03, 9.83e+03, 4.42e+02, 7.53e+03, 1.41e+03, 4.67e+02, 5.49e+03
Function error values when FEs = 200000 , 3.59e+03, 4.12e+02, 6.37e+03, 3.95e+03, 2.36e+03, 1.27e+04, 1.35e+03, 9.71e+02, 5.84e+03, 5.61e+03, 3.39e+04, 6.76e+03, 2.58e+03, 3.18e+03, 3.60e+02, 1.18e+03, 1.17e+04, 1.77e+03, 9.10e+03, 1.37e+04, 1.09e+03, 3.71e+03, 1.25e+04, 1.11e+02, 7.77e+03, 4.29e+02, 5.13e+02, 4.47e+02, 2.48e+03, 1.25e+04, 4.97e+03, 5.70e+02, 2.47e+03, 3.12e+03, 1.46e+03, 2.42e+03, 3.34e+02, 3.17e+03, 1.00e+03, 1.27e+04, 2.36e+02, 2.18e+03, 1.26e+04, 1.86e+02, 3.35e+03, 9.70e+03, 4.26e+02, 7.53e+03, 1.41e+03, 4.66e+02, 5.49e+03
Function error values when FEs = 300000 , 3.59e+03, 3.93e+02, 6.37e+03, 3.94e+03, 2.36e+03, 1.26e+04, 1.35e+03, 9.64e+02, 5.84e+03, 5.59e+03, 3.39e+04, 6.76e+03, 2.53e+03, 3.18e+03, 3.44e+02, 1.18e+03, 1.16e+04, 1.77e+03, 9.07e+03, 1.37e+04, 1.04e+03, 3.71e+03, 1.25e+04, 1.05e+02, 7.72e+03, 4.01e+02, 4.81e+02, 4.47e+02, 2.47e+03, 1.25e+04, 4.94e+03, 5.69e+02, 2.45e+03, 3.12e+03, 1.44e+03, 2.42e+03, 3.33e+02, 3.14e+03, 9.87e+02, 1.25e+04, 2.36e+02, 2.18e+03, 1.26e+04, 1.86e+02, 3.21e+03, 9.70e+03, 4.22e+02, 7.53e+03, 1.40e+03, 4.66e+02, 5.41e+03
Function error values when FEs = 400000 , 3.56e+03, 3.85e+02, 6.36e+03, 3.94e+03, 2.36e+03, 1.26e+04, 1.35e+03, 9.64e+02, 5.83e+03, 5.59e+03, 3.39e+04, 6.76e+03, 2.53e+03, 3.18e+03, 3.43e+02, 1.18e+03, 1.16e+04, 1.77e+03, 9.06e+03, 1.37e+04, 1.04e+03, 3.71e+03, 1.25e+04, 1.05e+02, 7.72e+03, 3.98e+02, 4.77e+02, 4.47e+02, 2.47e+03, 1.25e+04, 4.94e+03, 5.69e+02, 2.44e+03, 3.12e+03, 1.43e+03, 2.40e+03, 3.33e+02, 3.13e+03, 9.81e+02, 1.25e+04, 2.32e+02, 2.15e+03, 1.25e+04, 1.47e+02, 3.21e+03, 9.70e+03, 4.20e+02, 7.53e+03, 1.40e+03, 4.35e+02, 5.40e+03
Function error values when FEs = 500000 , 3.55e+03, 3.85e+02, 6.36e+03, 3.94e+03, 2.36e+03, 1.26e+04, 1.35e+03, 9.64e+02, 5.83e+03, 5.59e+03, 3.39e+04, 6.76e+03, 2.53e+03, 3.18e+03, 3.43e+02, 1.18e+03, 1.16e+04, 1.77e+03, 9.06e+03, 1.37e+04, 1.04e+03, 3.71e+03, 1.25e+04, 1.05e+02, 7.69e+03, 3.97e+02, 4.77e+02, 4.47e+02, 2.47e+03, 1.25e+04, 4.94e+03, 5.62e+02, 2.44e+03, 3.12e+03, 1.43e+03, 2.40e+03, 3.33e+02, 3.13e+03, 9.81e+02, 1.25e+04, 2.32e+02, 2.15e+03, 1.25e+04, 1.46e+02, 3.21e+03, 9.70e+03, 4.20e+02, 7.53e+03, 1.40e+03, 4.35e+02, 5.40e+03
Function error values when FEs = 600000 , 3.55e+03, 3.84e+02, 6.36e+03, 3.94e+03, 2.36e+03, 1.26e+04, 1.35e+03, 9.64e+02, 5.83e+03, 5.59e+03, 3.39e+04, 6.76e+03, 2.53e+03, 3.18e+03, 3.43e+02, 1.17e+03, 1.16e+04, 1.77e+03, 9.06e+03, 1.37e+04, 1.04e+03, 3.71e+03, 1.25e+04, 1.05e+02, 7.68e+03, 3.97e+02, 4.75e+02, 4.41e+02, 2.47e+03, 1.25e+04, 4.94e+03, 5.59e+02, 2.44e+03, 3.12e+03, 1.43e+03, 2.39e+03, 3.33e+02, 3.13e+03, 9.81e+02, 1.25e+04, 2.23e+02, 2.15e+03, 1.25e+04, 1.46e+02, 3.21e+03, 9.70e+03, 4.20e+02, 7.53e+03, 1.40e+03, 4.35e+02, 5.40e+03
Function error values when FEs = 700000 , 3.55e+03, 3.84e+02, 6.36e+03, 3.94e+03, 2.36e+03, 1.26e+04, 1.35e+03, 9.64e+02, 5.83e+03, 5.59e+03, 3.39e+04, 6.76e+03, 2.53e+03, 3.18e+03, 3.43e+02, 1.17e+03, 1.16e+04, 1.77e+03, 9.06e+03, 1.37e+04, 1.04e+03, 3.71e+03, 1.25e+04, 1.05e+02, 7.68e+03, 3.96e+02, 4.75e+02, 4.40e+02, 2.47e+03, 1.25e+04, 4.94e+03, 5.59e+02, 2.44e+03, 3.12e+03, 1.43e+03, 2.39e+03, 3.33e+02, 3.13e+03, 9.81e+02, 1.25e+04, 2.23e+02, 2.15e+03, 1.25e+04, 1.46e+02, 3.21e+03, 9.70e+03, 4.20e+02, 7.53e+03, 1.40e+03, 4.35e+02, 5.40e+03
Function error values when FEs = 800000 , 3.55e+03, 3.84e+02, 6.36e+03, 3.94e+03, 2.36e+03, 1.26e+04, 1.35e+03, 9.64e+02, 5.83e+03, 5.59e+03, 3.39e+04, 6.76e+03, 2.52e+03, 3.18e+03, 3.43e+02, 1.17e+03, 1.16e+04, 1.77e+03, 9.06e+03, 1.37e+04, 1.04e+03, 3.71e+03, 1.25e+04, 1.05e+02, 7.68e+03, 3.96e+02, 4.75e+02, 4.40e+02, 2.47e+03, 1.25e+04, 4.94e+03, 5.59e+02, 2.44e+03, 3.12e+03, 1.43e+03, 2.39e+03, 3.33e+02, 3.13e+03, 9.81e+02, 1.25e+04, 2.23e+02, 2.15e+03, 1.25e+04, 1.46e+02, 3.21e+03, 9.70e+03, 4.20e+02, 7.53e+03, 1.40e+03, 4.35e+02, 5.40e+03
Function error values when FEs = 900000 , 3.55e+03, 3.84e+02, 6.36e+03, 3.94e+03, 2.36e+03, 1.26e+04, 1.35e+03, 9.64e+02, 5.83e+03, 5.59e+03, 3.39e+04, 6.76e+03, 2.52e+03, 3.18e+03, 3.43e+02, 1.17e+03, 1.16e+04, 1.77e+03, 9.06e+03, 1.37e+04, 1.04e+03, 3.71e+03, 1.25e+04, 1.05e+02, 7.68e+03, 3.96e+02, 4.75e+02, 4.40e+02, 2.47e+03, 1.25e+04, 4.94e+03, 5.59e+02, 2.44e+03, 3.12e+03, 1.43e+03, 2.39e+03, 3.33e+02, 3.13e+03, 9.81e+02, 1.25e+04, 2.22e+02, 2.15e+03, 1.25e+04, 1.46e+02, 3.21e+03, 9.70e+03, 4.20e+02, 7.53e+03, 1.40e+03, 4.35e+02, 5.40e+03
Function error values when FEs = 1000000 , 3.55e+03, 3.84e+02, 6.36e+03, 3.94e+03, 2.36e+03, 1.26e+04, 1.35e+03, 9.64e+02, 5.83e+03, 5.59e+03, 3.39e+04, 6.76e+03, 2.52e+03, 3.18e+03, 3.43e+02, 1.17e+03, 1.16e+04, 1.77e+03, 9.05e+03, 1.37e+04, 1.04e+03, 3.71e+03, 1.25e+04, 1.05e+02, 7.68e+03, 3.96e+02, 4.75e+02, 4.40e+02, 2.47e+03, 1.25e+04, 4.94e+03, 5.59e+02, 2.44e+03, 3.12e+03, 1.43e+03, 2.39e+03, 3.33e+02, 3.13e+03, 9.81e+02, 1.25e+04, 2.22e+02, 2.15e+03, 1.25e+04, 1.46e+02, 3.21e+03, 9.69e+03, 4.20e+02, 7.53e+03, 1.40e+03, 4.35e+02, 5.40e+03
