MOS-CEC2012_19_50.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 5000 , 6.42e+03, 1.46e+04, 5.55e+03, 4.21e+04, 1.26e+04, 3.40e+03, 2.04e+04, 3.75e+04, 3.75e+02, 3.70e+04, 7.70e+03, 7.80e+03, 1.91e+04, 8.47e+03, 2.41e+04, 1.76e+03, 2.82e+04, 1.87e+04, 6.91e+03, 3.62e+03, 1.26e+03, 1.55e+04, 1.17e+03, 2.59e+04, 1.10e+03, 1.43e+03, 3.06e+03, 2.07e+03, 1.58e+04, 3.37e+04, 1.56e+03, 3.57e+04, 9.70e+02, 3.28e+03, 2.81e+04, 9.27e+03, 4.22e+04, 1.69e+04, 1.66e+04, 1.49e+03, 1.46e+03, 3.30e+03, 3.81e+03, 2.76e+03, 8.71e+03, 4.47e+02, 2.36e+02, 7.09e+03, 1.01e+03, 3.71e+04, 3.86e+02
Function error values when FEs = 10000 , 6.42e+03, 1.46e+04, 5.55e+03, 4.20e+04, 1.26e+04, 3.40e+03, 2.04e+04, 3.75e+04, 3.75e+02, 3.70e+04, 7.70e+03, 7.79e+03, 1.91e+04, 8.47e+03, 2.41e+04, 1.75e+03, 2.82e+04, 1.87e+04, 6.91e+03, 3.62e+03, 1.26e+03, 1.55e+04, 1.17e+03, 2.59e+04, 1.10e+03, 1.43e+03, 3.06e+03, 2.07e+03, 1.58e+04, 3.37e+04, 1.56e+03, 3.57e+04, 9.70e+02, 3.28e+03, 2.81e+04, 9.26e+03, 4.22e+04, 1.69e+04, 1.66e+04, 1.49e+03, 1.46e+03, 3.30e+03, 3.81e+03, 2.76e+03, 8.71e+03, 4.47e+02, 2.35e+02, 7.09e+03, 1.01e+03, 3.71e+04, 3.86e+02
Function error values when FEs = 15000 , 6.42e+03, 1.46e+04, 5.55e+03, 4.20e+04, 1.26e+04, 3.40e+03, 2.04e+04, 3.75e+04, 3.75e+02, 3.70e+04, 7.69e+03, 7.79e+03, 1.91e+04, 8.47e+03, 2.40e+04, 1.75e+03, 2.82e+04, 1.87e+04, 6.91e+03, 3.62e+03, 1.26e+03, 1.55e+04, 1.17e+03, 2.59e+04, 1.10e+03, 1.43e+03, 3.06e+03, 2.07e+03, 1.58e+04, 3.37e+04, 1.56e+03, 3.56e+04, 9.69e+02, 3.28e+03, 2.81e+04, 9.26e+03, 4.22e+04, 1.69e+04, 1.66e+04, 1.49e+03, 1.46e+03, 3.30e+03, 3.81e+03, 2.76e+03, 8.70e+03, 4.47e+02, 2.35e+02, 7.09e+03, 1.01e+03, 3.71e+04, 3.86e+02
Function error values when FEs = 25000 , 6.41e+03, 1.46e+04, 5.54e+03, 4.20e+04, 1.26e+04, 3.40e+03, 2.04e+04, 3.75e+04, 3.75e+02, 3.69e+04, 7.69e+03, 7.78e+03, 1.91e+04, 8.46e+03, 2.40e+04, 1.75e+03, 2.82e+04, 1.87e+04, 6.90e+03, 3.62e+03, 1.26e+03, 1.55e+04, 1.17e+03, 2.59e+04, 1.10e+03, 1.43e+03, 3.06e+03, 2.07e+03, 1.58e+04, 3.37e+04, 1.56e+03, 3.56e+04, 9.69e+02, 3.27e+03, 2.80e+04, 9.25e+03, 4.21e+04, 1.69e+04, 1.66e+04, 1.49e+03, 1.46e+03, 3.30e+03, 3.80e+03, 2.76e+03, 8.70e+03, 4.47e+02, 2.35e+02, 7.08e+03, 1.01e+03, 3.71e+04, 3.85e+02
Function error values when FEs = 50000 , 6.40e+03, 1.45e+04, 5.53e+03, 4.19e+04, 1.25e+04, 3.39e+03, 2.04e+04, 3.74e+04, 3.75e+02, 3.68e+04, 7.67e+03, 7.77e+03, 1.90e+04, 8.44e+03, 2.40e+04, 1.75e+03, 2.81e+04, 1.87e+04, 6.89e+03, 3.61e+03, 1.26e+03, 1.54e+04, 1.16e+03, 2.59e+04, 1.09e+03, 1.43e+03, 3.05e+03, 2.06e+03, 1.58e+04, 3.36e+04, 1.56e+03, 3.55e+04, 9.67e+02, 3.27e+03, 2.80e+04, 9.23e+03, 4.20e+04, 1.68e+04, 1.66e+04, 1.48e+03, 1.45e+03, 3.29e+03, 3.80e+03, 2.75e+03, 8.68e+03, 4.46e+02, 2.35e+02, 7.07e+03, 1.01e+03, 3.70e+04, 3.85e+02
Function error values when FEs = 100000 , 6.37e+03, 1.44e+04, 5.50e+03, 4.17e+04, 1.25e+04, 3.37e+03, 2.03e+04, 3.72e+04, 3.75e+02, 3.67e+04, 7.63e+03, 7.73e+03, 1.89e+04, 8.40e+03, 2.39e+04, 1.74e+03, 2.80e+04, 1.86e+04, 6.85e+03, 3.59e+03, 1.25e+03, 1.54e+04, 1.16e+03, 2.57e+04, 1.09e+03, 1.42e+03, 3.03e+03, 2.05e+03, 1.57e+04, 3.35e+04, 1.55e+03, 3.54e+04, 9.63e+02, 3.25e+03, 2.78e+04, 9.19e+03, 4.18e+04, 1.68e+04, 1.65e+04, 1.48e+03, 1.45e+03, 3.28e+03, 3.78e+03, 2.74e+03, 8.64e+03, 4.44e+02, 2.35e+02, 7.03e+03, 1.01e+03, 3.68e+04, 3.85e+02
Function error values when FEs = 150000 , 6.34e+03, 1.44e+04, 5.48e+03, 4.15e+04, 1.24e+04, 3.36e+03, 2.02e+04, 3.70e+04, 3.75e+02, 3.65e+04, 7.60e+03, 7.69e+03, 1.88e+04, 8.36e+03, 2.37e+04, 1.73e+03, 2.78e+04, 1.85e+04, 6.82e+03, 3.57e+03, 1.25e+03, 1.53e+04, 1.15e+03, 2.56e+04, 1.09e+03, 1.42e+03, 3.02e+03, 2.04e+03, 1.56e+04, 3.33e+04, 1.54e+03, 3.52e+04, 9.60e+02, 3.24e+03, 2.77e+04, 9.14e+03, 4.16e+04, 1.67e+04, 1.64e+04, 1.47e+03, 1.44e+03, 3.26e+03, 3.76e+03, 2.72e+03, 8.59e+03, 4.44e+02, 2.35e+02, 7.00e+03, 1.00e+03, 3.66e+04, 3.85e+02
Function error values when FEs = 200000 , 6.30e+03, 1.43e+04, 5.45e+03, 4.13e+04, 1.23e+04, 3.34e+03, 2.00e+04, 3.68e+04, 3.75e+02, 3.63e+04, 7.56e+03, 7.65e+03, 1.88e+04, 8.32e+03, 2.36e+04, 1.73e+03, 2.77e+04, 1.84e+04, 6.78e+03, 3.56e+03, 1.24e+03, 1.52e+04, 1.15e+03, 2.55e+04, 1.08e+03, 1.41e+03, 3.01e+03, 2.03e+03, 1.55e+04, 3.31e+04, 1.54e+03, 3.50e+04, 9.56e+02, 3.22e+03, 2.76e+04, 9.09e+03, 4.14e+04, 1.66e+04, 1.63e+04, 1.46e+03, 1.43e+03, 3.24e+03, 3.74e+03, 2.71e+03, 8.55e+03, 4.44e+02, 2.35e+02, 6.96e+03, 1.00e+03, 3.64e+04, 3.85e+02
Function error values when FEs = 250000 , 6.27e+03, 1.42e+04, 5.42e+03, 4.11e+04, 1.23e+04, 3.32e+03, 1.99e+04, 3.66e+04, 3.75e+02, 3.61e+04, 7.52e+03, 7.61e+03, 1.87e+04, 8.27e+03, 2.35e+04, 1.72e+03, 2.75e+04, 1.83e+04, 6.75e+03, 3.54e+03, 1.23e+03, 1.51e+04, 1.14e+03, 2.53e+04, 1.08e+03, 1.40e+03, 2.99e+03, 2.02e+03, 1.54e+04, 3.29e+04, 1.53e+03, 3.48e+04, 9.52e+02, 3.20e+03, 2.74e+04, 9.05e+03, 4.12e+04, 1.65e+04, 1.62e+04, 1.46e+03, 1.43e+03, 3.23e+03, 3.72e+03, 2.70e+03, 8.51e+03, 4.44e+02, 2.35e+02, 6.92e+03, 9.96e+02, 3.62e+04, 3.85e+02
Function error values when FEs = 300000 , 6.24e+03, 1.42e+04, 5.39e+03, 4.09e+04, 1.22e+04, 3.31e+03, 1.98e+04, 3.64e+04, 3.75e+02, 3.59e+04, 7.48e+03, 7.57e+03, 1.86e+04, 8.23e+03, 2.34e+04, 1.71e+03, 2.74e+04, 1.82e+04, 6.71e+03, 3.52e+03, 1.23e+03, 1.50e+04, 1.14e+03, 2.52e+04, 1.07e+03, 1.40e+03, 2.98e+03, 2.01e+03, 1.54e+04, 3.28e+04, 1.52e+03, 3.46e+04, 9.48e+02, 3.19e+03, 2.73e+04, 9.00e+03, 4.10e+04, 1.64e+04, 1.61e+04, 1.45e+03, 1.42e+03, 3.21e+03, 3.70e+03, 2.68e+03, 8.46e+03, 4.44e+02, 2.35e+02, 6.89e+03, 9.91e+02, 3.60e+04, 3.85e+02
Function error values when FEs = 350000 , 6.21e+03, 1.41e+04, 5.37e+03, 4.07e+04, 1.22e+04, 3.29e+03, 1.97e+04, 3.63e+04, 3.75e+02, 3.57e+04, 7.44e+03, 7.53e+03, 1.85e+04, 8.19e+03, 2.32e+04, 1.70e+03, 2.72e+04, 1.81e+04, 6.68e+03, 3.50e+03, 1.22e+03, 1.50e+04, 1.13e+03, 2.51e+04, 1.07e+03, 1.39e+03, 2.96e+03, 2.00e+03, 1.53e+04, 3.26e+04, 1.52e+03, 3.44e+04, 9.44e+02, 3.17e+03, 2.71e+04, 8.95e+03, 4.07e+04, 1.63e+04, 1.61e+04, 1.44e+03, 1.42e+03, 3.20e+03, 3.68e+03, 2.67e+03, 8.42e+03, 4.44e+02, 2.35e+02, 6.85e+03, 9.87e+02, 3.59e+04, 3.85e+02
Function error values when FEs = 400000 , 6.18e+03, 1.40e+04, 5.34e+03, 4.04e+04, 1.21e+04, 3.27e+03, 1.96e+04, 3.61e+04, 3.75e+02, 3.55e+04, 7.40e+03, 7.50e+03, 1.84e+04, 8.15e+03, 2.31e+04, 1.70e+03, 2.71e+04, 1.80e+04, 6.65e+03, 3.48e+03, 1.22e+03, 1.49e+04, 1.13e+03, 2.49e+04, 1.06e+03, 1.38e+03, 2.95e+03, 1.99e+03, 1.52e+04, 3.24e+04, 1.51e+03, 3.43e+04, 9.40e+02, 3.16e+03, 2.70e+04, 8.91e+03, 4.05e+04, 1.62e+04, 1.60e+04, 1.44e+03, 1.41e+03, 3.18e+03, 3.67e+03, 2.66e+03, 8.38e+03, 4.44e+02, 2.35e+02, 6.82e+03, 9.83e+02, 3.57e+04, 3.85e+02
Function error values when FEs = 450000 , 6.14e+03, 1.39e+04, 5.31e+03, 4.02e+04, 1.20e+04, 3.26e+03, 1.95e+04, 3.59e+04, 3.75e+02, 3.53e+04, 7.36e+03, 7.46e+03, 1.83e+04, 8.10e+03, 2.30e+04, 1.69e+03, 2.70e+04, 1.79e+04, 6.61e+03, 3.47e+03, 1.21e+03, 1.48e+04, 1.13e+03, 2.48e+04, 1.06e+03, 1.38e+03, 2.93e+03, 1.98e+03, 1.51e+04, 3.23e+04, 1.50e+03, 3.41e+04, 9.36e+02, 3.14e+03, 2.68e+04, 8.86e+03, 4.03e+04, 1.62e+04, 1.59e+04, 1.43e+03, 1.40e+03, 3.16e+03, 3.65e+03, 2.65e+03, 8.34e+03, 4.44e+02, 2.35e+02, 6.78e+03, 9.79e+02, 3.55e+04, 3.85e+02
Function error values when FEs = 500000 , 6.11e+03, 1.39e+04, 5.28e+03, 4.00e+04, 1.20e+04, 3.24e+03, 1.94e+04, 3.57e+04, 3.75e+02, 3.51e+04, 7.32e+03, 7.42e+03, 1.82e+04, 8.06e+03, 2.29e+04, 1.68e+03, 2.68e+04, 1.78e+04, 6.58e+03, 3.45e+03, 1.21e+03, 1.47e+04, 1.12e+03, 2.47e+04, 1.05e+03, 1.37e+03, 2.92e+03, 1.97e+03, 1.50e+04, 3.21e+04, 1.49e+03, 3.39e+04, 9.32e+02, 3.12e+03, 2.67e+04, 8.82e+03, 4.01e+04, 1.61e+04, 1.58e+04, 1.42e+03, 1.40e+03, 3.15e+03, 3.63e+03, 2.63e+03, 8.29e+03, 4.44e+02, 2.35e+02, 6.75e+03, 9.75e+02, 3.53e+04, 3.85e+02
