MOS-CEC2012_4_30.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 3000 , 8.70e+01, 9.71e+01, 1.10e+02, 1.17e+02, 1.13e+02, 1.11e+02, 1.44e+02, 1.12e+02, 1.20e+02, 8.90e+01, 1.15e+02, 1.11e+02, 9.92e+01, 1.19e+02, 7.17e+01, 1.19e+02, 7.27e+01, 1.14e+02, 6.92e+01, 1.20e+02, 7.41e+01, 4.89e+01, 1.15e+02, 1.15e+02, 1.19e+02, 7.05e+01, 9.13e+01, 6.93e+01, 1.19e+02, 1.22e+02, 8.57e+01, 1.16e+02, 7.38e+01, 1.18e+02, 1.15e+02, 7.23e+01, 7.44e+01, 1.13e+02, 1.11e+02, 1.05e+02, 1.28e+02, 1.22e+02, 1.14e+02, 7.63e+01, 1.17e+02, 1.18e+02, 1.19e+02, 1.17e+02, 6.94e+01, 1.16e+02, 1.17e+02
Function error values when FEs = 6000 , 7.60e+01, 5.86e+01, 1.08e+02, 1.13e+02, 7.62e+01, 7.40e+01, 9.01e+01, 7.08e+01, 1.20e+02, 8.75e+01, 1.10e+02, 9.04e+01, 8.95e+01, 1.17e+02, 7.16e+01, 1.18e+02, 7.22e+01, 1.14e+02, 6.86e+01, 1.19e+02, 3.81e+01, 2.45e+01, 1.11e+02, 1.14e+02, 1.18e+02, 6.90e+01, 9.00e+01, 6.86e+01, 1.18e+02, 1.19e+02, 8.48e+01, 1.15e+02, 7.18e+01, 1.16e+02, 1.14e+02, 7.19e+01, 7.41e+01, 1.02e+02, 1.10e+02, 8.78e+01, 1.22e+02, 7.64e+01, 1.13e+02, 7.34e+01, 1.16e+02, 1.17e+02, 1.18e+02, 1.17e+02, 6.88e+01, 1.15e+02, 1.16e+02
Function error values when FEs = 9000 , 7.55e+01, 5.84e+01, 1.04e+02, 9.72e+01, 7.37e+01, 7.30e+01, 8.91e+01, 6.99e+01, 1.19e+02, 8.72e+01, 9.40e+01, 7.48e+01, 8.80e+01, 1.14e+02, 7.16e+01, 1.18e+02, 7.18e+01, 1.13e+02, 6.79e+01, 1.19e+02, 5.26e+00, 2.41e+01, 9.96e+01, 1.13e+02, 1.17e+02, 6.87e+01, 8.96e+01, 6.77e+01, 1.18e+02, 1.17e+02, 8.46e+01, 1.14e+02, 7.13e+01, 1.15e+02, 1.13e+02, 7.15e+01, 7.37e+01, 9.05e+01, 1.10e+02, 8.77e+01, 1.05e+02, 7.34e+01, 1.13e+02, 7.27e+01, 1.16e+02, 1.17e+02, 1.18e+02, 1.17e+02, 6.83e+01, 1.14e+02, 1.16e+02
Function error values when FEs = 15000 , 7.49e+01, 5.74e+01, 6.73e+01, 8.89e+01, 7.29e+01, 7.19e+01, 8.77e+01, 6.86e+01, 1.19e+02, 8.67e+01, 8.60e+01, 7.14e+01, 8.64e+01, 7.28e+01, 7.15e+01, 1.17e+02, 7.08e+01, 1.12e+02, 6.66e+01, 1.18e+02, 4.46e+00, 2.36e+01, 8.29e+01, 1.11e+02, 1.15e+02, 6.74e+01, 8.92e+01, 6.51e+01, 1.16e+02, 1.05e+02, 8.39e+01, 1.14e+02, 6.23e+01, 1.14e+02, 1.13e+02, 7.09e+01, 7.31e+01, 8.73e+01, 1.09e+02, 8.72e+01, 8.81e+01, 7.24e+01, 1.11e+02, 7.16e+01, 1.14e+02, 1.16e+02, 1.17e+02, 1.16e+02, 6.68e+01, 1.14e+02, 1.15e+02
Function error values when FEs = 30000 , 7.32e+01, 4.37e+01, 2.25e-03, 8.79e+01, 7.01e+01, 4.13e+00, 8.73e+01, 6.79e-01, 1.17e+02, 8.53e+01, 8.48e+01, 4.32e+00, 8.51e+01, 7.03e+01, 3.99e+00, 1.00e+02, 3.99e+00, 1.10e+02, 2.44e-02, 7.73e+01, 4.41e+00, 2.32e+01, 6.41e+01, 1.08e+02, 1.12e+02, 2.26e-01, 8.81e+01, 3.25e-01, 7.41e+01, 8.49e+01, 8.34e+01, 7.08e+01, 4.10e+00, 7.19e+01, 7.15e+01, 6.93e+01, 7.03e+01, 8.66e+01, 6.97e+01, 7.40e+01, 8.60e+01, 6.96e+01, 7.04e+01, 3.99e+00, 7.30e+01, 1.13e+02, 1.15e+02, 7.55e+01, 2.00e-01, 1.10e+02, 7.29e+01
Function error values when FEs = 60000 , 4.26e+00, 2.02e+01, 1.51e-03, 8.65e+01, 7.29e-02, 4.05e+00, 6.81e+01, 2.68e-02, 7.19e+01, 8.34e+01, 8.33e+01, 4.24e+00, 8.33e+01, 3.22e-01, 3.99e+00, 8.78e+01, 3.99e+00, 2.07e-02, 1.74e-02, 7.27e+01, 4.32e+00, 2.31e+01, 6.41e+01, 1.34e-01, 4.04e+00, 9.62e-02, 8.69e+01, 1.44e-01, 4.31e+00, 8.33e+01, 5.86e+01, 4.35e+00, 4.08e+00, 6.54e+01, 4.14e+00, 6.98e-01, 4.38e+00, 6.41e+01, 6.94e+01, 6.41e+01, 6.41e+01, 4.55e-05, 4.06e+00, 3.99e+00, 4.08e+00, 7.37e+01, 7.19e+01, 7.21e+01, 8.50e-02, 7.34e+01, 4.00e+00
Function error values when FEs = 90000 , 4.00e+00, 1.92e+01, 9.83e-04, 6.41e+01, 5.75e-02, 4.02e+00, 6.41e+01, 1.95e-02, 7.19e+01, 6.28e+01, 5.86e+01, 4.17e+00, 6.50e+01, 2.45e-01, 3.99e+00, 8.56e+01, 3.99e+00, 1.21e-02, 1.18e-02, 4.85e+00, 4.24e+00, 4.81e+00, 6.41e+01, 1.11e-01, 4.03e+00, 5.37e-02, 6.41e+01, 5.79e-02, 4.24e+00, 5.86e+01, 5.86e+01, 4.27e+00, 4.06e+00, 3.91e-03, 4.05e+00, 1.84e-04, 4.29e+00, 6.41e+01, 6.80e+01, 6.41e+01, 6.41e+01, 3.08e-05, 4.03e+00, 3.99e+00, 4.04e+00, 7.30e+01, 7.19e+01, 3.99e+00, 4.85e-02, 7.21e+01, 4.00e+00
Function error values when FEs = 120000 , 3.99e+00, 1.89e+01, 6.06e-04, 6.41e+01, 4.47e-02, 4.01e+00, 6.41e+01, 1.35e-02, 7.19e+01, 5.86e+01, 5.86e+01, 4.12e+00, 5.86e+01, 2.13e-01, 3.99e+00, 6.41e+01, 3.99e+00, 6.32e-03, 7.28e-03, 4.27e+00, 4.16e+00, 4.31e+00, 6.41e+01, 8.97e-02, 4.02e+00, 3.37e-02, 6.41e+01, 3.77e-02, 4.17e+00, 5.86e+01, 5.86e+01, 4.19e+00, 4.04e+00, 2.66e-03, 4.03e+00, 1.03e-04, 4.21e+00, 6.41e+01, 5.94e-03, 6.41e+01, 6.41e+01, 2.00e-05, 4.01e+00, 3.99e+00, 4.02e+00, 3.99e+00, 7.19e+01, 3.99e+00, 2.98e-02, 3.99e+00, 3.99e+00
Function error values when FEs = 150000 , 3.99e+00, 6.50e-01, 3.43e-04, 6.41e+01, 3.41e-02, 4.00e+00, 6.41e+01, 8.65e-03, 7.19e+01, 5.86e+01, 5.86e+01, 4.10e+00, 5.86e+01, 1.79e-01, 3.99e+00, 6.41e+01, 3.99e+00, 3.70e-03, 4.36e-03, 4.11e+00, 4.12e+00, 4.13e+00, 6.41e+01, 7.08e-02, 4.01e+00, 2.05e-02, 6.41e+01, 2.30e-02, 4.14e+00, 5.86e+01, 5.86e+01, 4.14e+00, 4.03e+00, 1.81e-03, 4.01e+00, 7.62e-05, 4.14e+00, 6.41e+01, 3.54e-03, 6.41e+01, 6.41e+01, 1.20e-05, 4.00e+00, 3.99e+00, 4.01e+00, 3.99e+00, 7.19e+01, 3.99e+00, 1.78e-02, 3.99e+00, 3.99e+00
Function error values when FEs = 180000 , 3.99e+00, 2.69e-01, 1.66e-04, 6.41e+01, 2.52e-02, 3.99e+00, 6.41e+01, 4.89e-03, 7.19e+01, 5.86e+01, 5.86e+01, 4.08e+00, 5.86e+01, 1.47e-01, 3.99e+00, 6.41e+01, 3.99e+00, 2.59e-03, 3.46e-03, 4.04e+00, 4.09e+00, 4.05e+00, 6.41e+01, 5.47e-02, 4.00e+00, 1.18e-02, 6.41e+01, 1.35e-02, 4.11e+00, 5.86e+01, 5.86e+01, 4.12e+00, 4.02e+00, 1.19e-03, 4.00e+00, 5.42e-05, 4.10e+00, 6.41e+01, 2.43e-03, 6.41e+01, 6.41e+01, 6.13e-06, 4.00e+00, 3.99e+00, 4.00e+00, 3.99e+00, 7.19e+01, 3.99e+00, 1.01e-02, 3.99e+00, 3.99e+00
