MOS-CEC2012_24_30.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 3000 , 7.01e+02, 8.74e+02, 6.79e+02, 6.78e+02, 8.82e+02, 8.67e+02, 9.50e+02, 7.27e+02, 7.07e+02, 7.63e+02, 7.40e+02, 7.75e+02, 9.22e+02, 9.08e+02, 8.08e+02, 8.82e+02, 7.01e+02, 7.85e+02, 9.36e+02, 8.95e+02, 6.15e+02, 8.74e+02, 8.66e+02, 6.92e+02, 9.11e+02, 8.17e+02, 8.27e+02, 7.89e+02, 7.66e+02, 7.57e+02, 7.91e+02, 8.20e+02, 7.50e+02, 1.00e+03, 9.96e+02, 1.14e+03, 1.16e+03, 9.79e+02, 8.21e+02, 9.98e+02, 7.80e+02, 8.45e+02, 7.73e+02, 6.72e+02, 6.68e+02, 8.47e+02, 8.62e+02, 7.05e+02, 9.10e+02, 6.82e+02, 7.89e+02
Function error values when FEs = 6000 , 7.01e+02, 8.74e+02, 6.79e+02, 6.78e+02, 8.82e+02, 8.67e+02, 9.50e+02, 7.27e+02, 6.67e+02, 7.63e+02, 7.40e+02, 7.75e+02, 9.22e+02, 9.08e+02, 8.08e+02, 8.82e+02, 7.01e+02, 7.85e+02, 9.36e+02, 8.95e+02, 6.15e+02, 8.74e+02, 8.66e+02, 6.92e+02, 9.11e+02, 8.17e+02, 8.27e+02, 7.89e+02, 7.66e+02, 7.57e+02, 7.91e+02, 7.96e+02, 7.50e+02, 1.00e+03, 9.96e+02, 1.14e+03, 1.16e+03, 9.79e+02, 8.21e+02, 9.98e+02, 7.80e+02, 8.45e+02, 7.73e+02, 6.72e+02, 6.68e+02, 8.47e+02, 8.62e+02, 7.05e+02, 9.10e+02, 6.82e+02, 7.89e+02
Function error values when FEs = 9000 , 7.01e+02, 8.74e+02, 6.79e+02, 6.78e+02, 8.82e+02, 8.67e+02, 9.50e+02, 7.27e+02, 6.65e+02, 7.63e+02, 7.40e+02, 7.75e+02, 9.22e+02, 9.08e+02, 8.08e+02, 8.82e+02, 7.01e+02, 7.85e+02, 9.36e+02, 8.95e+02, 6.15e+02, 8.74e+02, 8.66e+02, 6.92e+02, 9.11e+02, 8.17e+02, 8.27e+02, 7.89e+02, 7.66e+02, 7.57e+02, 7.91e+02, 7.96e+02, 7.50e+02, 1.00e+03, 9.96e+02, 1.14e+03, 1.16e+03, 9.79e+02, 8.21e+02, 9.98e+02, 7.80e+02, 8.45e+02, 7.73e+02, 6.72e+02, 6.68e+02, 8.47e+02, 8.62e+02, 7.05e+02, 9.10e+02, 6.82e+02, 7.89e+02
Function error values when FEs = 15000 , 7.01e+02, 8.74e+02, 6.79e+02, 6.78e+02, 8.82e+02, 8.67e+02, 9.50e+02, 7.27e+02, 6.65e+02, 7.63e+02, 7.40e+02, 7.75e+02, 9.22e+02, 9.08e+02, 8.08e+02, 8.82e+02, 7.01e+02, 7.85e+02, 9.36e+02, 8.95e+02, 6.15e+02, 8.74e+02, 8.66e+02, 6.92e+02, 9.11e+02, 8.17e+02, 8.27e+02, 7.89e+02, 7.66e+02, 7.57e+02, 7.91e+02, 7.96e+02, 7.50e+02, 1.00e+03, 9.96e+02, 1.14e+03, 1.16e+03, 9.79e+02, 8.21e+02, 9.98e+02, 7.80e+02, 8.45e+02, 7.73e+02, 6.72e+02, 6.68e+02, 8.47e+02, 8.62e+02, 7.05e+02, 9.10e+02, 6.82e+02, 7.89e+02
Function error values when FEs = 30000 , 7.01e+02, 8.74e+02, 6.79e+02, 6.78e+02, 8.82e+02, 8.67e+02, 9.50e+02, 7.27e+02, 6.65e+02, 7.63e+02, 7.40e+02, 7.75e+02, 9.22e+02, 9.08e+02, 8.08e+02, 8.82e+02, 7.01e+02, 7.85e+02, 9.36e+02, 8.95e+02, 6.15e+02, 8.74e+02, 8.66e+02, 6.92e+02, 9.11e+02, 8.17e+02, 8.27e+02, 7.89e+02, 7.66e+02, 7.57e+02, 7.91e+02, 7.96e+02, 7.50e+02, 1.00e+03, 9.96e+02, 1.14e+03, 1.16e+03, 9.79e+02, 8.21e+02, 9.98e+02, 7.80e+02, 8.45e+02, 7.73e+02, 6.72e+02, 6.68e+02, 8.47e+02, 8.62e+02, 7.05e+02, 9.10e+02, 6.82e+02, 7.89e+02
Function error values when FEs = 60000 , 7.01e+02, 8.74e+02, 6.79e+02, 6.78e+02, 8.82e+02, 8.67e+02, 9.50e+02, 7.27e+02, 6.65e+02, 7.63e+02, 7.40e+02, 7.75e+02, 9.22e+02, 9.08e+02, 8.08e+02, 8.82e+02, 7.01e+02, 7.85e+02, 9.36e+02, 8.95e+02, 6.15e+02, 8.74e+02, 8.66e+02, 6.92e+02, 9.11e+02, 8.17e+02, 8.27e+02, 7.89e+02, 7.66e+02, 7.57e+02, 7.91e+02, 7.96e+02, 7.50e+02, 1.00e+03, 9.96e+02, 1.14e+03, 1.16e+03, 9.79e+02, 8.21e+02, 9.98e+02, 7.80e+02, 8.45e+02, 7.73e+02, 6.72e+02, 6.68e+02, 8.47e+02, 8.62e+02, 7.05e+02, 9.10e+02, 6.82e+02, 7.89e+02
Function error values when FEs = 90000 , 7.01e+02, 8.74e+02, 6.79e+02, 6.78e+02, 8.82e+02, 8.67e+02, 9.50e+02, 7.27e+02, 6.65e+02, 7.63e+02, 7.40e+02, 7.75e+02, 9.22e+02, 9.08e+02, 8.08e+02, 8.82e+02, 7.01e+02, 7.85e+02, 9.36e+02, 8.95e+02, 6.15e+02, 8.74e+02, 8.66e+02, 6.92e+02, 9.11e+02, 8.17e+02, 8.27e+02, 7.89e+02, 7.66e+02, 7.57e+02, 7.91e+02, 7.96e+02, 7.50e+02, 1.00e+03, 9.96e+02, 1.14e+03, 1.16e+03, 9.79e+02, 8.21e+02, 9.98e+02, 7.80e+02, 8.45e+02, 7.73e+02, 6.72e+02, 6.68e+02, 8.47e+02, 8.62e+02, 7.05e+02, 9.10e+02, 6.82e+02, 7.89e+02
Function error values when FEs = 120000 , 7.01e+02, 8.74e+02, 6.79e+02, 6.78e+02, 8.82e+02, 8.67e+02, 9.50e+02, 7.27e+02, 6.65e+02, 7.63e+02, 7.40e+02, 7.75e+02, 9.22e+02, 9.08e+02, 8.08e+02, 8.82e+02, 7.01e+02, 7.85e+02, 9.36e+02, 8.95e+02, 6.15e+02, 8.74e+02, 8.66e+02, 6.92e+02, 9.11e+02, 8.17e+02, 8.27e+02, 7.89e+02, 7.66e+02, 7.57e+02, 7.91e+02, 7.96e+02, 7.50e+02, 1.00e+03, 9.96e+02, 1.14e+03, 1.16e+03, 9.79e+02, 8.21e+02, 9.98e+02, 7.80e+02, 8.45e+02, 7.73e+02, 6.72e+02, 6.68e+02, 8.47e+02, 8.62e+02, 7.05e+02, 9.10e+02, 6.82e+02, 7.89e+02
Function error values when FEs = 150000 , 7.01e+02, 8.74e+02, 6.79e+02, 6.78e+02, 8.82e+02, 8.67e+02, 9.50e+02, 7.27e+02, 6.65e+02, 7.63e+02, 7.40e+02, 7.75e+02, 9.22e+02, 9.08e+02, 8.08e+02, 8.82e+02, 7.01e+02, 7.85e+02, 9.36e+02, 8.95e+02, 6.15e+02, 8.74e+02, 8.66e+02, 6.92e+02, 9.11e+02, 8.17e+02, 8.27e+02, 7.89e+02, 7.66e+02, 7.57e+02, 7.91e+02, 7.96e+02, 7.50e+02, 1.00e+03, 9.96e+02, 1.14e+03, 1.16e+03, 9.79e+02, 8.21e+02, 9.98e+02, 7.80e+02, 8.45e+02, 7.73e+02, 6.72e+02, 6.68e+02, 8.47e+02, 8.62e+02, 7.05e+02, 9.10e+02, 6.82e+02, 7.89e+02
Function error values when FEs = 180000 , 7.01e+02, 8.74e+02, 6.79e+02, 6.78e+02, 8.82e+02, 8.67e+02, 9.50e+02, 7.27e+02, 6.65e+02, 7.63e+02, 7.40e+02, 7.75e+02, 9.22e+02, 9.08e+02, 8.08e+02, 8.82e+02, 7.01e+02, 7.85e+02, 9.36e+02, 8.95e+02, 6.15e+02, 8.74e+02, 8.66e+02, 6.92e+02, 9.11e+02, 8.17e+02, 8.27e+02, 7.89e+02, 7.66e+02, 7.57e+02, 7.91e+02, 7.96e+02, 7.50e+02, 1.00e+03, 9.96e+02, 1.14e+03, 1.16e+03, 9.79e+02, 8.21e+02, 9.98e+02, 7.80e+02, 8.45e+02, 7.73e+02, 6.72e+02, 6.68e+02, 8.47e+02, 8.62e+02, 7.05e+02, 9.10e+02, 6.82e+02, 7.89e+02
