MOS-SOCO2011_13_30.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 3000 , 3.10e+07, 4.27e+07, 1.73e+07, 4.99e+06, 7.57e+07, 1.43e+07, 5.68e+07, 9.24e+06, 5.03e+07, 5.17e+06, 1.40e+07, 1.64e+07, 1.61e+07, 3.20e+07, 1.48e+07, 9.67e+06, 4.50e+06, 3.67e+07, 1.77e+07, 1.72e+07, 1.64e+07, 2.61e+07, 5.42e+07, 2.05e+07, 1.58e+07, 2.00e+06, 5.13e+06, 6.26e+06, 6.33e+06, 9.39e+07, 2.44e+06, 1.79e+07, 1.54e+07, 6.58e+07, 2.01e+07, 2.01e+07, 2.13e+08, 7.06e+07, 2.21e+07, 7.36e+06, 8.12e+06, 1.33e+07, 1.70e+07, 4.37e+06, 7.34e+06, 1.79e+07, 2.83e+06, 1.15e+07, 4.66e+07, 1.01e+08, 1.21e+06
Function error values when FEs = 6000 , 6.32e+04, 3.83e+04, 2.72e+05, 5.90e+04, 7.63e+06, 5.60e+03, 5.50e+04, 2.50e+05, 6.57e+04, 6.39e+04, 5.39e+04, 3.92e+04, 1.76e+04, 3.91e+04, 3.01e+04, 1.86e+04, 5.07e+05, 6.13e+03, 2.72e+04, 7.93e+04, 6.02e+04, 2.05e+04, 1.65e+04, 1.83e+04, 8.76e+04, 1.32e+05, 5.16e+03, 8.50e+04, 3.61e+06, 2.73e+04, 2.50e+04, 1.23e+04, 4.67e+04, 7.98e+04, 1.24e+05, 4.75e+04, 8.83e+04, 1.02e+04, 7.03e+03, 7.36e+06, 6.75e+03, 1.80e+06, 5.05e+03, 9.34e+04, 4.65e+05, 1.10e+06, 6.87e+04, 4.15e+03, 3.57e+04, 1.38e+05, 1.40e+05
Function error values when FEs = 9000 , 1.59e+04, 7.34e+03, 1.32e+05, 5.90e+04, 2.94e+04, 5.60e+03, 3.60e+04, 7.70e+04, 2.05e+04, 6.39e+04, 4.38e+04, 2.91e+04, 1.76e+04, 2.35e+04, 3.01e+04, 1.86e+04, 4.76e+05, 1.59e+03, 2.72e+04, 7.93e+04, 5.97e+04, 2.05e+04, 1.65e+04, 1.15e+04, 5.48e+04, 6.53e+04, 5.16e+03, 8.50e+04, 1.51e+05, 2.73e+04, 2.42e+04, 1.23e+04, 6.96e+03, 7.98e+04, 2.05e+04, 3.24e+03, 8.83e+04, 1.02e+04, 7.03e+03, 6.49e+05, 6.75e+03, 1.80e+06, 5.04e+03, 9.34e+04, 3.04e+04, 3.46e+04, 6.17e+04, 3.54e+03, 3.57e+04, 2.55e+04, 2.54e+04
Function error values when FEs = 15000 , 1.59e+04, 7.34e+03, 3.82e+04, 5.90e+04, 1.53e+04, 5.60e+03, 3.60e+04, 7.70e+04, 2.05e+04, 6.39e+04, 4.38e+04, 2.91e+04, 1.76e+04, 2.35e+04, 3.01e+04, 1.76e+04, 4.34e+05, 1.59e+03, 2.72e+04, 7.93e+04, 5.97e+04, 1.82e+04, 1.65e+04, 1.15e+04, 5.48e+04, 6.53e+04, 5.16e+03, 8.50e+04, 1.12e+04, 2.73e+04, 1.33e+04, 1.23e+04, 6.96e+03, 7.09e+03, 2.05e+04, 1.32e+03, 5.94e+04, 1.02e+04, 3.39e+03, 2.10e+04, 6.75e+03, 1.39e+04, 2.52e+03, 9.34e+04, 3.04e+04, 3.40e+03, 6.17e+04, 3.46e+03, 3.57e+04, 2.55e+04, 2.54e+04
Function error values when FEs = 30000 , 1.58e+04, 7.34e+03, 2.97e+04, 2.07e+04, 8.41e+03, 5.60e+03, 3.60e+04, 7.49e+04, 2.05e+04, 6.39e+04, 4.38e+04, 2.70e+04, 1.76e+04, 2.35e+04, 3.01e+04, 1.76e+04, 3.35e+05, 1.59e+03, 2.72e+04, 5.21e+04, 5.97e+04, 1.82e+04, 1.65e+04, 1.15e+04, 5.48e+04, 6.53e+04, 5.16e+03, 8.50e+04, 1.00e+04, 2.73e+04, 1.33e+04, 1.23e+04, 6.96e+03, 7.09e+03, 2.05e+04, 4.13e+02, 5.94e+04, 6.84e+03, 3.39e+03, 2.10e+04, 6.75e+03, 1.39e+04, 2.52e+03, 9.34e+04, 2.99e+04, 3.40e+03, 6.17e+04, 3.46e+03, 2.81e+03, 2.55e+04, 1.41e+04
Function error values when FEs = 60000 , 1.58e+04, 7.25e+03, 2.97e+04, 1.69e+04, 8.41e+03, 5.60e+03, 3.60e+04, 7.48e+04, 2.05e+04, 3.68e+04, 4.37e+04, 2.70e+04, 8.26e+03, 2.34e+04, 3.00e+04, 1.76e+04, 3.32e+03, 1.59e+03, 6.00e+03, 5.21e+04, 5.94e+04, 1.82e+04, 1.65e+04, 1.15e+04, 5.48e+04, 4.70e+04, 5.15e+03, 7.77e+03, 1.00e+04, 1.43e+04, 1.33e+04, 1.23e+04, 6.96e+03, 1.46e+03, 2.05e+03, 2.98e+02, 7.76e+03, 6.83e+03, 3.39e+03, 2.10e+04, 6.75e+03, 1.39e+04, 1.79e+03, 1.51e+04, 6.11e+03, 3.40e+03, 6.17e+04, 3.45e+03, 1.47e+03, 8.35e+03, 9.35e+03
Function error values when FEs = 90000 , 1.58e+04, 7.25e+03, 2.96e+04, 1.50e+04, 8.41e+03, 5.59e+03, 3.60e+04, 1.01e+04, 2.05e+04, 3.42e+04, 1.85e+04, 2.70e+04, 6.35e+03, 2.34e+04, 3.00e+04, 1.76e+04, 3.32e+03, 1.59e+03, 5.80e+03, 5.05e+04, 5.94e+04, 1.82e+04, 1.65e+04, 1.15e+04, 5.48e+04, 4.64e+04, 5.15e+03, 6.83e+03, 1.00e+04, 1.35e+04, 1.33e+04, 1.23e+04, 6.80e+03, 1.42e+03, 4.16e+02, 1.51e+02, 4.11e+03, 6.83e+03, 3.39e+03, 2.10e+04, 6.75e+03, 1.39e+04, 1.67e+03, 6.68e+03, 5.91e+03, 3.40e+03, 6.17e+04, 3.45e+03, 1.29e+03, 6.92e+03, 6.78e+03
Function error values when FEs = 120000 , 1.51e+04, 7.25e+03, 2.96e+04, 1.43e+04, 8.40e+03, 2.47e+03, 3.60e+04, 1.01e+04, 1.79e+04, 3.41e+04, 1.85e+04, 2.70e+04, 6.07e+03, 2.85e+03, 2.17e+04, 1.76e+04, 3.21e+03, 1.59e+03, 4.89e+03, 5.04e+04, 5.94e+04, 1.82e+04, 6.69e+03, 1.15e+04, 5.21e+04, 4.61e+04, 4.91e+02, 6.63e+03, 1.00e+04, 1.35e+04, 9.37e+03, 8.69e+03, 6.80e+03, 7.09e+02, 2.59e+02, 1.51e+02, 3.87e+03, 3.01e+02, 3.39e+03, 2.10e+04, 6.00e+02, 7.04e+03, 1.49e+03, 6.67e+03, 5.54e+03, 3.40e+03, 6.17e+04, 3.45e+03, 1.23e+03, 6.63e+03, 6.64e+03
Function error values when FEs = 150000 , 1.49e+04, 7.25e+03, 2.95e+04, 1.43e+04, 8.40e+03, 2.16e+03, 3.60e+04, 1.01e+04, 1.74e+04, 3.41e+04, 1.85e+04, 2.70e+04, 5.98e+03, 2.78e+03, 2.09e+04, 1.76e+04, 3.21e+03, 1.58e+03, 4.86e+03, 5.04e+04, 5.94e+04, 1.82e+04, 6.58e+03, 1.15e+04, 5.21e+04, 4.61e+04, 2.99e+02, 6.55e+03, 1.00e+04, 1.34e+04, 4.63e+03, 8.36e+03, 6.79e+03, 6.22e+02, 1.66e+02, 1.51e+02, 3.73e+03, 3.01e+02, 3.39e+03, 2.10e+04, 2.80e+02, 6.80e+03, 1.47e+03, 6.66e+03, 5.53e+03, 3.40e+03, 6.17e+04, 3.45e+03, 1.22e+03, 6.57e+03, 6.53e+03
Function error values when FEs = 180000 , 1.47e+04, 5.82e+03, 2.95e+04, 1.43e+04, 7.37e+03, 2.12e+03, 3.60e+04, 1.01e+04, 1.73e+04, 3.40e+04, 1.85e+04, 2.65e+04, 5.95e+03, 2.74e+03, 2.09e+04, 1.76e+04, 3.21e+03, 8.84e+02, 4.86e+03, 5.04e+04, 5.94e+04, 1.76e+04, 6.51e+03, 1.02e+04, 5.19e+04, 4.60e+04, 2.40e+02, 6.53e+03, 7.81e+03, 1.34e+04, 4.63e+03, 8.21e+03, 6.79e+03, 5.88e+02, 1.66e+02, 1.51e+02, 3.71e+03, 1.17e+02, 2.99e+03, 1.68e+04, 2.36e+02, 6.63e+03, 1.46e+03, 6.65e+03, 5.49e+03, 3.40e+03, 5.96e+04, 3.45e+03, 1.21e+03, 6.53e+03, 6.53e+03
Function error values when FEs = 210000 , 1.47e+04, 5.59e+03, 2.95e+04, 1.43e+04, 6.60e+03, 2.12e+03, 3.60e+04, 8.93e+03, 1.73e+04, 3.40e+04, 1.71e+04, 2.64e+04, 5.95e+03, 2.71e+03, 2.08e+04, 1.76e+04, 2.49e+03, 1.86e+02, 4.86e+03, 5.04e+04, 5.94e+04, 1.73e+04, 6.50e+03, 9.72e+03, 5.19e+04, 4.60e+04, 2.36e+02, 6.52e+03, 7.57e+03, 1.34e+04, 4.63e+03, 8.19e+03, 6.79e+03, 5.88e+02, 1.66e+02, 1.50e+02, 3.71e+03, 1.17e+02, 2.72e+03, 1.66e+04, 1.89e+02, 6.60e+03, 1.46e+03, 6.64e+03, 5.48e+03, 3.40e+03, 5.94e+04, 3.45e+03, 1.20e+03, 6.53e+03, 6.52e+03
