MOS-CEC2012_9_30.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 3000 , 1.52e+04, 1.39e+04, 9.55e+03, 1.02e+04, 1.49e+04, 1.63e+04, 1.91e+04, 7.53e+03, 1.22e+04, 5.94e+03, 1.02e+04, 1.78e+04, 6.92e+03, 1.38e+04, 5.69e+03, 1.19e+04, 9.87e+03, 9.07e+03, 1.03e+04, 8.17e+03, 1.12e+04, 9.30e+03, 1.71e+04, 1.54e+04, 1.29e+04, 1.21e+04, 1.26e+04, 1.69e+04, 1.47e+04, 6.20e+03, 1.75e+04, 1.68e+04, 2.28e+04, 6.10e+03, 1.26e+04, 2.04e+04, 9.59e+03, 8.70e+03, 1.57e+04, 1.43e+04, 1.07e+04, 1.65e+04, 1.07e+04, 7.85e+03, 1.04e+04, 1.09e+04, 1.13e+04, 1.29e+04, 9.28e+03, 1.48e+04, 1.50e+04
Function error values when FEs = 6000 , 1.51e+04, 1.39e+04, 9.54e+03, 1.02e+04, 1.49e+04, 1.62e+04, 1.90e+04, 7.47e+03, 1.21e+04, 5.14e+03, 1.02e+04, 1.76e+04, 6.85e+03, 1.37e+04, 5.67e+03, 1.19e+04, 9.66e+03, 9.03e+03, 1.01e+04, 8.17e+03, 1.12e+04, 9.22e+03, 1.71e+04, 1.53e+04, 1.28e+04, 1.20e+04, 1.26e+04, 1.64e+04, 1.46e+04, 6.05e+03, 1.75e+04, 1.67e+04, 2.23e+04, 6.09e+03, 1.25e+04, 2.02e+04, 9.55e+03, 8.69e+03, 1.57e+04, 1.42e+04, 1.07e+04, 1.64e+04, 1.07e+04, 7.54e+03, 1.03e+04, 1.06e+04, 1.12e+04, 1.27e+04, 9.26e+03, 1.48e+04, 1.49e+04
Function error values when FEs = 9000 , 1.51e+04, 1.38e+04, 9.54e+03, 1.02e+04, 1.49e+04, 1.62e+04, 1.90e+04, 7.45e+03, 1.21e+04, 5.14e+03, 1.02e+04, 1.75e+04, 6.84e+03, 1.37e+04, 5.66e+03, 1.19e+04, 9.66e+03, 9.02e+03, 1.01e+04, 8.16e+03, 1.12e+04, 9.21e+03, 1.71e+04, 1.52e+04, 1.28e+04, 1.20e+04, 1.26e+04, 1.63e+04, 1.46e+04, 6.02e+03, 1.75e+04, 1.67e+04, 2.20e+04, 6.08e+03, 1.25e+04, 2.01e+04, 9.54e+03, 8.69e+03, 1.57e+04, 1.42e+04, 1.07e+04, 1.64e+04, 1.07e+04, 7.37e+03, 1.03e+04, 1.05e+04, 1.12e+04, 1.27e+04, 9.26e+03, 1.48e+04, 1.49e+04
Function error values when FEs = 15000 , 1.51e+04, 1.38e+04, 9.53e+03, 1.02e+04, 1.48e+04, 1.62e+04, 1.90e+04, 7.45e+03, 1.21e+04, 5.14e+03, 1.02e+04, 1.75e+04, 6.84e+03, 1.37e+04, 5.66e+03, 1.19e+04, 9.66e+03, 9.00e+03, 1.00e+04, 8.11e+03, 1.12e+04, 9.21e+03, 1.71e+04, 1.51e+04, 1.28e+04, 1.20e+04, 1.20e+04, 1.63e+04, 1.46e+04, 6.01e+03, 1.75e+04, 1.67e+04, 2.18e+04, 6.07e+03, 1.25e+04, 2.01e+04, 9.53e+03, 8.68e+03, 1.57e+04, 1.42e+04, 1.07e+04, 1.64e+04, 1.07e+04, 7.31e+03, 1.03e+04, 1.05e+04, 1.12e+04, 1.27e+04, 9.26e+03, 1.48e+04, 1.49e+04
Function error values when FEs = 30000 , 1.51e+04, 1.35e+04, 9.51e+03, 1.01e+04, 1.48e+04, 1.62e+04, 1.90e+04, 7.45e+03, 1.21e+04, 5.13e+03, 1.01e+04, 1.75e+04, 6.84e+03, 1.37e+04, 5.66e+03, 1.19e+04, 9.64e+03, 9.00e+03, 1.00e+04, 8.11e+03, 1.12e+04, 9.21e+03, 1.70e+04, 1.51e+04, 1.28e+04, 1.20e+04, 1.20e+04, 1.63e+04, 1.46e+04, 6.01e+03, 1.75e+04, 1.67e+04, 2.18e+04, 6.06e+03, 1.25e+04, 2.01e+04, 9.53e+03, 8.67e+03, 1.57e+04, 1.42e+04, 1.07e+04, 1.64e+04, 1.06e+04, 7.30e+03, 1.01e+04, 1.05e+04, 1.11e+04, 1.27e+04, 9.26e+03, 1.47e+04, 1.49e+04
Function error values when FEs = 60000 , 1.51e+04, 1.29e+04, 9.49e+03, 1.01e+04, 1.48e+04, 1.62e+04, 1.90e+04, 7.45e+03, 1.21e+04, 5.13e+03, 1.01e+04, 1.73e+04, 6.84e+03, 1.37e+04, 5.66e+03, 1.19e+04, 9.63e+03, 9.00e+03, 1.00e+04, 8.11e+03, 1.12e+04, 9.21e+03, 1.70e+04, 1.51e+04, 1.28e+04, 1.20e+04, 1.20e+04, 1.63e+04, 1.46e+04, 6.01e+03, 1.75e+04, 1.67e+04, 2.18e+04, 6.06e+03, 1.24e+04, 2.01e+04, 9.53e+03, 8.67e+03, 1.57e+04, 1.42e+04, 1.07e+04, 1.64e+04, 1.06e+04, 7.30e+03, 1.01e+04, 1.05e+04, 1.11e+04, 1.27e+04, 9.26e+03, 1.47e+04, 1.49e+04
Function error values when FEs = 90000 , 1.51e+04, 1.24e+04, 9.49e+03, 1.01e+04, 1.48e+04, 1.62e+04, 1.90e+04, 7.45e+03, 1.21e+04, 5.13e+03, 1.01e+04, 1.73e+04, 6.84e+03, 1.37e+04, 5.66e+03, 1.19e+04, 9.63e+03, 9.00e+03, 1.00e+04, 8.11e+03, 1.12e+04, 9.21e+03, 1.70e+04, 1.51e+04, 1.28e+04, 1.20e+04, 1.20e+04, 1.48e+04, 1.46e+04, 6.00e+03, 1.75e+04, 1.67e+04, 2.18e+04, 6.06e+03, 1.24e+04, 2.01e+04, 9.53e+03, 8.67e+03, 1.57e+04, 1.42e+04, 1.07e+04, 1.64e+04, 1.06e+04, 7.30e+03, 1.01e+04, 1.05e+04, 1.11e+04, 1.27e+04, 9.26e+03, 1.47e+04, 1.49e+04
Function error values when FEs = 120000 , 1.51e+04, 1.21e+04, 9.49e+03, 1.01e+04, 1.48e+04, 1.62e+04, 1.90e+04, 7.45e+03, 1.21e+04, 5.13e+03, 1.01e+04, 1.73e+04, 6.84e+03, 1.37e+04, 5.66e+03, 1.19e+04, 9.63e+03, 9.00e+03, 1.00e+04, 8.11e+03, 1.12e+04, 9.21e+03, 1.70e+04, 1.51e+04, 1.28e+04, 1.20e+04, 1.20e+04, 1.48e+04, 1.46e+04, 6.00e+03, 1.75e+04, 1.67e+04, 2.18e+04, 6.06e+03, 1.24e+04, 2.01e+04, 9.53e+03, 8.67e+03, 1.57e+04, 1.42e+04, 1.07e+04, 1.64e+04, 1.06e+04, 7.30e+03, 1.01e+04, 1.05e+04, 1.11e+04, 1.27e+04, 9.26e+03, 1.47e+04, 1.49e+04
Function error values when FEs = 150000 , 1.51e+04, 1.19e+04, 9.49e+03, 1.01e+04, 1.48e+04, 1.62e+04, 1.90e+04, 7.45e+03, 1.21e+04, 5.13e+03, 1.01e+04, 1.73e+04, 6.84e+03, 1.37e+04, 5.66e+03, 1.19e+04, 9.63e+03, 9.00e+03, 1.00e+04, 8.11e+03, 1.12e+04, 9.21e+03, 1.70e+04, 1.51e+04, 1.28e+04, 1.20e+04, 1.20e+04, 1.48e+04, 1.46e+04, 6.00e+03, 1.75e+04, 1.67e+04, 2.18e+04, 6.06e+03, 1.24e+04, 2.01e+04, 9.52e+03, 8.67e+03, 1.57e+04, 1.42e+04, 1.07e+04, 1.64e+04, 1.06e+04, 7.30e+03, 1.01e+04, 1.05e+04, 1.11e+04, 1.27e+04, 9.26e+03, 1.47e+04, 1.49e+04
Function error values when FEs = 180000 , 1.51e+04, 1.18e+04, 9.49e+03, 1.01e+04, 1.48e+04, 1.62e+04, 1.90e+04, 7.45e+03, 1.21e+04, 5.13e+03, 1.01e+04, 1.73e+04, 6.84e+03, 1.37e+04, 5.66e+03, 1.19e+04, 9.63e+03, 9.00e+03, 1.00e+04, 8.11e+03, 1.12e+04, 9.21e+03, 1.70e+04, 1.51e+04, 1.28e+04, 1.20e+04, 1.20e+04, 1.48e+04, 1.46e+04, 6.00e+03, 1.75e+04, 1.67e+04, 2.18e+04, 6.06e+03, 1.24e+04, 2.01e+04, 9.52e+03, 8.67e+03, 1.57e+04, 1.42e+04, 1.07e+04, 1.64e+04, 1.06e+04, 7.29e+03, 1.01e+04, 1.05e+04, 1.11e+04, 1.27e+04, 9.26e+03, 1.47e+04, 1.49e+04
