MOS-SOCO2011_2_50.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 5000 , 2.89e+39, 2.54e+38, 2.43e+40, 3.98e+45, 9.68e+45, 3.36e+33, 2.92e+34, 1.55e+42, 3.66e+37, 7.33e+38, 5.94e+34, 4.20e+37, 2.37e+35, 1.16e+33, 3.04e+46, 1.12e+34, 8.71e+46, 8.55e+34, 1.65e+47, 7.16e+38, 3.38e+40, 3.41e+37, 4.03e+41, 6.02e+40, 8.01e+35, 8.03e+46, 2.05e+39, 1.28e+43, 9.12e+40, 7.08e+37, 5.39e+44, 4.01e+39, 3.75e+46, 2.02e+43, 5.76e+45, 1.11e+39, 4.72e+37, 6.66e+41, 1.64e+48, 1.84e+40, 1.17e+49, 6.65e+33, 6.72e+53, 5.43e+42, 8.10e+36, 4.92e+40, 1.35e+38, 9.29e+39, 1.31e+48, 6.83e+39, 8.34e+35
Function error values when FEs = 10000 , 9.25e+29, 7.48e+29, 2.51e+38, 8.64e+38, 7.76e+35, 7.37e+27, 2.60e+28, 8.53e+35, 3.49e+26, 1.74e+28, 3.58e+27, 6.73e+31, 3.27e+24, 1.70e+25, 3.96e+39, 2.03e+22, 1.17e+29, 8.52e+28, 2.39e+25, 4.95e+29, 5.98e+36, 2.34e+28, 1.63e+32, 8.08e+28, 2.33e+23, 6.11e+26, 2.34e+31, 7.76e+31, 1.60e+27, 4.85e+31, 2.78e+40, 1.43e+27, 1.62e+32, 8.85e+34, 1.12e+31, 1.18e+35, 2.70e+27, 1.86e+34, 3.57e+33, 1.60e+26, 1.99e+32, 9.51e+29, 1.94e+33, 1.75e+34, 5.88e+36, 3.00e+30, 2.38e+26, 3.26e+37, 9.51e+42, 6.14e+32, 2.94e+32
Function error values when FEs = 15000 , 7.18e+27, 1.07e+29, 2.13e+36, 1.95e+38, 7.73e+28, 3.01e+25, 3.40e+21, 3.23e+21, 1.22e+24, 3.11e+12, 8.49e+24, 1.40e+25, 5.91e+22, 3.97e+24, 3.92e+39, 1.02e+20, 2.13e+18, 5.83e+24, 2.39e+25, 3.94e+23, 6.06e+35, 2.34e+28, 8.20e+14, 4.71e+25, 4.88e+19, 6.11e+26, 2.73e+27, 1.28e+24, 4.72e+22, 1.24e+24, 8.84e+38, 6.59e+21, 2.63e+23, 8.85e+34, 2.90e+19, 1.83e+20, 1.82e+24, 5.06e+20, 1.26e+22, 4.01e+25, 3.57e+27, 5.30e+20, 3.51e+30, 7.74e+33, 2.46e+36, 1.54e+27, 4.52e+25, 2.17e+31, 1.96e+38, 5.25e+20, 1.61e+29
Function error values when FEs = 25000 , 2.75e+21, 5.37e+23, 6.76e+29, 1.83e+35, 2.06e+20, 3.29e+22, 1.87e+21, 1.83e+19, 1.11e+19, 2.76e+10, 3.24e+20, 1.90e+16, 5.25e+22, 1.45e+15, 1.70e+36, 1.15e+16, 4.82e+11, 7.77e+12, 1.03e+18, 6.96e+17, 4.15e+32, 1.75e+15, 4.25e+11, 3.70e+14, 1.69e+15, 6.18e+21, 1.05e+19, 4.30e+16, 1.33e+17, 3.54e+21, 7.74e+35, 2.01e+13, 3.28e+17, 5.71e+31, 1.73e+18, 1.28e+17, 4.35e+18, 1.52e+15, 6.27e+15, 7.26e+19, 5.57e+18, 3.62e+16, 3.09e+22, 6.67e+25, 3.87e+28, 3.51e+19, 5.89e+18, 2.46e+13, 7.36e+32, 7.21e+16, 1.87e+18
Function error values when FEs = 50000 , 1.12e+10, 5.17e+09, 5.28e+15, 2.21e+15, 1.52e+15, 2.40e+13, 1.30e+16, 2.31e+18, 7.55e+16, 4.01e+02, 1.15e+15, 6.43e+15, 4.68e+15, 1.34e+14, 3.40e+16, 1.54e+13, 1.10e+11, 7.77e+12, 6.66e+13, 2.20e+15, 8.18e+24, 1.09e+14, 1.14e+07, 1.17e+12, 2.08e+09, 7.19e+12, 1.14e+14, 2.92e+12, 1.63e+13, 1.58e+18, 4.32e+31, 4.96e+12, 3.02e+15, 1.63e+12, 2.32e+14, 8.68e+09, 1.83e+17, 2.22e+02, 1.85e+13, 1.59e+11, 3.65e+11, 1.21e+02, 5.46e+14, 1.26e+09, 1.28e+08, 6.21e+12, 1.65e+05, 1.10e+12, 4.70e+23, 1.78e+14, 1.18e+10
Function error values when FEs = 100000 , 9.08e+09, 3.02e+02, 7.90e+09, 1.57e+12, 6.79e+09, 1.56e+06, 6.81e+10, 2.19e+07, 1.62e+05, 4.84e-03, 4.78e+10, 2.11e+02, 1.37e+11, 1.37e+07, 1.01e+01, 1.62e+02, 2.36e+01, 1.92e+03, 1.58e+09, 4.69e+05, 3.16e+08, 1.26e+03, 6.29e+06, 1.24e-02, 7.65e+01, 6.99e+08, 1.23e+02, 1.26e+02, 4.56e+01, 9.16e+11, 1.30e+11, 1.57e+12, 3.43e+10, 7.97e+05, 4.20e+01, 5.65e+02, 6.65e-01, 1.09e+02, 5.44e+05, 9.93e+01, 1.90e+02, 1.27e-02, 1.51e+03, 1.95e+02, 2.31e+04, 1.51e+10, 2.31e+02, 5.30e-03, 1.03e+09, 2.54e+10, 1.03e+02
Function error values when FEs = 150000 , 9.08e+09, 2.41e+02, 1.73e+08, 9.50e+00, 5.18e+01, 1.06e-02, 1.67e+02, 4.05e+01, 1.17e+02, 4.75e-03, 3.88e+08, 1.52e+02, 4.29e-02, 1.27e+02, 9.89e-03, 1.01e+02, 6.51e-03, 1.49e-02, 1.48e-02, 2.09e+04, 2.00e+02, 5.51e-03, 6.29e+06, 1.22e-02, 2.30e-02, 4.99e+07, 4.49e+01, 6.60e+01, 3.85e-03, 1.57e+02, 2.25e+06, 3.38e+10, 4.89e-03, 7.95e-03, 2.31e-02, 1.03e-02, 2.05e-02, 4.82e+01, 1.24e+02, 1.78e+01, 1.29e+02, 1.27e-02, 7.16e+01, 1.33e+02, 1.48e+04, 3.24e+01, 1.70e+02, 5.25e-03, 1.84e+05, 1.83e-02, 4.21e+01
Function error values when FEs = 200000 , 9.08e+09, 1.74e+02, 4.87e+07, 2.07e-02, 2.03e-02, 1.06e-02, 9.83e+01, 2.57e-02, 5.01e+01, 4.75e-03, 3.88e+08, 8.69e+01, 4.27e-02, 5.72e+01, 9.89e-03, 3.29e+01, 6.51e-03, 1.49e-02, 1.47e-02, 7.30e+03, 1.35e+02, 5.51e-03, 6.29e+06, 1.22e-02, 2.30e-02, 2.27e+07, 1.45e-02, 4.21e-01, 3.85e-03, 8.96e+01, 2.21e+03, 5.40e+07, 4.89e-03, 7.89e-03, 2.31e-02, 1.03e-02, 2.05e-02, 1.86e-02, 5.68e+01, 1.21e-02, 5.90e+01, 1.27e-02, 4.32e+00, 6.43e+01, 8.15e+03, 1.64e-02, 1.02e+02, 5.24e-03, 1.51e+04, 1.83e-02, 1.09e-02
Function error values when FEs = 250000 , 7.43e+07, 1.06e+02, 2.09e+07, 2.07e-02, 2.03e-02, 1.06e-02, 2.60e+01, 2.57e-02, 1.68e-02, 4.74e-03, 5.44e+06, 1.70e+01, 4.27e-02, 2.88e-02, 9.89e-03, 1.39e-02, 6.51e-03, 1.49e-02, 1.47e-02, 5.55e+02, 6.59e+01, 5.49e-03, 2.53e+05, 1.22e-02, 2.30e-02, 8.06e+06, 1.45e-02, 4.40e-03, 3.85e-03, 1.83e+01, 1.11e+02, 2.41e+07, 4.88e-03, 7.89e-03, 2.31e-02, 1.03e-02, 2.05e-02, 1.86e-02, 9.94e-03, 1.21e-02, 1.42e-02, 1.27e-02, 1.86e-02, 9.40e-03, 3.33e+03, 1.64e-02, 3.12e+01, 5.24e-03, 3.71e+03, 1.83e-02, 1.09e-02
Function error values when FEs = 300000 , 3.31e+07, 3.58e+01, 7.14e+06, 2.07e-02, 2.03e-02, 1.06e-02, 1.81e-02, 2.57e-02, 1.68e-02, 4.74e-03, 1.15e+06, 1.27e-02, 4.27e-02, 2.88e-02, 9.89e-03, 1.39e-02, 6.51e-03, 1.49e-02, 1.47e-02, 1.64e-02, 1.52e-02, 5.49e-03, 1.49e+04, 1.22e-02, 2.30e-02, 1.97e+06, 1.45e-02, 4.40e-03, 3.85e-03, 1.55e-02, 4.01e+01, 8.92e+06, 4.88e-03, 7.89e-03, 2.31e-02, 1.03e-02, 2.05e-02, 1.86e-02, 9.91e-03, 1.21e-02, 1.42e-02, 1.27e-02, 1.86e-02, 9.38e-03, 6.50e+02, 1.64e-02, 1.22e-02, 5.24e-03, 5.98e+00, 1.83e-02, 1.09e-02
