MOS-SOCO2011_12_50.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 5000 , 1.61e+08, 8.00e+07, 2.15e+08, 8.25e+07, 8.64e+07, 8.09e+07, 1.17e+08, 9.60e+07, 5.99e+07, 7.76e+07, 1.17e+08, 9.18e+07, 1.00e+08, 5.93e+07, 8.27e+07, 9.64e+07, 6.46e+07, 3.69e+08, 1.76e+08, 1.94e+08, 2.28e+08, 1.53e+08, 2.86e+08, 4.61e+08, 3.99e+07, 3.20e+08, 4.77e+07, 7.37e+07, 2.99e+08, 1.67e+08, 8.44e+07, 5.54e+07, 1.62e+08, 1.35e+08, 1.17e+08, 8.57e+07, 8.04e+07, 7.35e+07, 2.04e+08, 1.02e+08, 8.34e+07, 7.18e+07, 1.12e+08, 1.31e+08, 1.66e+08, 1.03e+08, 2.26e+08, 1.82e+08, 1.02e+08, 3.76e+07, 1.89e+08
Function error values when FEs = 10000 , 2.28e+07, 3.06e+07, 6.99e+06, 1.54e+07, 3.02e+07, 2.32e+07, 3.61e+07, 1.75e+07, 1.69e+07, 2.71e+07, 2.33e+07, 3.20e+06, 2.35e+07, 6.56e+06, 1.78e+07, 4.00e+06, 9.03e+06, 2.42e+07, 2.48e+07, 5.26e+06, 3.00e+07, 1.33e+07, 2.01e+07, 3.21e+07, 5.35e+06, 3.31e+07, 1.31e+07, 1.53e+07, 2.22e+07, 3.23e+07, 1.19e+07, 4.16e+06, 3.52e+07, 3.10e+07, 1.62e+07, 1.23e+07, 5.32e+06, 2.20e+07, 1.79e+07, 1.54e+07, 3.48e+06, 6.52e+06, 2.07e+07, 1.68e+07, 2.85e+07, 6.12e+06, 1.13e+07, 4.67e+07, 2.70e+07, 9.08e+06, 1.21e+07
Function error values when FEs = 15000 , 6.11e+06, 1.86e+07, 2.44e+06, 1.04e+07, 2.08e+07, 1.54e+07, 4.87e+06, 1.04e+07, 8.23e+06, 1.31e+07, 1.35e+07, 1.79e+06, 1.16e+07, 4.66e+06, 9.84e+06, 2.39e+06, 6.63e+06, 1.58e+07, 1.37e+07, 3.17e+06, 6.53e+06, 2.04e+06, 1.17e+07, 1.81e+07, 2.82e+06, 2.38e+07, 7.13e+06, 1.06e+07, 1.09e+07, 1.81e+07, 5.58e+06, 2.58e+06, 1.04e+07, 2.02e+07, 6.69e+06, 9.99e+06, 3.65e+06, 1.58e+07, 9.05e+06, 3.77e+06, 2.91e+06, 4.65e+06, 1.37e+07, 1.00e+07, 1.77e+07, 2.82e+06, 6.08e+06, 2.37e+07, 1.63e+07, 5.54e+06, 6.61e+06
Function error values when FEs = 25000 , 4.22e+06, 1.06e+07, 1.49e+06, 6.18e+06, 1.14e+07, 9.72e+06, 1.16e+06, 7.51e+06, 4.62e+06, 3.58e+06, 6.76e+06, 9.85e+05, 6.85e+06, 3.35e+06, 4.96e+06, 1.86e+06, 4.63e+06, 1.16e+07, 5.71e+06, 2.02e+06, 3.85e+06, 5.83e+05, 7.61e+06, 9.47e+06, 1.46e+06, 1.42e+07, 3.67e+06, 6.22e+06, 7.80e+06, 9.72e+06, 4.11e+06, 1.85e+06, 3.59e+06, 1.13e+07, 2.73e+06, 8.15e+06, 2.82e+06, 8.79e+06, 5.53e+06, 1.62e+06, 2.03e+06, 3.90e+06, 5.97e+06, 4.76e+06, 7.08e+06, 1.69e+06, 4.45e+06, 1.14e+07, 7.30e+06, 2.48e+06, 4.40e+06
Function error values when FEs = 50000 , 2.23e+06, 5.72e+06, 1.22e+06, 1.86e+06, 3.74e+06, 5.47e+06, 4.55e+05, 3.64e+06, 2.11e+06, 1.86e+06, 2.17e+06, 4.09e+05, 3.06e+06, 2.57e+06, 2.37e+06, 1.62e+06, 2.73e+06, 7.68e+06, 1.99e+06, 1.00e+06, 1.95e+06, 4.27e+05, 3.07e+06, 2.66e+06, 9.35e+05, 6.37e+06, 2.35e+06, 2.61e+06, 3.97e+06, 2.59e+06, 3.08e+06, 1.07e+06, 1.18e+06, 4.07e+06, 1.38e+06, 5.92e+06, 2.21e+06, 3.17e+06, 2.51e+06, 6.12e+05, 1.11e+06, 3.28e+06, 1.93e+06, 1.75e+06, 2.69e+06, 1.21e+06, 3.31e+06, 4.98e+06, 3.47e+06, 9.46e+05, 2.79e+06
Function error values when FEs = 100000 , 6.94e+05, 2.54e+06, 1.02e+06, 3.67e+05, 6.47e+05, 2.17e+06, 3.33e+05, 1.73e+06, 9.19e+05, 9.92e+05, 1.07e+06, 2.11e+05, 1.43e+06, 1.66e+06, 1.21e+06, 1.26e+06, 1.36e+06, 3.43e+06, 7.58e+05, 3.97e+05, 1.21e+06, 2.30e+05, 8.47e+05, 2.06e+05, 5.40e+05, 1.77e+06, 1.37e+06, 7.49e+05, 2.46e+06, 5.75e+05, 1.88e+06, 6.82e+05, 7.51e+05, 8.74e+05, 9.47e+05, 2.90e+06, 1.43e+06, 8.50e+05, 1.26e+06, 3.96e+05, 3.88e+05, 2.03e+06, 4.67e+05, 5.50e+05, 4.48e+05, 8.55e+05, 1.79e+06, 1.77e+06, 1.68e+06, 6.17e+05, 1.71e+06
Function error values when FEs = 150000 , 2.46e+05, 1.20e+06, 8.66e+05, 1.45e+05, 2.62e+05, 9.24e+05, 2.49e+05, 1.25e+06, 6.16e+05, 7.05e+05, 7.13e+05, 1.92e+05, 1.08e+06, 1.18e+06, 7.83e+05, 9.70e+05, 6.65e+05, 1.50e+06, 4.42e+05, 2.85e+05, 8.67e+05, 1.39e+05, 5.29e+05, 7.21e+04, 2.75e+05, 7.20e+05, 9.22e+05, 4.01e+05, 1.62e+06, 3.43e+05, 8.93e+05, 4.09e+05, 4.99e+05, 3.59e+05, 7.49e+05, 1.49e+06, 8.63e+05, 2.49e+05, 8.99e+05, 2.84e+05, 2.90e+05, 1.41e+06, 2.87e+05, 2.43e+05, 2.68e+05, 5.91e+05, 1.02e+06, 9.49e+05, 1.17e+06, 4.80e+05, 1.22e+06
Function error values when FEs = 200000 , 1.37e+05, 6.03e+05, 7.23e+05, 8.20e+04, 1.60e+05, 4.32e+05, 2.04e+05, 9.49e+05, 4.48e+05, 5.36e+05, 5.20e+05, 1.82e+05, 8.33e+05, 8.66e+05, 5.34e+05, 7.57e+05, 3.31e+05, 7.04e+05, 2.79e+05, 2.23e+05, 6.38e+05, 9.73e+04, 4.00e+05, 5.63e+04, 1.56e+05, 5.01e+05, 6.06e+05, 2.09e+05, 1.13e+06, 2.57e+05, 4.66e+05, 2.88e+05, 3.39e+05, 2.09e+05, 6.35e+05, 8.41e+05, 5.68e+05, 1.17e+05, 7.01e+05, 2.23e+05, 2.43e+05, 9.87e+05, 1.99e+05, 1.71e+05, 2.01e+05, 3.68e+05, 7.53e+05, 5.74e+05, 8.99e+05, 3.94e+05, 8.58e+05
Function error values when FEs = 250000 , 1.13e+05, 3.31e+05, 6.03e+05, 5.67e+04, 1.16e+05, 2.46e+05, 1.64e+05, 7.85e+05, 3.33e+05, 4.17e+05, 4.28e+05, 1.75e+05, 7.07e+05, 6.57e+05, 4.17e+05, 5.85e+05, 2.14e+05, 3.54e+05, 2.01e+05, 1.89e+05, 5.24e+05, 7.99e+04, 3.14e+05, 4.74e+04, 1.03e+05, 3.81e+05, 4.10e+05, 1.25e+05, 7.47e+05, 2.03e+05, 2.75e+05, 2.08e+05, 2.41e+05, 1.36e+05, 5.26e+05, 4.98e+05, 4.06e+05, 8.69e+04, 5.68e+05, 1.83e+05, 2.12e+05, 6.76e+05, 1.46e+05, 1.48e+05, 1.62e+05, 2.41e+05, 5.82e+05, 3.99e+05, 7.69e+05, 3.39e+05, 6.08e+05
Function error values when FEs = 300000 , 9.77e+04, 2.15e+05, 5.21e+05, 4.58e+04, 9.24e+04, 1.56e+05, 1.41e+05, 6.63e+05, 2.57e+05, 3.30e+05, 3.90e+05, 1.68e+05, 6.00e+05, 5.38e+05, 3.25e+05, 4.67e+05, 1.50e+05, 1.98e+05, 1.49e+05, 1.67e+05, 4.29e+05, 7.32e+04, 2.41e+05, 4.20e+04, 7.84e+04, 2.96e+05, 3.11e+05, 9.48e+04, 5.01e+05, 1.74e+05, 1.74e+05, 1.60e+05, 1.84e+05, 1.06e+05, 4.31e+05, 3.42e+05, 3.05e+05, 6.66e+04, 4.55e+05, 1.54e+05, 1.87e+05, 4.76e+05, 1.21e+05, 1.34e+05, 1.35e+05, 1.84e+05, 4.14e+05, 3.05e+05, 6.54e+05, 3.07e+05, 4.50e+05
