MOS-CEC2012_23_30.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 3000 , 6.62e+02, 6.58e+02, 7.85e+02, 4.72e+02, 6.34e+02, 6.96e+02, 7.49e+02, 8.77e+02, 6.40e+02, 7.47e+02, 5.63e+02, 6.24e+02, 5.36e+02, 7.23e+02, 5.81e+02, 6.14e+02, 5.89e+02, 5.50e+02, 5.36e+02, 6.51e+02, 5.05e+02, 5.62e+02, 6.71e+02, 6.04e+02, 7.47e+02, 6.93e+02, 5.44e+02, 5.47e+02, 6.01e+02, 8.30e+02, 6.35e+02, 7.32e+02, 7.57e+02, 7.45e+02, 7.47e+02, 6.85e+02, 5.88e+02, 6.25e+02, 5.32e+02, 6.60e+02, 6.61e+02, 5.97e+02, 7.24e+02, 5.10e+02, 7.48e+02, 7.60e+02, 7.69e+02, 5.46e+02, 5.90e+02, 7.76e+02, 8.29e+02
Function error values when FEs = 6000 , 6.62e+02, 6.58e+02, 7.85e+02, 4.72e+02, 6.34e+02, 6.96e+02, 7.49e+02, 8.77e+02, 6.40e+02, 7.47e+02, 5.63e+02, 6.24e+02, 5.36e+02, 7.23e+02, 5.81e+02, 6.12e+02, 5.89e+02, 5.50e+02, 5.36e+02, 6.51e+02, 5.05e+02, 5.62e+02, 6.71e+02, 6.04e+02, 7.46e+02, 6.93e+02, 5.44e+02, 5.47e+02, 6.01e+02, 8.30e+02, 6.35e+02, 7.32e+02, 7.57e+02, 7.45e+02, 7.47e+02, 6.85e+02, 5.88e+02, 6.25e+02, 5.32e+02, 6.60e+02, 6.61e+02, 5.97e+02, 7.24e+02, 5.10e+02, 7.48e+02, 7.59e+02, 7.69e+02, 5.46e+02, 5.90e+02, 7.76e+02, 8.29e+02
Function error values when FEs = 9000 , 6.62e+02, 6.58e+02, 7.85e+02, 4.72e+02, 6.34e+02, 6.96e+02, 7.49e+02, 7.66e+02, 6.40e+02, 7.47e+02, 5.63e+02, 6.24e+02, 5.36e+02, 7.23e+02, 5.81e+02, 6.12e+02, 5.89e+02, 5.50e+02, 5.36e+02, 6.51e+02, 5.05e+02, 5.62e+02, 6.71e+02, 6.04e+02, 7.46e+02, 6.93e+02, 5.44e+02, 5.47e+02, 6.01e+02, 8.30e+02, 6.35e+02, 7.32e+02, 7.57e+02, 7.45e+02, 7.47e+02, 6.85e+02, 5.88e+02, 6.25e+02, 5.32e+02, 6.60e+02, 6.61e+02, 5.97e+02, 7.24e+02, 5.10e+02, 7.48e+02, 7.59e+02, 7.69e+02, 5.46e+02, 5.90e+02, 7.76e+02, 8.29e+02
Function error values when FEs = 15000 , 6.62e+02, 6.58e+02, 7.85e+02, 4.72e+02, 6.34e+02, 6.96e+02, 7.49e+02, 7.66e+02, 6.40e+02, 7.47e+02, 5.63e+02, 6.24e+02, 5.36e+02, 7.23e+02, 5.81e+02, 6.10e+02, 5.89e+02, 5.50e+02, 5.36e+02, 6.51e+02, 5.05e+02, 5.62e+02, 6.71e+02, 6.04e+02, 7.46e+02, 6.93e+02, 5.44e+02, 5.47e+02, 6.01e+02, 8.30e+02, 6.35e+02, 7.32e+02, 7.57e+02, 7.45e+02, 7.47e+02, 6.85e+02, 5.88e+02, 6.25e+02, 5.32e+02, 6.60e+02, 6.61e+02, 5.97e+02, 7.24e+02, 5.10e+02, 7.48e+02, 7.59e+02, 7.69e+02, 5.46e+02, 5.90e+02, 7.76e+02, 8.29e+02
Function error values when FEs = 30000 , 6.62e+02, 6.58e+02, 7.85e+02, 4.72e+02, 6.34e+02, 6.96e+02, 7.49e+02, 7.66e+02, 6.40e+02, 7.47e+02, 5.63e+02, 6.24e+02, 5.36e+02, 7.23e+02, 5.81e+02, 6.10e+02, 5.89e+02, 5.50e+02, 5.36e+02, 6.51e+02, 5.05e+02, 5.62e+02, 6.71e+02, 6.04e+02, 7.46e+02, 6.93e+02, 5.44e+02, 5.47e+02, 6.01e+02, 8.30e+02, 6.35e+02, 7.32e+02, 7.57e+02, 7.45e+02, 7.47e+02, 6.85e+02, 5.88e+02, 6.25e+02, 5.32e+02, 6.60e+02, 6.61e+02, 5.97e+02, 7.24e+02, 5.10e+02, 7.48e+02, 7.59e+02, 7.69e+02, 5.46e+02, 5.90e+02, 7.76e+02, 8.29e+02
Function error values when FEs = 60000 , 6.62e+02, 6.58e+02, 7.85e+02, 4.72e+02, 6.34e+02, 6.96e+02, 7.49e+02, 7.66e+02, 6.40e+02, 7.46e+02, 5.63e+02, 6.24e+02, 5.36e+02, 7.23e+02, 5.81e+02, 6.09e+02, 5.89e+02, 5.50e+02, 5.36e+02, 6.51e+02, 5.05e+02, 5.62e+02, 6.71e+02, 6.04e+02, 7.46e+02, 6.93e+02, 5.44e+02, 5.47e+02, 6.01e+02, 8.30e+02, 6.35e+02, 7.32e+02, 7.57e+02, 7.45e+02, 7.47e+02, 6.85e+02, 5.88e+02, 6.25e+02, 5.32e+02, 6.60e+02, 6.61e+02, 5.97e+02, 7.24e+02, 5.10e+02, 7.48e+02, 7.59e+02, 7.69e+02, 5.46e+02, 5.90e+02, 7.76e+02, 8.29e+02
Function error values when FEs = 90000 , 6.62e+02, 6.58e+02, 7.85e+02, 4.72e+02, 6.34e+02, 6.96e+02, 7.49e+02, 7.66e+02, 6.40e+02, 7.46e+02, 5.63e+02, 6.24e+02, 5.36e+02, 7.23e+02, 5.81e+02, 6.08e+02, 5.89e+02, 5.50e+02, 5.36e+02, 6.51e+02, 5.05e+02, 5.62e+02, 6.71e+02, 6.04e+02, 7.46e+02, 6.93e+02, 5.44e+02, 5.47e+02, 6.01e+02, 8.30e+02, 6.35e+02, 7.32e+02, 7.57e+02, 7.45e+02, 7.47e+02, 6.85e+02, 5.88e+02, 6.25e+02, 5.32e+02, 6.60e+02, 6.61e+02, 5.97e+02, 7.24e+02, 5.10e+02, 7.48e+02, 7.59e+02, 7.69e+02, 5.46e+02, 5.90e+02, 7.76e+02, 8.29e+02
Function error values when FEs = 120000 , 6.62e+02, 6.58e+02, 7.85e+02, 4.72e+02, 6.34e+02, 6.96e+02, 7.49e+02, 7.66e+02, 6.40e+02, 7.46e+02, 5.63e+02, 6.24e+02, 5.36e+02, 7.23e+02, 5.81e+02, 6.08e+02, 5.89e+02, 5.50e+02, 5.36e+02, 6.51e+02, 5.05e+02, 5.62e+02, 6.71e+02, 6.04e+02, 7.46e+02, 6.93e+02, 5.44e+02, 5.47e+02, 6.01e+02, 8.30e+02, 6.35e+02, 7.32e+02, 7.57e+02, 7.45e+02, 7.47e+02, 6.85e+02, 5.88e+02, 6.25e+02, 5.32e+02, 6.60e+02, 6.61e+02, 5.97e+02, 7.24e+02, 5.10e+02, 7.48e+02, 7.59e+02, 7.69e+02, 5.46e+02, 5.90e+02, 7.76e+02, 8.29e+02
Function error values when FEs = 150000 , 6.62e+02, 6.58e+02, 7.85e+02, 4.72e+02, 6.34e+02, 6.96e+02, 7.49e+02, 7.66e+02, 6.40e+02, 7.46e+02, 5.63e+02, 6.24e+02, 5.36e+02, 7.23e+02, 5.81e+02, 6.08e+02, 5.89e+02, 5.50e+02, 5.36e+02, 6.51e+02, 5.05e+02, 5.62e+02, 6.71e+02, 6.04e+02, 7.46e+02, 6.93e+02, 5.44e+02, 5.47e+02, 6.01e+02, 8.30e+02, 6.35e+02, 7.32e+02, 7.57e+02, 7.45e+02, 7.47e+02, 6.85e+02, 5.88e+02, 6.25e+02, 5.32e+02, 6.60e+02, 6.61e+02, 5.97e+02, 7.24e+02, 5.10e+02, 7.48e+02, 7.59e+02, 7.69e+02, 5.46e+02, 5.90e+02, 7.76e+02, 8.29e+02
Function error values when FEs = 180000 , 6.62e+02, 6.58e+02, 7.85e+02, 4.72e+02, 6.34e+02, 6.96e+02, 7.49e+02, 7.66e+02, 6.40e+02, 7.46e+02, 5.63e+02, 6.24e+02, 5.36e+02, 7.23e+02, 5.81e+02, 6.08e+02, 5.89e+02, 5.50e+02, 5.36e+02, 6.51e+02, 5.05e+02, 5.62e+02, 6.71e+02, 6.04e+02, 7.46e+02, 6.93e+02, 5.44e+02, 5.47e+02, 6.01e+02, 8.30e+02, 6.35e+02, 7.32e+02, 7.57e+02, 7.45e+02, 7.47e+02, 6.85e+02, 5.88e+02, 6.25e+02, 5.32e+02, 6.60e+02, 6.61e+02, 5.97e+02, 7.24e+02, 5.10e+02, 7.48e+02, 7.59e+02, 7.69e+02, 5.46e+02, 5.90e+02, 7.76e+02, 8.29e+02
