MOS-SOCO2011_30_10.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 1000 , 1.56e+06, 4.31e+03, 2.24e+06, 1.57e+06, 1.57e+06, 1.16e+06, 1.35e+06, 4.02e+04, 1.33e+06, 1.19e+06, 3.51e+05, 1.75e+06, 7.32e+03, 7.02e+05, 3.63e+05, 1.17e+06, 2.38e+06, 2.53e+04, 2.74e+05, 2.27e+06, 2.26e+05, 9.25e+05, 9.32e+05, 2.91e+05, 3.86e+05, 5.27e+05, 4.09e+05, 1.40e+06, 1.08e+06, 4.36e+05, 2.12e+05, 1.27e+04, 3.53e+06, 1.60e+06, 8.26e+04, 1.55e+06, 2.36e+05, 7.93e+05, 4.81e+06, 2.04e+05, 1.57e+05, 8.40e+04, 5.91e+04, 7.02e+05, 1.14e+06, 1.64e+05, 2.18e+04, 3.00e+06, 1.59e+06, 9.51e+05, 8.23e+02
Function error values when FEs = 2000 , 1.49e+06, 4.30e+03, 9.37e+02, 3.21e+05, 1.54e+06, 7.02e+05, 1.12e+06, 3.75e+04, 6.58e+05, 1.14e+06, 2.30e+05, 1.45e+06, 7.13e+03, 1.63e+05, 2.62e+05, 1.16e+06, 2.32e+06, 2.36e+04, 2.12e+05, 6.57e+05, 9.89e+04, 2.60e+05, 4.11e+05, 1.31e+05, 1.41e+05, 7.15e+04, 1.57e+05, 1.05e+06, 1.05e+06, 3.06e+05, 1.62e+05, 1.01e+03, 2.95e+06, 1.58e+06, 5.29e+04, 1.41e+06, 5.45e+04, 4.87e+05, 1.47e+04, 1.30e+05, 6.38e+04, 5.35e+04, 2.23e+04, 2.93e+05, 3.25e+05, 8.17e+04, 1.91e+04, 2.80e+06, 1.52e+06, 6.42e+05, 8.13e+02
Function error values when FEs = 3000 , 1.44e+06, 4.29e+03, 9.32e+02, 2.13e+05, 7.92e+05, 6.60e+05, 7.03e+05, 3.51e+04, 6.25e+05, 1.09e+06, 1.80e+05, 3.77e+05, 7.04e+03, 1.03e+05, 2.22e+05, 1.15e+06, 2.27e+06, 2.24e+04, 5.82e+04, 3.18e+05, 9.61e+04, 1.54e+05, 2.71e+05, 8.60e+04, 6.75e+04, 6.51e+04, 1.32e+05, 3.02e+03, 1.03e+05, 2.58e+05, 1.47e+05, 1.01e+03, 1.05e+06, 8.45e+05, 3.84e+04, 1.24e+06, 3.27e+04, 3.91e+05, 1.23e+04, 1.13e+05, 4.23e+04, 4.01e+04, 1.39e+04, 1.67e+05, 1.94e+05, 6.06e+04, 1.66e+04, 2.33e+06, 1.46e+06, 6.09e+05, 8.13e+02
Function error values when FEs = 5000 , 1.39e+06, 4.28e+03, 9.28e+02, 6.26e+04, 4.29e+04, 6.10e+05, 1.33e+05, 3.10e+04, 6.05e+05, 9.52e+05, 1.29e+05, 1.69e+04, 6.90e+03, 6.13e+04, 1.69e+05, 1.14e+06, 2.32e+03, 2.02e+04, 4.54e+04, 1.44e+05, 9.02e+04, 8.04e+04, 1.56e+05, 4.86e+04, 1.68e+04, 5.50e+04, 1.02e+05, 3.00e+03, 4.39e+04, 1.22e+05, 1.28e+05, 1.01e+03, 7.18e+05, 3.26e+05, 2.54e+04, 1.12e+06, 2.04e+04, 3.27e+05, 1.00e+04, 2.92e+03, 2.22e+04, 2.78e+04, 9.45e+03, 9.16e+04, 1.18e+05, 4.20e+04, 1.34e+04, 3.22e+03, 1.35e+06, 5.54e+05, 8.12e+02
Function error values when FEs = 10000 , 4.01e+04, 4.26e+03, 9.26e+02, 1.20e+04, 1.45e+04, 2.11e+04, 3.61e+04, 2.44e+04, 5.21e+05, 5.39e+04, 6.63e+04, 1.32e+04, 6.72e+03, 2.43e+04, 3.12e+04, 1.12e+06, 2.22e+03, 1.61e+04, 3.42e+04, 6.95e+04, 1.44e+04, 3.21e+04, 2.55e+04, 1.91e+03, 6.21e+02, 3.92e+04, 3.33e+04, 2.98e+03, 1.70e+04, 2.28e+04, 1.06e+05, 1.01e+03, 3.67e+05, 1.00e+05, 1.31e+04, 1.04e+06, 1.20e+04, 2.21e+05, 7.69e+03, 2.90e+03, 1.01e+04, 1.63e+04, 8.61e+03, 4.25e+04, 8.06e+04, 2.72e+04, 8.99e+03, 3.21e+03, 3.19e+04, 4.63e+05, 8.11e+02
Function error values when FEs = 20000 , 7.13e+03, 4.19e+03, 9.23e+02, 5.48e+03, 6.13e+03, 9.75e+03, 1.14e+04, 1.55e+04, 5.83e+03, 1.80e+04, 3.55e+03, 9.23e+03, 6.16e+03, 1.68e+04, 1.64e+04, 1.06e+06, 2.11e+03, 2.92e+03, 2.73e+04, 1.44e+04, 5.46e+03, 8.38e+03, 9.72e+03, 1.87e+03, 6.15e+02, 5.71e+03, 1.25e+04, 2.89e+03, 1.05e+04, 6.56e+03, 5.91e+04, 1.01e+03, 5.99e+04, 1.16e+04, 6.19e+03, 9.60e+05, 7.74e+03, 7.32e+04, 6.18e+03, 2.86e+03, 4.61e+03, 7.68e+03, 7.89e+03, 2.29e+04, 6.18e+04, 1.86e+04, 4.49e+03, 3.17e+03, 7.82e+03, 2.16e+05, 8.10e+02
Function error values when FEs = 30000 , 4.58e+03, 4.12e+03, 9.20e+02, 4.22e+03, 4.42e+03, 9.54e+03, 1.01e+04, 1.04e+04, 3.06e+03, 1.04e+04, 3.53e+03, 7.22e+03, 5.45e+03, 1.48e+04, 1.13e+04, 9.83e+05, 2.05e+03, 2.56e+03, 2.38e+04, 1.07e+04, 4.88e+03, 5.90e+03, 6.89e+03, 1.82e+03, 6.14e+02, 5.43e+03, 1.03e+04, 2.84e+03, 7.64e+03, 4.39e+03, 3.87e+04, 1.01e+03, 3.00e+04, 7.69e+03, 5.04e+03, 9.29e+05, 6.74e+03, 2.95e+04, 5.40e+03, 2.82e+03, 3.73e+03, 5.83e+03, 7.31e+03, 1.86e+04, 4.40e+04, 1.53e+04, 3.55e+03, 3.11e+03, 4.84e+03, 5.51e+04, 8.09e+02
Function error values when FEs = 40000 , 4.01e+03, 4.04e+03, 9.17e+02, 3.81e+03, 3.95e+03, 9.33e+03, 9.42e+03, 7.82e+03, 2.56e+03, 7.71e+03, 3.52e+03, 6.05e+03, 4.75e+03, 1.38e+04, 9.07e+03, 8.35e+05, 2.04e+03, 2.22e+03, 2.17e+04, 9.82e+03, 4.71e+03, 5.08e+03, 5.47e+03, 1.77e+03, 6.14e+02, 5.30e+03, 9.51e+03, 2.78e+03, 7.14e+03, 3.78e+03, 2.52e+04, 1.01e+03, 1.86e+04, 6.81e+03, 4.44e+03, 8.99e+05, 5.81e+03, 1.88e+04, 4.94e+03, 2.79e+03, 3.44e+03, 4.58e+03, 6.89e+03, 1.70e+04, 2.96e+04, 1.38e+04, 3.28e+03, 3.06e+03, 4.18e+03, 3.18e+04, 8.07e+02
Function error values when FEs = 50000 , 3.77e+03, 3.98e+03, 9.14e+02, 3.59e+03, 3.69e+03, 9.14e+03, 8.95e+03, 6.60e+03, 2.35e+03, 6.49e+03, 3.50e+03, 5.10e+03, 4.10e+03, 1.32e+04, 8.13e+03, 5.24e+05, 2.04e+03, 1.94e+03, 2.05e+04, 9.27e+03, 4.62e+03, 4.73e+03, 4.72e+03, 1.72e+03, 6.14e+02, 5.16e+03, 8.94e+03, 2.71e+03, 7.11e+03, 3.54e+03, 2.01e+04, 1.01e+03, 1.37e+04, 6.30e+03, 4.05e+03, 8.75e+05, 5.42e+03, 1.49e+04, 4.67e+03, 2.76e+03, 3.31e+03, 3.69e+03, 6.50e+03, 1.60e+04, 2.18e+04, 1.27e+04, 3.15e+03, 3.05e+03, 3.83e+03, 2.32e+04, 8.05e+02
Function error values when FEs = 60000 , 3.65e+03, 3.91e+03, 9.11e+02, 3.43e+03, 3.50e+03, 9.00e+03, 8.57e+03, 5.93e+03, 2.25e+03, 5.79e+03, 3.48e+03, 4.29e+03, 3.53e+03, 1.28e+04, 7.61e+03, 2.27e+05, 2.04e+03, 1.34e+03, 1.96e+04, 8.76e+03, 4.53e+03, 4.53e+03, 4.26e+03, 1.67e+03, 6.13e+02, 5.02e+03, 8.47e+03, 2.65e+03, 7.08e+03, 3.32e+03, 1.72e+04, 1.01e+03, 1.10e+04, 5.89e+03, 3.83e+03, 8.64e+05, 5.41e+03, 1.29e+04, 4.40e+03, 2.73e+03, 3.20e+03, 3.42e+03, 6.15e+03, 1.54e+04, 1.67e+04, 1.17e+04, 3.08e+03, 3.04e+03, 3.54e+03, 1.94e+04, 8.03e+02
