MOS-SOCO2011_18_10.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 1000 , 9.85e+03, 2.49e+04, 1.31e+04, 4.53e+04, 6.70e+04, 1.15e+04, 1.98e+05, 7.00e+04, 5.26e+04, 4.96e+04, 1.76e+04, 5.32e+04, 1.81e+04, 2.72e+05, 1.41e+04, 3.36e+04, 7.49e+04, 3.51e+04, 1.59e+04, 9.10e+03, 3.67e+04, 5.43e+03, 8.79e+04, 1.28e+05, 2.57e+04, 4.20e+04, 8.28e+04, 1.14e+04, 1.24e+04, 2.73e+04, 3.94e+04, 4.31e+04, 5.02e+04, 6.96e+04, 9.70e+03, 1.66e+04, 5.45e+03, 1.17e+04, 2.98e+04, 3.19e+04, 1.02e+04, 3.14e+04, 1.67e+04, 2.31e+05, 1.75e+04, 4.29e+04, 2.31e+04, 4.06e+04, 2.22e+04, 4.59e+04, 2.85e+04
Function error values when FEs = 2000 , 3.43e+03, 6.05e+03, 2.77e+03, 3.53e+04, 3.33e+04, 9.11e+03, 3.08e+04, 2.45e+04, 2.97e+03, 3.76e+04, 5.96e+03, 4.36e+04, 1.45e+04, 3.57e+04, 6.36e+03, 2.24e+04, 1.82e+04, 2.65e+04, 1.53e+04, 7.90e+03, 2.58e+04, 3.53e+03, 2.59e+04, 1.84e+03, 2.10e+04, 3.52e+04, 5.34e+04, 7.73e+03, 9.18e+03, 1.44e+04, 3.32e+04, 1.38e+04, 4.99e+03, 1.68e+04, 9.12e+03, 4.56e+03, 4.34e+03, 1.05e+04, 8.88e+03, 1.50e+04, 3.76e+03, 2.82e+04, 1.40e+04, 1.02e+04, 1.17e+04, 3.55e+04, 4.97e+03, 1.35e+04, 8.96e+03, 7.01e+01, 2.05e+04
Function error values when FEs = 3000 , 3.43e+03, 6.04e+03, 2.77e+03, 3.53e+04, 3.33e+04, 9.11e+03, 3.08e+04, 2.45e+04, 2.97e+03, 3.75e+04, 5.96e+03, 4.36e+04, 1.45e+04, 3.57e+04, 6.36e+03, 2.24e+04, 1.82e+04, 2.65e+04, 1.53e+04, 7.90e+03, 2.58e+04, 3.53e+03, 2.59e+04, 1.84e+03, 2.10e+04, 3.52e+04, 5.34e+04, 7.72e+03, 9.17e+03, 1.44e+04, 3.32e+04, 1.38e+04, 4.99e+03, 1.68e+04, 9.12e+03, 4.56e+03, 4.34e+03, 1.05e+04, 8.88e+03, 1.49e+04, 3.76e+03, 2.81e+04, 1.40e+04, 1.02e+04, 1.17e+04, 3.55e+04, 4.97e+03, 1.35e+04, 8.96e+03, 6.98e+01, 2.05e+04
Function error values when FEs = 5000 , 3.43e+03, 6.04e+03, 2.76e+03, 3.52e+04, 3.33e+04, 9.10e+03, 3.08e+04, 2.44e+04, 2.97e+03, 3.74e+04, 5.95e+03, 4.35e+04, 1.45e+04, 2.22e+03, 6.36e+03, 2.24e+04, 1.82e+04, 2.64e+04, 1.53e+04, 7.90e+03, 1.34e+04, 3.53e+03, 2.59e+04, 1.84e+03, 2.10e+04, 3.52e+04, 5.34e+04, 7.71e+03, 9.16e+03, 1.43e+04, 3.31e+04, 1.38e+04, 4.99e+03, 1.67e+04, 9.12e+03, 4.56e+03, 4.34e+03, 1.05e+04, 8.88e+03, 1.49e+04, 3.76e+03, 2.81e+04, 1.40e+04, 1.02e+04, 1.17e+04, 3.54e+04, 4.97e+03, 1.35e+04, 8.96e+03, 6.92e+01, 2.05e+04
Function error values when FEs = 10000 , 3.43e+03, 3.67e+03, 2.76e+03, 2.01e+04, 3.31e+04, 9.10e+03, 3.07e+04, 2.43e+04, 2.96e+03, 7.12e+03, 5.95e+03, 4.34e+04, 3.91e+03, 2.22e+03, 6.35e+03, 6.60e+03, 1.82e+04, 6.29e+03, 1.53e+04, 7.89e+03, 8.68e+03, 3.52e+03, 2.59e+04, 1.84e+03, 2.10e+04, 6.29e+03, 8.82e+03, 7.68e+03, 9.13e+03, 5.80e+03, 3.29e+04, 1.38e+04, 4.99e+03, 1.67e+04, 9.66e+02, 4.55e+03, 4.33e+03, 1.05e+04, 5.27e+03, 1.49e+04, 3.76e+03, 1.45e+04, 1.04e+04, 1.02e+04, 1.17e+04, 4.05e+03, 4.96e+03, 1.34e+04, 8.96e+03, 6.51e+01, 6.81e+03
Function error values when FEs = 20000 , 3.43e+03, 3.66e+03, 2.75e+03, 1.63e+04, 9.83e+02, 9.09e+03, 2.33e+04, 2.72e+03, 7.70e+02, 4.73e+03, 5.93e+03, 1.35e+04, 3.73e+03, 2.22e+03, 7.04e+02, 1.73e+03, 2.01e+03, 3.78e+03, 1.55e+03, 4.58e+03, 1.59e+03, 3.49e+03, 6.25e+03, 1.84e+03, 3.86e+03, 3.86e+03, 8.82e+03, 2.77e+03, 9.02e+03, 2.18e+03, 1.97e+03, 1.38e+04, 4.98e+03, 7.11e+03, 8.97e+02, 4.54e+03, 4.31e+03, 1.26e+03, 3.05e+03, 1.17e+04, 3.75e+03, 9.67e+03, 1.15e+03, 1.02e+04, 1.17e+04, 2.67e+02, 4.96e+03, 9.15e+02, 8.94e+03, 6.47e+01, 3.08e+03
Function error values when FEs = 30000 , 4.10e+02, 4.48e+02, 2.73e+03, 1.56e+04, 9.76e+02, 8.03e+03, 3.55e+03, 2.12e+03, 4.71e+02, 4.73e+03, 2.90e+03, 1.27e+04, 3.27e+03, 1.27e+03, 6.89e+02, 3.46e+02, 1.89e+03, 3.78e+03, 7.26e+02, 3.15e+03, 1.58e+03, 1.46e+03, 6.25e+03, 1.84e+03, 2.35e+03, 3.85e+03, 8.22e+02, 2.76e+03, 2.10e+03, 4.47e+02, 9.30e+02, 4.49e+02, 4.97e+03, 7.00e+03, 8.95e+02, 8.81e+01, 2.38e+03, 1.26e+03, 3.05e+03, 7.69e+03, 1.34e+02, 1.56e+03, 1.15e+03, 1.02e+04, 4.09e+03, 7.99e+01, 4.96e+03, 8.92e+02, 8.92e+03, 6.46e+01, 1.29e+03
Function error values when FEs = 40000 , 4.07e+02, 4.48e+02, 2.71e+03, 1.56e+04, 9.76e+02, 5.40e+03, 3.54e+03, 2.07e+03, 3.94e+01, 4.72e+03, 2.87e+03, 1.27e+04, 3.26e+03, 1.27e+03, 6.85e+02, 3.43e+02, 1.88e+03, 2.49e+02, 7.26e+02, 3.15e+03, 2.45e+02, 1.45e+03, 6.25e+03, 9.70e+02, 2.34e+03, 3.83e+03, 8.10e+02, 2.76e+03, 2.09e+03, 4.47e+02, 9.29e+02, 4.45e+02, 4.97e+03, 6.87e+03, 8.94e+02, 8.73e+01, 1.52e+03, 1.26e+03, 3.05e+03, 7.68e+03, 1.25e+02, 1.56e+03, 1.15e+03, 1.02e+04, 2.85e+03, 7.95e+01, 4.95e+03, 8.91e+02, 8.89e+03, 6.45e+01, 1.27e+03
Function error values when FEs = 50000 , 4.01e+02, 4.47e+02, 2.69e+03, 1.55e+04, 9.74e+02, 9.81e+02, 3.54e+03, 2.07e+03, 3.92e+01, 4.70e+03, 2.83e+03, 1.27e+04, 3.26e+03, 1.27e+03, 6.83e+02, 3.43e+02, 1.88e+03, 2.47e+02, 7.26e+02, 1.23e+02, 2.43e+02, 6.55e+01, 3.71e+03, 9.69e+02, 2.34e+03, 3.80e+03, 8.09e+02, 2.75e+03, 2.09e+03, 4.46e+02, 9.28e+02, 4.44e+02, 5.50e+02, 6.73e+03, 8.94e+02, 8.70e+01, 1.52e+03, 3.54e+02, 3.04e+03, 7.68e+03, 1.22e+02, 1.56e+03, 5.26e+02, 1.02e+04, 2.04e+03, 7.91e+01, 4.95e+03, 8.91e+02, 8.87e+03, 6.43e+01, 1.27e+03
Function error values when FEs = 60000 , 3.98e+02, 4.47e+02, 2.67e+03, 1.53e+04, 9.72e+02, 9.76e+02, 3.54e+03, 2.07e+03, 3.91e+01, 1.30e+03, 1.43e+03, 1.27e+04, 3.26e+03, 1.21e+03, 6.82e+02, 3.43e+02, 1.88e+03, 2.46e+02, 7.24e+02, 1.20e+02, 2.42e+02, 6.27e+01, 3.71e+03, 9.68e+02, 9.84e+01, 3.77e+03, 8.09e+02, 1.37e+03, 2.09e+03, 4.39e+02, 9.26e+02, 4.44e+02, 5.39e+02, 5.97e+03, 8.93e+02, 8.70e+01, 1.52e+03, 3.53e+02, 3.74e+02, 7.67e+03, 1.22e+02, 1.56e+03, 5.25e+02, 1.02e+03, 1.24e+03, 7.86e+01, 4.94e+03, 8.91e+02, 8.84e+03, 6.42e+01, 1.27e+03
