MOS-CEC2012_5_10.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 1000 , 5.87e+01, 1.10e+02, 1.03e+02, 1.02e+02, 8.86e+01, 5.97e+01, 3.77e+01, 2.29e+01, 1.59e+01, 8.06e+01, 8.76e+01, 8.86e+01, 6.88e+01, 9.35e+01, 6.68e+01, 2.79e+01, 6.87e+01, 1.05e+02, 7.96e+01, 2.94e+01, 1.13e+02, 1.69e+01, 5.99e+01, 9.55e+01, 4.81e+01, 7.16e+01, 6.77e+01, 8.76e+01, 9.85e+01, 6.06e+01, 9.05e+01, 4.78e+01, 9.85e+01, 6.87e+01, 4.68e+01, 5.37e+01, 5.67e+01, 4.93e+01, 5.77e+01, 7.76e+01, 2.98e+01, 3.58e+01, 7.36e+01, 1.59e+01, 5.37e+01, 3.48e+01, 1.27e+02, 5.94e+01, 7.76e+01, 4.68e+01, 3.48e+01
Function error values when FEs = 2000 , 5.87e+01, 1.10e+02, 1.03e+02, 1.02e+02, 8.86e+01, 5.97e+01, 3.77e+01, 2.29e+01, 1.59e+01, 8.06e+01, 8.76e+01, 8.86e+01, 5.92e+01, 9.35e+01, 6.68e+01, 2.79e+01, 6.87e+01, 1.05e+02, 7.96e+01, 2.94e+01, 1.05e+02, 1.69e+01, 5.99e+01, 9.55e+01, 4.81e+01, 7.16e+01, 6.77e+01, 8.76e+01, 9.85e+01, 6.06e+01, 9.05e+01, 4.78e+01, 6.77e+01, 6.87e+01, 4.68e+01, 5.37e+01, 5.67e+01, 4.93e+01, 5.77e+01, 7.76e+01, 2.98e+01, 3.58e+01, 7.36e+01, 1.59e+01, 5.37e+01, 3.48e+01, 1.27e+02, 5.94e+01, 7.76e+01, 4.68e+01, 3.48e+01
Function error values when FEs = 3000 , 5.87e+01, 1.10e+02, 1.03e+02, 1.02e+02, 8.86e+01, 5.97e+01, 3.77e+01, 2.29e+01, 1.59e+01, 8.06e+01, 8.76e+01, 8.86e+01, 5.92e+01, 9.35e+01, 6.68e+01, 2.79e+01, 6.87e+01, 1.05e+02, 7.96e+01, 2.94e+01, 1.05e+02, 1.69e+01, 5.99e+01, 9.55e+01, 4.81e+01, 7.16e+01, 6.77e+01, 8.76e+01, 9.85e+01, 6.06e+01, 9.05e+01, 4.78e+01, 6.77e+01, 6.87e+01, 4.68e+01, 5.37e+01, 5.67e+01, 4.93e+01, 5.77e+01, 7.76e+01, 2.98e+01, 3.58e+01, 7.36e+01, 1.59e+01, 5.37e+01, 3.48e+01, 1.27e+02, 5.94e+01, 7.76e+01, 4.68e+01, 3.48e+01
Function error values when FEs = 5000 , 5.87e+01, 1.10e+02, 1.03e+02, 1.02e+02, 8.86e+01, 5.97e+01, 3.77e+01, 2.29e+01, 1.59e+01, 8.06e+01, 8.76e+01, 8.86e+01, 5.92e+01, 9.35e+01, 6.68e+01, 2.79e+01, 6.87e+01, 1.05e+02, 7.96e+01, 2.94e+01, 1.05e+02, 1.69e+01, 5.99e+01, 9.55e+01, 4.81e+01, 7.16e+01, 6.77e+01, 8.76e+01, 9.85e+01, 6.06e+01, 9.05e+01, 4.78e+01, 6.77e+01, 6.87e+01, 4.68e+01, 5.37e+01, 5.67e+01, 4.93e+01, 5.77e+01, 7.76e+01, 2.98e+01, 3.58e+01, 7.36e+01, 1.59e+01, 5.37e+01, 3.48e+01, 1.27e+02, 5.94e+01, 7.76e+01, 4.68e+01, 3.48e+01
Function error values when FEs = 10000 , 5.87e+01, 1.10e+02, 1.03e+02, 1.02e+02, 8.86e+01, 5.97e+01, 3.77e+01, 2.29e+01, 1.59e+01, 8.06e+01, 8.76e+01, 8.86e+01, 5.92e+01, 9.35e+01, 6.68e+01, 2.79e+01, 6.87e+01, 1.05e+02, 7.96e+01, 2.94e+01, 1.05e+02, 1.69e+01, 5.99e+01, 9.55e+01, 4.81e+01, 7.16e+01, 6.77e+01, 8.76e+01, 9.85e+01, 6.06e+01, 9.05e+01, 4.78e+01, 6.77e+01, 6.87e+01, 4.68e+01, 5.37e+01, 5.67e+01, 4.93e+01, 5.77e+01, 7.76e+01, 2.98e+01, 3.58e+01, 7.36e+01, 1.59e+01, 5.37e+01, 3.48e+01, 1.27e+02, 5.94e+01, 7.76e+01, 4.68e+01, 3.48e+01
Function error values when FEs = 20000 , 5.87e+01, 1.10e+02, 1.03e+02, 1.02e+02, 8.86e+01, 5.97e+01, 3.77e+01, 2.29e+01, 1.59e+01, 8.06e+01, 8.76e+01, 8.86e+01, 5.92e+01, 9.35e+01, 6.68e+01, 2.79e+01, 6.87e+01, 1.05e+02, 7.96e+01, 2.94e+01, 1.05e+02, 1.69e+01, 5.99e+01, 9.55e+01, 4.81e+01, 7.16e+01, 6.77e+01, 8.76e+01, 9.85e+01, 6.06e+01, 9.05e+01, 4.78e+01, 6.77e+01, 6.87e+01, 4.68e+01, 5.37e+01, 5.67e+01, 4.93e+01, 5.77e+01, 7.76e+01, 2.98e+01, 3.58e+01, 7.36e+01, 1.59e+01, 5.37e+01, 3.48e+01, 1.27e+02, 5.94e+01, 7.76e+01, 4.68e+01, 3.48e+01
Function error values when FEs = 30000 , 5.87e+01, 1.10e+02, 1.03e+02, 1.02e+02, 8.86e+01, 5.97e+01, 3.77e+01, 2.29e+01, 1.59e+01, 8.06e+01, 8.76e+01, 8.86e+01, 5.92e+01, 9.35e+01, 6.68e+01, 2.79e+01, 6.87e+01, 1.05e+02, 7.96e+01, 2.94e+01, 1.05e+02, 1.69e+01, 5.99e+01, 9.55e+01, 4.81e+01, 7.16e+01, 6.77e+01, 8.76e+01, 9.85e+01, 6.06e+01, 9.05e+01, 4.78e+01, 6.77e+01, 6.87e+01, 4.68e+01, 5.37e+01, 5.67e+01, 4.93e+01, 5.77e+01, 7.76e+01, 2.98e+01, 3.58e+01, 7.36e+01, 1.59e+01, 5.37e+01, 3.48e+01, 1.27e+02, 5.94e+01, 7.76e+01, 4.68e+01, 3.48e+01
Function error values when FEs = 40000 , 5.87e+01, 1.10e+02, 1.03e+02, 1.02e+02, 8.86e+01, 5.97e+01, 3.77e+01, 2.29e+01, 1.59e+01, 8.06e+01, 8.76e+01, 8.86e+01, 5.92e+01, 9.35e+01, 6.68e+01, 2.79e+01, 6.87e+01, 1.05e+02, 7.96e+01, 2.94e+01, 1.05e+02, 1.69e+01, 5.99e+01, 9.55e+01, 4.81e+01, 7.16e+01, 6.77e+01, 8.76e+01, 9.85e+01, 6.06e+01, 9.05e+01, 4.78e+01, 6.77e+01, 6.87e+01, 4.68e+01, 5.37e+01, 5.67e+01, 4.93e+01, 5.77e+01, 7.76e+01, 2.98e+01, 3.58e+01, 7.36e+01, 1.59e+01, 5.37e+01, 3.48e+01, 1.27e+02, 5.94e+01, 7.76e+01, 4.68e+01, 3.48e+01
Function error values when FEs = 50000 , 5.87e+01, 1.10e+02, 1.03e+02, 1.02e+02, 8.86e+01, 5.97e+01, 3.77e+01, 2.29e+01, 1.59e+01, 8.06e+01, 8.76e+01, 8.86e+01, 5.92e+01, 9.35e+01, 6.68e+01, 2.79e+01, 6.87e+01, 1.05e+02, 7.96e+01, 2.94e+01, 1.05e+02, 1.69e+01, 5.99e+01, 9.55e+01, 4.81e+01, 7.16e+01, 6.77e+01, 8.76e+01, 9.85e+01, 6.06e+01, 9.05e+01, 4.78e+01, 6.77e+01, 6.87e+01, 4.68e+01, 5.37e+01, 5.67e+01, 4.93e+01, 5.77e+01, 7.76e+01, 2.98e+01, 3.58e+01, 7.36e+01, 1.59e+01, 5.37e+01, 3.48e+01, 1.27e+02, 5.94e+01, 7.76e+01, 4.68e+01, 3.48e+01
Function error values when FEs = 60000 , 5.87e+01, 1.10e+02, 1.03e+02, 1.02e+02, 8.86e+01, 5.97e+01, 3.77e+01, 2.29e+01, 1.59e+01, 8.06e+01, 8.76e+01, 8.86e+01, 5.92e+01, 9.35e+01, 6.68e+01, 2.79e+01, 6.87e+01, 1.05e+02, 7.96e+01, 2.94e+01, 1.05e+02, 1.69e+01, 5.99e+01, 9.55e+01, 4.81e+01, 7.16e+01, 6.77e+01, 8.76e+01, 9.85e+01, 6.06e+01, 9.05e+01, 4.78e+01, 6.77e+01, 6.87e+01, 4.68e+01, 5.37e+01, 5.67e+01, 4.93e+01, 5.77e+01, 7.76e+01, 2.98e+01, 3.58e+01, 7.36e+01, 1.59e+01, 5.37e+01, 3.48e+01, 1.27e+02, 5.94e+01, 7.76e+01, 4.68e+01, 3.48e+01
