MOS-SOCO2011_8_10.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 1000 , 3.84e+01, 2.59e+01, 1.47e+01, 4.24e+01, 2.09e+01, 1.70e+01, 1.50e+01, 3.98e+01, 3.39e+00, 2.20e+01, 9.39e+00, 1.84e+01, 2.49e+01, 2.53e+01, 3.29e+01, 2.09e+01, 2.20e+01, 9.80e+00, 4.58e+01, 2.72e+01, 3.61e+01, 3.29e+01, 1.30e+01, 4.26e+01, 2.05e+01, 2.44e+01, 3.39e+01, 2.29e+01, 2.33e+01, 5.08e+01, 1.90e+01, 1.82e+01, 1.83e+01, 2.64e+01, 4.72e+01, 4.51e+01, 4.04e+01, 3.99e+01, 5.57e+01, 2.62e+01, 2.79e+01, 2.29e+01, 5.28e+01, 1.83e+01, 6.11e+01, 2.30e+01, 2.91e+01, 4.41e+01, 1.90e+01, 2.40e+01, 3.21e+01
Function error values when FEs = 2000 , 2.19e+01, 2.59e+01, 1.39e+01, 4.18e+01, 2.09e+01, 1.69e+01, 1.49e+01, 3.98e+01, 2.98e+00, 2.19e+01, 7.96e+00, 1.79e+01, 2.49e+01, 2.49e+01, 2.61e+01, 2.09e+01, 2.19e+01, 8.95e+00, 4.58e+01, 2.69e+01, 3.58e+01, 3.28e+01, 1.29e+01, 1.40e+01, 1.99e+01, 2.39e+01, 3.38e+01, 2.09e+01, 2.33e+01, 5.07e+01, 1.89e+01, 1.79e+01, 1.79e+01, 2.59e+01, 4.68e+01, 4.21e+01, 3.98e+01, 3.98e+01, 7.96e+00, 2.59e+01, 2.79e+01, 2.07e+01, 4.85e+01, 1.79e+01, 1.72e+01, 2.29e+01, 2.89e+01, 4.40e+01, 1.89e+01, 2.39e+01, 3.18e+01
Function error values when FEs = 3000 , 2.19e+01, 2.59e+01, 1.39e+01, 3.89e+01, 2.09e+01, 1.69e+01, 1.49e+01, 3.98e+01, 2.98e+00, 2.19e+01, 7.96e+00, 1.79e+01, 2.49e+01, 2.49e+01, 1.91e+01, 2.09e+01, 2.19e+01, 8.95e+00, 3.14e+01, 2.69e+01, 2.72e+01, 2.37e+01, 1.29e+01, 1.39e+01, 1.99e+01, 2.39e+01, 3.38e+01, 2.09e+01, 2.33e+01, 4.39e+01, 1.89e+01, 1.79e+01, 1.79e+01, 2.59e+01, 4.00e+01, 3.76e+01, 2.68e+01, 3.36e+01, 7.96e+00, 2.59e+01, 2.72e+01, 1.85e+01, 3.77e+01, 1.79e+01, 1.69e+01, 2.29e+01, 2.89e+01, 3.60e+01, 1.89e+01, 2.39e+01, 3.18e+01
Function error values when FEs = 5000 , 1.41e+01, 2.59e+01, 1.39e+01, 2.57e+01, 2.09e+01, 1.69e+01, 1.49e+01, 9.95e+00, 2.98e+00, 1.94e+01, 7.96e+00, 1.79e+01, 2.16e+01, 1.98e+01, 1.70e+01, 2.09e+01, 2.01e+01, 8.95e+00, 2.79e+01, 2.69e+01, 2.29e+01, 2.37e+01, 1.29e+01, 1.39e+01, 1.99e+01, 1.45e+01, 3.21e+01, 2.09e+01, 2.33e+01, 3.44e+01, 1.89e+01, 1.79e+01, 1.79e+01, 2.59e+01, 2.53e+01, 3.25e+01, 2.51e+01, 2.35e+01, 7.96e+00, 1.40e+01, 2.22e+01, 1.61e+01, 2.58e+01, 1.79e+01, 1.69e+01, 2.29e+01, 2.21e+01, 2.86e+01, 1.89e+01, 2.39e+01, 2.76e+01
Function error values when FEs = 10000 , 2.99e+00, 1.59e+01, 1.28e+01, 1.61e+01, 1.99e+01, 1.60e+01, 1.09e+01, 9.95e+00, 2.98e+00, 1.79e+01, 7.96e+00, 1.79e+01, 1.82e+01, 1.70e+01, 1.23e+01, 1.49e+01, 1.66e+01, 8.95e+00, 1.60e+01, 1.64e+01, 1.75e+01, 1.75e+01, 1.29e+01, 1.39e+01, 1.42e+01, 1.19e+01, 2.16e+01, 2.09e+01, 1.39e+01, 2.59e+01, 1.88e+01, 1.79e+01, 1.38e+01, 9.68e+00, 1.91e+01, 1.38e+01, 1.04e+01, 1.62e+01, 7.96e+00, 1.39e+01, 1.10e+01, 1.49e+01, 1.28e+01, 1.62e+01, 1.69e+01, 1.87e+01, 1.46e+01, 1.56e+01, 1.59e+01, 8.90e+00, 2.10e+01
Function error values when FEs = 20000 , 2.98e+00, 7.96e+00, 1.01e+01, 1.53e+01, 1.84e+01, 9.18e+00, 7.53e+00, 9.95e+00, 2.98e+00, 1.37e+01, 7.96e+00, 1.33e+01, 1.52e+01, 6.72e+00, 8.13e+00, 9.58e+00, 1.21e+01, 8.95e+00, 8.07e+00, 1.22e+01, 7.53e+00, 1.27e+01, 1.28e+01, 1.26e+01, 1.23e+01, 8.96e+00, 1.08e+01, 1.47e+01, 1.33e+01, 9.55e+00, 1.49e+01, 9.86e+00, 9.54e+00, 6.80e+00, 9.99e+00, 9.95e+00, 9.06e+00, 1.19e+01, 7.96e+00, 6.56e+00, 9.40e+00, 9.95e+00, 8.35e+00, 1.25e+01, 8.95e+00, 1.22e+01, 8.05e+00, 1.35e+01, 1.19e+01, 8.22e+00, 1.73e+01
Function error values when FEs = 30000 , 2.98e+00, 4.97e+00, 9.44e+00, 1.49e+01, 1.78e+01, 6.86e+00, 7.51e+00, 9.95e+00, 2.98e+00, 1.14e+01, 5.97e+00, 1.04e+01, 1.50e+01, 4.97e+00, 7.96e+00, 8.96e+00, 5.27e+00, 6.34e+00, 7.94e+00, 6.81e+00, 6.52e+00, 5.87e+00, 1.20e+01, 1.08e+01, 1.10e+01, 8.54e+00, 8.07e+00, 1.39e+01, 1.13e+01, 9.00e+00, 1.43e+01, 9.05e+00, 7.35e+00, 5.96e+00, 9.88e+00, 6.96e+00, 8.33e+00, 1.02e+01, 6.06e+00, 5.63e+00, 9.17e+00, 9.95e+00, 7.97e+00, 1.07e+01, 6.96e+00, 1.07e+01, 7.84e+00, 1.25e+01, 8.78e+00, 6.26e+00, 1.71e+01
Function error values when FEs = 40000 , 2.98e+00, 4.97e+00, 9.44e+00, 1.41e+01, 1.64e+01, 5.51e+00, 5.96e+00, 8.12e+00, 2.98e+00, 8.28e+00, 5.97e+00, 8.04e+00, 1.49e+01, 4.96e+00, 4.97e+00, 8.66e+00, 3.99e+00, 5.97e+00, 7.94e+00, 6.63e+00, 6.30e+00, 5.86e+00, 9.95e+00, 1.03e+01, 1.04e+01, 8.39e+00, 7.01e+00, 1.28e+01, 9.60e+00, 8.80e+00, 1.40e+01, 7.87e+00, 7.33e+00, 5.47e+00, 9.74e+00, 6.96e+00, 8.19e+00, 1.01e+01, 5.82e+00, 5.26e+00, 8.97e+00, 9.59e+00, 7.96e+00, 9.74e+00, 5.21e+00, 9.77e+00, 7.83e+00, 1.14e+01, 8.76e+00, 6.14e+00, 1.69e+01
Function error values when FEs = 50000 , 2.98e+00, 4.97e+00, 9.44e+00, 1.37e+01, 1.63e+01, 4.82e+00, 5.95e+00, 7.96e+00, 2.98e+00, 7.72e+00, 5.97e+00, 7.56e+00, 1.49e+01, 4.96e+00, 4.97e+00, 8.53e+00, 3.98e+00, 5.97e+00, 7.93e+00, 6.49e+00, 5.69e+00, 5.57e+00, 9.95e+00, 1.03e+01, 1.01e+01, 8.08e+00, 5.46e+00, 1.27e+01, 9.45e+00, 8.41e+00, 1.26e+01, 6.97e+00, 6.93e+00, 5.47e+00, 9.62e+00, 6.96e+00, 8.05e+00, 9.38e+00, 5.42e+00, 5.26e+00, 8.78e+00, 7.82e+00, 7.96e+00, 9.74e+00, 5.03e+00, 9.23e+00, 7.83e+00, 1.10e+01, 8.50e+00, 6.02e+00, 1.58e+01
Function error values when FEs = 60000 , 2.98e+00, 4.97e+00, 8.15e+00, 1.35e+01, 1.61e+01, 4.37e+00, 5.94e+00, 7.96e+00, 9.95e-01, 7.72e+00, 4.68e+00, 7.48e+00, 1.49e+01, 4.95e+00, 4.97e+00, 8.41e+00, 3.98e+00, 5.97e+00, 7.93e+00, 6.39e+00, 5.53e+00, 5.53e+00, 9.95e+00, 1.03e+01, 9.95e+00, 7.91e+00, 5.46e+00, 6.91e+00, 9.35e+00, 8.22e+00, 1.23e+01, 6.96e+00, 6.91e+00, 5.47e+00, 9.50e+00, 6.78e+00, 7.91e+00, 9.22e+00, 5.40e+00, 5.26e+00, 8.61e+00, 7.82e+00, 7.96e+00, 9.73e+00, 5.03e+00, 9.23e+00, 7.83e+00, 1.07e+01, 8.45e+00, 5.91e+00, 1.57e+01
