MOS-SOCO2011_28_100.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 10000 , 2.04e+03, 1.12e+03, 1.01e+03, 1.37e+03, 1.21e+03, 2.03e+03, 1.05e+03, 9.46e+02, 1.70e+03, 1.26e+04, 8.31e+02, 1.57e+03, 1.02e+03, 1.76e+03, 2.39e+03, 1.46e+03, 1.09e+03, 1.53e+03, 1.63e+03, 1.02e+03, 1.07e+03, 8.85e+02, 9.84e+02, 1.49e+03, 1.96e+03, 8.82e+02, 1.07e+03, 1.05e+03, 1.57e+03, 1.09e+03, 1.07e+03, 1.03e+03, 9.15e+02, 2.44e+03, 1.01e+03, 1.24e+03, 1.26e+03, 1.05e+03, 8.83e+02, 1.20e+03, 1.20e+03, 1.15e+03, 1.04e+03, 9.03e+02, 1.34e+03, 2.97e+03, 1.02e+03, 1.54e+03, 8.84e+02, 1.02e+03, 1.12e+03
Function error values when FEs = 20000 , 6.85e+02, 7.67e+02, 6.24e+02, 6.87e+02, 6.60e+02, 6.96e+02, 6.76e+02, 6.80e+02, 6.36e+02, 8.62e+03, 6.51e+02, 7.01e+02, 6.29e+02, 6.79e+02, 6.67e+02, 7.11e+02, 7.02e+02, 6.81e+02, 6.54e+02, 6.28e+02, 6.42e+02, 6.49e+02, 6.73e+02, 6.41e+02, 7.84e+02, 6.29e+02, 6.24e+02, 6.40e+02, 7.14e+02, 6.51e+02, 6.27e+02, 7.30e+02, 6.45e+02, 6.88e+02, 6.73e+02, 6.25e+02, 6.91e+02, 5.93e+02, 5.74e+02, 6.62e+02, 6.00e+02, 6.72e+02, 6.71e+02, 6.55e+02, 6.55e+02, 6.65e+02, 7.06e+02, 6.84e+02, 5.95e+02, 6.09e+02, 6.84e+02
Function error values when FEs = 30000 , 6.16e+02, 6.22e+02, 5.67e+02, 6.79e+02, 5.70e+02, 5.92e+02, 6.31e+02, 6.67e+02, 5.45e+02, 3.87e+03, 6.46e+02, 6.72e+02, 5.84e+02, 5.96e+02, 5.52e+02, 6.07e+02, 6.72e+02, 6.18e+02, 5.95e+02, 5.80e+02, 5.83e+02, 5.97e+02, 6.34e+02, 5.88e+02, 6.71e+02, 5.81e+02, 5.68e+02, 5.80e+02, 5.83e+02, 6.28e+02, 5.78e+02, 6.85e+02, 6.14e+02, 5.66e+02, 6.00e+02, 6.07e+02, 6.43e+02, 5.71e+02, 5.64e+02, 6.13e+02, 5.57e+02, 6.33e+02, 6.29e+02, 6.35e+02, 6.20e+02, 6.40e+02, 5.97e+02, 5.77e+02, 5.87e+02, 5.67e+02, 6.21e+02
Function error values when FEs = 50000 , 5.54e+02, 5.87e+02, 5.38e+02, 6.58e+02, 5.56e+02, 5.74e+02, 6.19e+02, 6.56e+02, 5.35e+02, 1.20e+03, 6.41e+02, 5.71e+02, 5.65e+02, 5.67e+02, 5.35e+02, 5.95e+02, 6.56e+02, 6.08e+02, 5.69e+02, 5.71e+02, 5.51e+02, 5.73e+02, 6.24e+02, 5.76e+02, 6.36e+02, 5.66e+02, 5.57e+02, 5.67e+02, 5.69e+02, 6.21e+02, 5.66e+02, 6.29e+02, 5.79e+02, 5.45e+02, 5.84e+02, 5.58e+02, 5.68e+02, 5.62e+02, 5.61e+02, 5.59e+02, 5.49e+02, 6.21e+02, 5.87e+02, 5.65e+02, 6.06e+02, 6.26e+02, 5.80e+02, 5.52e+02, 5.63e+02, 5.31e+02, 5.74e+02
Function error values when FEs = 100000 , 5.45e+02, 5.86e+02, 5.32e+02, 6.33e+02, 5.45e+02, 5.72e+02, 5.76e+02, 6.42e+02, 5.31e+02, 6.17e+02, 6.36e+02, 5.58e+02, 5.48e+02, 5.55e+02, 5.29e+02, 5.48e+02, 5.63e+02, 6.00e+02, 5.57e+02, 5.64e+02, 5.43e+02, 5.60e+02, 6.19e+02, 5.62e+02, 6.29e+02, 5.62e+02, 5.47e+02, 5.65e+02, 5.58e+02, 6.19e+02, 5.55e+02, 5.52e+02, 5.51e+02, 5.39e+02, 5.82e+02, 5.46e+02, 5.64e+02, 5.48e+02, 5.60e+02, 5.46e+02, 5.46e+02, 6.19e+02, 5.86e+02, 5.50e+02, 5.87e+02, 5.84e+02, 5.71e+02, 5.45e+02, 5.42e+02, 5.02e+02, 5.51e+02
Function error values when FEs = 200000 , 5.37e+02, 5.85e+02, 5.25e+02, 6.32e+02, 5.41e+02, 5.60e+02, 5.47e+02, 6.27e+02, 5.26e+02, 5.44e+02, 6.36e+02, 5.42e+02, 5.41e+02, 5.45e+02, 5.27e+02, 5.36e+02, 5.54e+02, 5.62e+02, 5.47e+02, 5.07e+02, 5.39e+02, 5.53e+02, 6.10e+02, 5.41e+02, 6.07e+02, 4.92e+02, 5.41e+02, 5.57e+02, 5.49e+02, 6.19e+02, 5.32e+02, 4.90e+02, 4.98e+02, 5.36e+02, 5.74e+02, 5.46e+02, 5.63e+02, 5.11e+02, 5.60e+02, 5.37e+02, 4.94e+02, 6.19e+02, 5.81e+02, 5.41e+02, 5.84e+02, 5.41e+02, 5.47e+02, 5.37e+02, 5.13e+02, 5.00e+02, 5.42e+02
Function error values when FEs = 300000 , 5.02e+02, 5.81e+02, 5.24e+02, 6.32e+02, 5.37e+02, 5.56e+02, 5.44e+02, 6.26e+02, 5.24e+02, 4.97e+02, 6.36e+02, 4.94e+02, 4.89e+02, 5.42e+02, 5.26e+02, 4.75e+02, 5.47e+02, 4.83e+02, 5.44e+02, 4.90e+02, 5.37e+02, 5.52e+02, 6.10e+02, 4.89e+02, 5.42e+02, 4.85e+02, 5.21e+02, 5.46e+02, 5.48e+02, 6.19e+02, 4.89e+02, 4.89e+02, 4.97e+02, 5.23e+02, 5.49e+02, 5.46e+02, 5.61e+02, 4.89e+02, 5.59e+02, 4.85e+02, 4.94e+02, 6.19e+02, 5.80e+02, 5.39e+02, 5.84e+02, 5.38e+02, 5.11e+02, 4.85e+02, 4.83e+02, 4.98e+02, 4.94e+02
Function error values when FEs = 400000 , 4.75e+02, 5.80e+02, 5.24e+02, 6.32e+02, 5.37e+02, 5.40e+02, 5.44e+02, 6.25e+02, 5.24e+02, 4.81e+02, 6.35e+02, 4.91e+02, 4.87e+02, 5.32e+02, 5.26e+02, 4.73e+02, 4.95e+02, 4.80e+02, 5.07e+02, 4.85e+02, 5.31e+02, 5.52e+02, 6.10e+02, 4.88e+02, 4.67e+02, 4.82e+02, 4.84e+02, 5.04e+02, 5.46e+02, 6.19e+02, 4.88e+02, 4.88e+02, 4.97e+02, 5.19e+02, 5.16e+02, 5.46e+02, 5.53e+02, 4.87e+02, 5.57e+02, 4.81e+02, 4.94e+02, 6.19e+02, 5.80e+02, 5.39e+02, 5.84e+02, 5.35e+02, 4.94e+02, 4.82e+02, 4.83e+02, 4.98e+02, 4.94e+02
Function error values when FEs = 500000 , 4.73e+02, 5.80e+02, 5.24e+02, 6.32e+02, 5.36e+02, 4.82e+02, 5.44e+02, 6.25e+02, 5.24e+02, 4.81e+02, 6.32e+02, 4.88e+02, 4.82e+02, 4.84e+02, 5.26e+02, 4.73e+02, 4.88e+02, 4.80e+02, 4.89e+02, 4.82e+02, 4.87e+02, 5.50e+02, 6.10e+02, 4.87e+02, 3.90e+02, 4.79e+02, 4.81e+02, 4.98e+02, 5.38e+02, 6.19e+02, 4.82e+02, 4.86e+02, 4.97e+02, 5.19e+02, 4.94e+02, 5.45e+02, 5.39e+02, 4.82e+02, 5.55e+02, 4.78e+02, 4.94e+02, 6.19e+02, 5.79e+02, 5.39e+02, 5.84e+02, 5.35e+02, 4.94e+02, 4.78e+02, 4.83e+02, 4.98e+02, 4.94e+02
Function error values when FEs = 600000 , 4.73e+02, 5.80e+02, 5.24e+02, 6.32e+02, 5.35e+02, 4.75e+02, 5.44e+02, 6.22e+02, 5.24e+02, 4.81e+02, 6.24e+02, 4.85e+02, 4.80e+02, 4.81e+02, 5.26e+02, 4.72e+02, 4.82e+02, 4.80e+02, 4.88e+02, 4.78e+02, 4.74e+02, 5.46e+02, 6.10e+02, 4.84e+02, 3.00e+02, 4.76e+02, 4.77e+02, 4.88e+02, 5.29e+02, 6.18e+02, 4.80e+02, 4.83e+02, 4.97e+02, 5.19e+02, 4.94e+02, 5.44e+02, 4.96e+02, 4.79e+02, 5.54e+02, 4.76e+02, 4.94e+02, 6.18e+02, 5.76e+02, 5.39e+02, 5.84e+02, 5.35e+02, 4.94e+02, 4.76e+02, 4.83e+02, 4.98e+02, 4.94e+02
