MOS-CEC2012_11_100.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 10000 , 3.18e+04, 1.94e+04, 1.43e+04, 2.56e+04, 8.53e+03, 2.99e+04, 3.38e+04, 2.66e+04, 2.95e+04, 2.42e+04, 3.69e+04, 1.22e+04, 3.71e+04, 3.90e+04, 2.66e+04, 5.10e+04, 1.54e+04, 2.92e+04, 4.88e+04, 2.79e+04, 3.39e+04, 1.45e+04, 2.66e+04, 2.33e+04, 4.76e+04, 3.65e+04, 2.70e+04, 1.18e+04, 4.32e+04, 2.45e+04, 7.68e+03, 1.87e+04, 4.45e+04, 4.61e+04, 2.12e+04, 1.24e+04, 3.20e+04, 1.78e+04, 1.62e+04, 2.69e+04, 1.41e+04, 1.85e+04, 2.01e+04, 2.16e+04, 2.45e+04, 3.74e+04, 3.11e+04, 3.01e+04, 3.36e+04, 2.26e+04, 5.74e+04
Function error values when FEs = 20000 , 2.02e+03, 1.20e+03, 1.01e+03, 1.14e+03, 1.09e+03, 2.49e+03, 2.50e+03, 1.46e+03, 2.53e+03, 1.14e+03, 2.30e+03, 1.11e+03, 4.02e+03, 2.49e+03, 2.04e+03, 4.14e+03, 1.18e+03, 1.68e+03, 3.39e+03, 1.40e+03, 1.67e+03, 1.13e+03, 2.10e+03, 1.49e+03, 3.53e+03, 2.11e+03, 2.80e+03, 1.01e+03, 2.95e+03, 1.41e+03, 8.14e+02, 1.68e+03, 3.01e+03, 3.47e+03, 1.37e+03, 9.90e+02, 1.23e+03, 1.25e+03, 1.70e+03, 1.48e+03, 1.15e+03, 1.39e+03, 1.25e+03, 1.82e+03, 2.30e+03, 3.56e+03, 1.54e+03, 1.73e+03, 2.08e+03, 9.60e+02, 3.89e+03
Function error values when FEs = 30000 , 7.08e+02, 1.11e+03, 9.45e+02, 9.40e+02, 1.06e+03, 1.07e+03, 1.05e+03, 1.07e+03, 1.21e+03, 7.18e+02, 1.42e+03, 6.64e+02, 2.16e+03, 8.40e+02, 1.09e+03, 1.41e+03, 9.50e+02, 8.61e+02, 1.71e+03, 1.16e+03, 9.27e+02, 1.05e+03, 1.58e+03, 9.93e+02, 1.24e+03, 1.11e+03, 1.39e+03, 9.24e+02, 9.62e+02, 1.07e+03, 7.84e+02, 1.13e+03, 9.62e+02, 7.73e+02, 1.09e+03, 8.34e+02, 8.26e+02, 1.19e+03, 1.53e+03, 8.84e+02, 1.08e+03, 1.31e+03, 9.25e+02, 1.22e+03, 1.45e+03, 9.93e+02, 6.06e+02, 6.06e+02, 9.77e+02, 7.63e+02, 1.29e+03
Function error values when FEs = 50000 , 7.07e+02, 1.11e+03, 9.13e+02, 9.37e+02, 1.02e+03, 1.06e+03, 1.04e+03, 1.03e+03, 1.21e+03, 7.00e+02, 1.38e+03, 6.56e+02, 2.15e+03, 8.39e+02, 1.03e+03, 1.40e+03, 9.35e+02, 8.61e+02, 1.66e+03, 1.15e+03, 9.26e+02, 1.02e+03, 1.58e+03, 9.92e+02, 1.19e+03, 1.09e+03, 1.39e+03, 9.22e+02, 9.41e+02, 9.99e+02, 7.50e+02, 1.13e+03, 9.57e+02, 7.69e+02, 1.08e+03, 8.34e+02, 8.25e+02, 1.16e+03, 1.46e+03, 8.70e+02, 1.08e+03, 1.27e+03, 8.82e+02, 1.20e+03, 1.42e+03, 9.02e+02, 5.27e+02, 6.06e+02, 9.73e+02, 7.35e+02, 1.27e+03
Function error values when FEs = 100000 , 7.06e+02, 1.11e+03, 9.10e+02, 8.18e+02, 9.29e+02, 9.92e+02, 9.90e+02, 1.01e+03, 1.21e+03, 6.53e+02, 1.37e+03, 6.38e+02, 2.15e+03, 8.39e+02, 9.89e+02, 1.26e+03, 9.19e+02, 8.61e+02, 1.64e+03, 1.09e+03, 9.25e+02, 9.60e+02, 1.58e+03, 9.90e+02, 1.17e+03, 9.91e+02, 1.39e+03, 9.20e+02, 8.67e+02, 9.47e+02, 7.31e+02, 1.12e+03, 9.04e+02, 7.68e+02, 1.08e+03, 8.34e+02, 8.24e+02, 1.10e+03, 1.39e+03, 7.92e+02, 1.08e+03, 1.26e+03, 8.78e+02, 1.17e+03, 1.37e+03, 8.59e+02, 5.24e+02, 6.04e+02, 9.68e+02, 6.73e+02, 1.16e+03
Function error values when FEs = 200000 , 6.51e+02, 1.11e+03, 8.93e+02, 8.12e+02, 9.29e+02, 9.92e+02, 9.81e+02, 1.01e+03, 1.20e+03, 6.47e+02, 1.31e+03, 5.54e+02, 2.15e+03, 8.38e+02, 9.50e+02, 1.26e+03, 9.01e+02, 8.61e+02, 1.64e+03, 1.08e+03, 9.24e+02, 9.53e+02, 1.58e+03, 9.21e+02, 1.14e+03, 9.24e+02, 1.39e+03, 9.20e+02, 7.52e+02, 9.44e+02, 7.22e+02, 1.12e+03, 8.80e+02, 7.68e+02, 1.08e+03, 8.34e+02, 7.60e+02, 1.09e+03, 1.39e+03, 7.89e+02, 1.07e+03, 1.25e+03, 8.74e+02, 1.16e+03, 1.37e+03, 7.92e+02, 5.11e+02, 5.99e+02, 9.49e+02, 6.66e+02, 1.15e+03
Function error values when FEs = 300000 , 6.36e+02, 1.04e+03, 8.34e+02, 8.06e+02, 9.29e+02, 9.92e+02, 9.07e+02, 9.39e+02, 1.18e+03, 5.81e+02, 1.31e+03, 4.84e+02, 2.15e+03, 8.37e+02, 9.13e+02, 1.26e+03, 8.05e+02, 8.61e+02, 1.57e+03, 9.95e+02, 9.24e+02, 9.53e+02, 1.58e+03, 9.21e+02, 1.10e+03, 9.24e+02, 1.38e+03, 9.20e+02, 7.52e+02, 9.43e+02, 6.55e+02, 1.12e+03, 8.16e+02, 7.68e+02, 1.08e+03, 8.34e+02, 7.55e+02, 1.09e+03, 1.39e+03, 7.71e+02, 1.01e+03, 1.19e+03, 8.09e+02, 1.10e+03, 1.37e+03, 7.89e+02, 5.06e+02, 5.81e+02, 8.91e+02, 6.66e+02, 1.14e+03
Function error values when FEs = 400000 , 6.34e+02, 1.04e+03, 8.34e+02, 7.41e+02, 9.29e+02, 9.92e+02, 8.46e+02, 9.39e+02, 1.18e+03, 5.81e+02, 1.31e+03, 4.83e+02, 2.15e+03, 8.36e+02, 9.13e+02, 1.26e+03, 7.83e+02, 8.61e+02, 1.57e+03, 9.52e+02, 9.23e+02, 9.53e+02, 1.58e+03, 9.21e+02, 1.10e+03, 9.23e+02, 1.37e+03, 9.20e+02, 7.52e+02, 9.42e+02, 6.55e+02, 1.12e+03, 8.16e+02, 7.68e+02, 1.08e+03, 8.34e+02, 7.55e+02, 1.09e+03, 1.39e+03, 7.24e+02, 1.01e+03, 1.12e+03, 8.06e+02, 1.08e+03, 1.37e+03, 7.88e+02, 4.61e+02, 5.33e+02, 8.21e+02, 6.66e+02, 1.07e+03
Function error values when FEs = 500000 , 5.99e+02, 1.04e+03, 8.34e+02, 7.41e+02, 9.29e+02, 9.92e+02, 8.46e+02, 9.39e+02, 1.18e+03, 5.81e+02, 1.31e+03, 4.83e+02, 2.15e+03, 8.34e+02, 9.13e+02, 1.26e+03, 7.83e+02, 8.61e+02, 1.57e+03, 9.51e+02, 9.23e+02, 9.53e+02, 1.58e+03, 9.21e+02, 1.10e+03, 9.23e+02, 1.35e+03, 9.20e+02, 7.52e+02, 9.42e+02, 6.55e+02, 1.12e+03, 8.16e+02, 7.68e+02, 1.08e+03, 8.34e+02, 7.55e+02, 1.09e+03, 1.39e+03, 7.23e+02, 1.01e+03, 1.12e+03, 8.06e+02, 1.03e+03, 1.37e+03, 7.88e+02, 4.37e+02, 5.33e+02, 8.21e+02, 6.66e+02, 1.07e+03
Function error values when FEs = 600000 , 5.68e+02, 1.04e+03, 8.33e+02, 7.41e+02, 9.29e+02, 9.92e+02, 8.46e+02, 9.39e+02, 1.18e+03, 5.81e+02, 1.31e+03, 4.83e+02, 2.15e+03, 8.30e+02, 9.13e+02, 1.26e+03, 7.83e+02, 8.61e+02, 1.57e+03, 9.51e+02, 9.22e+02, 9.53e+02, 1.58e+03, 9.21e+02, 1.10e+03, 9.23e+02, 1.30e+03, 9.20e+02, 7.52e+02, 9.42e+02, 6.55e+02, 1.12e+03, 8.16e+02, 7.68e+02, 1.08e+03, 8.34e+02, 7.55e+02, 1.09e+03, 1.39e+03, 7.23e+02, 1.01e+03, 1.12e+03, 8.06e+02, 1.03e+03, 1.37e+03, 7.88e+02, 4.37e+02, 5.33e+02, 8.21e+02, 6.66e+02, 1.07e+03
