MOS-CEC2013_9_10.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 1000 , 1.71e+02, 4.05e+02, 6.61e+02, 3.96e+02, 6.51e+02, 3.14e+02, 1.27e+03, 4.95e+02, 5.54e+02, 9.42e+02, 6.78e+02, 1.04e+03, 8.56e+02, 1.05e+03, 9.30e+02, 6.74e+02, 4.93e+02, 4.16e+02, 1.47e+03, 7.91e+02, 1.03e+03, 9.61e+02, 4.46e+02, 7.12e+02, 8.41e+02, 9.13e+02, 6.77e+02, 4.87e+02, 2.51e+02, 6.28e+01, 1.25e+03, 5.55e+02, 9.26e+02, 5.03e+02, 3.97e+02, 8.00e+02, 7.53e+02, 5.70e+02, 7.46e+02, 1.37e+03, 1.25e+02, 6.09e+02, 9.80e+02, 7.77e+02, 6.74e+02, 3.16e+02, 4.51e+02, 7.19e+02, 6.63e+02, 7.84e+02, 5.80e+02
Function error values when FEs = 2000 , 1.69e+02, 4.01e+02, 6.56e+02, 3.71e+02, 6.25e+02, 3.08e+02, 1.10e+03, 4.91e+02, 5.51e+02, 9.19e+02, 6.61e+02, 1.02e+03, 8.30e+02, 3.98e+02, 8.97e+02, 6.71e+02, 4.93e+02, 4.12e+02, 1.47e+03, 7.50e+02, 1.02e+03, 9.35e+02, 3.53e+02, 7.01e+02, 5.87e+02, 9.08e+02, 6.74e+02, 4.80e+02, 2.49e+02, 5.39e+01, 9.07e+02, 5.50e+02, 9.10e+02, 4.94e+02, 3.95e+02, 7.96e+02, 7.43e+02, 5.67e+02, 7.41e+02, 1.37e+03, 1.23e+02, 5.54e+02, 8.31e+02, 7.64e+02, 6.69e+02, 2.77e+02, 4.42e+02, 7.18e+02, 6.62e+02, 7.76e+02, 5.70e+02
Function error values when FEs = 3000 , 1.68e+02, 4.00e+02, 6.52e+02, 3.67e+02, 6.24e+02, 3.08e+02, 6.59e+02, 4.91e+02, 5.51e+02, 2.14e+02, 6.61e+02, 2.71e+02, 8.29e+02, 3.98e+02, 8.85e+02, 6.71e+02, 4.93e+02, 4.12e+02, 2.14e+02, 7.49e+02, 4.62e+02, 9.34e+02, 1.35e+02, 7.01e+02, 3.21e+02, 9.04e+02, 6.74e+02, 4.79e+02, 2.49e+02, 5.39e+01, 1.73e+02, 5.49e+02, 1.09e+02, 4.94e+02, 3.95e+02, 7.95e+02, 7.43e+02, 5.67e+02, 3.69e+02, 3.32e+02, 1.23e+02, 5.54e+02, 1.13e+02, 7.58e+02, 6.68e+02, 2.77e+02, 4.42e+02, 1.66e+02, 6.60e+02, 1.68e+02, 7.00e+01
Function error values when FEs = 5000 , 1.62e+02, 8.46e+01, 1.59e+01, 9.41e+01, 2.52e+02, 3.08e+02, 3.33e+02, 6.27e+01, 3.73e+02, 1.04e+02, 1.03e+02, 2.30e+02, 1.18e+02, 1.23e+02, 1.98e+02, 2.07e+02, 4.92e+02, 2.20e+02, 1.80e+02, 1.48e+02, 8.98e+01, 2.25e+02, 1.35e+02, 1.57e+02, 3.21e+02, 1.33e+02, 1.68e+02, 2.04e+02, 2.49e+02, 5.39e+01, 1.73e+02, 1.35e+02, 7.50e+01, 5.41e+01, 3.89e+02, 7.13e+01, 2.14e+02, 3.57e+02, 8.41e+01, 3.30e+02, 1.23e+02, 6.83e+01, 1.13e+02, 1.64e+02, 8.40e+01, 2.77e+02, 4.61e+01, 1.58e+02, 2.31e+02, 1.55e+02, 5.91e+01
Function error values when FEs = 10000 , 3.84e+01, 8.88e+00, 1.58e+01, 5.60e+01, 3.91e+01, 1.46e+01, 3.28e+01, 2.33e+01, 5.02e+01, 6.82e+00, 1.91e+01, 2.47e+01, 2.60e+01, 2.57e+00, 3.53e+00, 4.33e+01, 1.22e+01, 3.34e+01, 3.01e+01, 3.52e+01, 3.04e+01, 1.93e+01, 3.53e+01, 1.35e+01, 1.69e+01, 3.80e+01, 4.90e+00, 2.14e+01, 1.89e+01, 3.07e+01, 2.41e+01, 8.44e+00, 8.76e+00, 1.18e+01, 5.55e+01, 3.14e+01, 3.48e+01, 5.66e+01, 1.64e+01, 1.47e+01, 9.29e+00, 1.56e+01, 4.17e+01, 2.32e+01, 1.85e+01, 4.16e+01, 4.61e+01, 1.52e+01, 2.57e+01, 2.64e+01, 1.37e+01
Function error values when FEs = 20000 , 1.54e+00, 1.27e+00, 5.44e-01, 2.16e+00, 1.61e+00, 1.88e+00, 2.54e+00, 1.10e-08, 1.24e+00, 2.06e+00, 3.28e+00, 1.61e+00, 2.69e-01, 1.79e-01, 7.23e-01, 7.23e-01, 1.15e+00, 1.09e+00, 3.26e+00, 8.95e-02, 1.45e+00, 1.05e+00, 1.54e+00, 1.79e-01, 0.00e+00, 9.09e-01, 6.33e-01, 2.36e+00, 2.00e+00, 6.33e-01, 1.09e+00, 2.40e+00, 8.95e-02, 9.99e-01, 1.36e+00, 0.00e+00, 1.79e-01, 4.54e-01, 2.36e-01, 5.44e-01, 7.23e-01, 6.42e-01, 1.09e+00, 5.44e-01, 2.43e+00, 9.98e-01, 9.98e-01, 1.36e+00, 9.98e-01, 1.79e-01, 0.00e+00
Function error values when FEs = 30000 , 8.95e-02, 8.95e-02, 8.95e-02, 2.69e-01, 8.95e-02, 0.00e+00, 0.00e+00, 0.00e+00, 1.79e-01, 0.00e+00, 2.33e-01, 1.79e-01, 0.00e+00, 0.00e+00, 1.38e-04, 8.95e-02, 2.05e-01, 1.57e-01, 8.95e-02, 0.00e+00, 8.95e-02, 0.00e+00, 1.79e-01, 8.95e-02, 0.00e+00, 1.06e-04, 8.95e-02, 4.54e-01, 8.95e-02, 8.95e-02, 8.95e-02, 0.00e+00, 0.00e+00, 8.95e-02, 0.00e+00, 0.00e+00, 2.59e-08, 8.95e-02, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 8.95e-02, 0.00e+00, 8.95e-02, 7.42e-05, 9.26e-07, 0.00e+00, 8.95e-02, 1.53e-07, 0.00e+00
Function error values when FEs = 40000 , 3.53e-05, 0.00e+00, 0.00e+00, 0.00e+00, 3.14e-06, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 8.95e-02, 8.95e-02, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 8.95e-02, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 8.95e-02, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 2.55e-07, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
Function error values when FEs = 50000 , 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 5.62e-07, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
Function error values when FEs = 60000 , 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
