MOS-SOCO2011_19_10.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 1000 , 1.63e+04, 8.44e+02, 2.16e+04, 1.23e+04, 1.25e+04, 2.32e+03, 1.74e+04, 1.19e+04, 9.43e+03, 2.62e+03, 2.14e+04, 4.79e+04, 1.00e+04, 1.25e+04, 2.55e+04, 1.69e+04, 2.66e+04, 4.67e+04, 7.27e+02, 5.63e+02, 8.82e+02, 6.23e+04, 1.88e+04, 2.36e+03, 4.27e+04, 7.79e+03, 3.21e+04, 9.86e+03, 3.10e+04, 1.75e+04, 3.09e+03, 3.12e+04, 3.49e+04, 1.81e+04, 1.85e+03, 4.06e+04, 2.36e+04, 2.51e+04, 2.51e+03, 2.69e+04, 3.32e+03, 5.41e+03, 7.08e+04, 7.61e+04, 1.50e+04, 2.93e+04, 2.37e+05, 9.01e+02, 3.52e+04, 1.21e+03, 3.02e+02
Function error values when FEs = 2000 , 1.55e+02, 3.07e+02, 1.18e+04, 9.05e+03, 1.14e+04, 1.27e+03, 2.94e+01, 1.42e+03, 4.77e+03, 2.15e+02, 9.49e+03, 8.02e+02, 6.15e+03, 5.01e+01, 2.55e+04, 1.60e+04, 1.88e+04, 1.19e+01, 1.78e+02, 1.77e+01, 6.90e+02, 9.15e+03, 1.77e+04, 1.13e+03, 1.94e+02, 2.80e+03, 3.10e+04, 1.50e+03, 2.16e+04, 1.23e+04, 1.33e+02, 3.10e+04, 2.21e+04, 1.21e+04, 1.50e+03, 3.10e+04, 1.07e+03, 7.62e+02, 8.48e+02, 1.33e+04, 9.44e+02, 1.21e+01, 2.54e+01, 5.78e+01, 1.50e+04, 2.53e+04, 5.37e+02, 7.48e+02, 1.02e+04, 7.45e+02, 5.59e+01
Function error values when FEs = 3000 , 1.54e+02, 3.06e+02, 1.18e+04, 9.05e+03, 1.14e+04, 1.27e+03, 2.94e+01, 2.33e+02, 4.77e+03, 2.15e+02, 9.49e+03, 8.01e+02, 6.15e+03, 4.94e+01, 2.55e+04, 1.60e+04, 1.88e+04, 7.21e+00, 1.73e+02, 1.69e+01, 6.89e+02, 9.15e+03, 1.77e+04, 1.12e+03, 1.93e+02, 2.80e+03, 3.10e+04, 1.49e+03, 2.16e+04, 1.23e+04, 1.32e+02, 3.10e+04, 2.21e+04, 1.21e+04, 1.50e+03, 3.10e+04, 1.07e+03, 7.61e+02, 8.48e+02, 2.34e+03, 9.44e+02, 1.18e+01, 2.54e+01, 1.99e+01, 1.50e+04, 2.53e+04, 5.15e+02, 7.32e+02, 1.02e+04, 7.45e+02, 5.59e+01
Function error values when FEs = 5000 , 1.48e+02, 3.05e+02, 5.27e+03, 9.04e+03, 1.14e+04, 1.20e+03, 2.93e+01, 2.30e+02, 4.75e+03, 2.15e+02, 9.49e+03, 8.00e+02, 6.15e+03, 4.68e+01, 2.55e+04, 1.60e+04, 1.88e+04, 7.03e+00, 1.72e+02, 1.44e+01, 6.88e+02, 9.15e+03, 1.77e+04, 1.12e+03, 1.92e+02, 2.80e+03, 5.00e+03, 1.47e+03, 2.16e+04, 1.23e+04, 1.31e+02, 3.10e+04, 2.21e+04, 1.21e+04, 1.50e+03, 3.18e+01, 1.07e+03, 7.61e+02, 8.47e+02, 8.18e+01, 9.43e+02, 1.18e+01, 1.62e+01, 1.98e+01, 1.50e+04, 9.08e+02, 2.74e+02, 7.32e+02, 1.02e+04, 7.44e+02, 5.59e+01
Function error values when FEs = 10000 , 1.47e+02, 2.08e+01, 5.26e+03, 4.93e+03, 3.61e+02, 8.88e+02, 2.69e+01, 2.29e+02, 4.75e+03, 2.15e+02, 8.81e+03, 6.82e+01, 6.15e+03, 4.62e+01, 6.26e+03, 2.81e+03, 3.77e+03, 4.86e+00, 1.70e+02, 1.40e+01, 6.88e+02, 7.27e+02, 1.41e+03, 8.28e+02, 1.90e+02, 2.80e+03, 2.73e+03, 2.09e+02, 2.65e+02, 2.38e+02, 1.30e+02, 1.27e+04, 1.38e+04, 4.19e+02, 1.50e+03, 2.88e+01, 1.07e+03, 7.60e+02, 8.46e+02, 6.79e+01, 9.42e+02, 1.05e+01, 1.58e+01, 1.59e+01, 9.48e+02, 8.83e+02, 1.34e+02, 7.30e+02, 1.82e+02, 7.41e+02, 5.56e+01
Function error values when FEs = 20000 , 3.97e+01, 1.09e+01, 2.72e+03, 8.26e+02, 4.54e+01, 1.96e+00, 2.28e+00, 4.50e+01, 1.25e+03, 2.14e+02, 1.98e+02, 6.80e+01, 2.47e+02, 4.60e+01, 6.07e+01, 1.14e+02, 1.16e+03, 4.35e+00, 1.29e+01, 1.40e+01, 1.95e+02, 3.38e+02, 1.95e+02, 8.53e+00, 1.89e+02, 5.50e+02, 2.60e+01, 2.08e+02, 9.59e+01, 2.28e+02, 3.61e+01, 1.43e+03, 5.29e+01, 4.15e+02, 4.96e+01, 2.70e+01, 1.87e+01, 5.69e+00, 5.99e+01, 5.29e+00, 1.79e+01, 1.04e+01, 1.47e+01, 1.59e+01, 3.76e+02, 3.24e+02, 4.50e+01, 1.67e+01, 1.78e+02, 8.84e+01, 5.53e+01
Function error values when FEs = 30000 , 5.81e+00, 1.01e+01, 6.88e+02, 5.77e+02, 1.98e+01, 1.88e+00, 1.68e+00, 4.50e+01, 5.56e+02, 1.78e+01, 7.36e+01, 1.20e+00, 7.80e+01, 2.99e+01, 6.01e+01, 1.14e+02, 1.16e+03, 4.34e+00, 1.28e+01, 1.40e+01, 7.24e+01, 1.36e+01, 1.94e+02, 5.10e+00, 9.29e+01, 2.77e+01, 2.59e+01, 2.07e+02, 1.24e+01, 1.46e+01, 1.21e+01, 4.41e+01, 4.73e+01, 6.71e+01, 3.70e+01, 2.70e+01, 1.85e+01, 5.46e+00, 9.94e+00, 3.71e+00, 1.64e+01, 1.04e+01, 1.47e+01, 8.15e+00, 3.76e+00, 6.63e+01, 8.07e+00, 1.66e+01, 2.04e+00, 2.48e+01, 6.59e+00
Function error values when FEs = 40000 , 2.35e-01, 1.01e+01, 4.92e+01, 5.75e+02, 1.71e+01, 1.87e+00, 1.62e+00, 6.72e-01, 8.21e+01, 1.13e+01, 6.75e+01, 1.04e+00, 6.46e+01, 2.72e+01, 5.98e+01, 1.05e+02, 7.69e+02, 4.33e+00, 1.27e+01, 1.40e+01, 7.16e+01, 9.49e+00, 9.03e+01, 2.41e+00, 7.66e+01, 1.85e+01, 2.59e+01, 1.44e+01, 1.16e+01, 5.61e+00, 8.67e+00, 3.93e+01, 4.71e+01, 6.40e+01, 2.87e+01, 2.70e+01, 1.45e+01, 5.37e+00, 3.37e+00, 4.40e-01, 1.64e+01, 1.38e+00, 1.31e+01, 6.87e+00, 3.67e+00, 3.06e+01, 1.45e+00, 1.98e+00, 1.62e+00, 1.57e+01, 6.17e+00
Function error values when FEs = 50000 , 1.81e-01, 1.01e+01, 4.42e+01, 5.75e+02, 1.69e+01, 1.87e+00, 1.62e+00, 6.48e-01, 7.92e+01, 1.05e+01, 6.74e+01, 1.04e+00, 2.12e+01, 2.63e+01, 5.98e+01, 7.33e+01, 7.66e+02, 4.32e+00, 7.58e+00, 1.40e+01, 6.97e+01, 9.16e+00, 8.39e+01, 2.11e+00, 1.99e+01, 1.85e+01, 2.59e+01, 3.29e+00, 1.16e+01, 4.78e+00, 7.10e+00, 3.82e+01, 4.69e+01, 4.24e+01, 1.38e+01, 2.69e+01, 1.39e+01, 4.08e+00, 3.09e+00, 9.58e-02, 2.96e+00, 1.21e+00, 1.31e+01, 6.84e+00, 3.66e+00, 3.06e+01, 1.35e+00, 1.16e+00, 1.62e+00, 1.56e+01, 6.15e+00
Function error values when FEs = 60000 , 4.90e-02, 1.00e+01, 4.40e+01, 5.72e+02, 1.63e+01, 1.87e+00, 1.62e+00, 6.36e-01, 7.91e+01, 9.89e+00, 9.93e+00, 1.04e+00, 1.17e+01, 2.62e+01, 2.33e+01, 6.66e+01, 2.42e+02, 4.32e+00, 6.78e+00, 1.39e+01, 6.97e+01, 8.86e+00, 9.37e+00, 1.85e+00, 1.88e+01, 1.84e+01, 2.59e+01, 2.86e+00, 1.15e+01, 4.13e+00, 6.47e+00, 3.82e+01, 4.67e+01, 4.16e+01, 1.11e+01, 2.69e+01, 1.38e+01, 4.02e+00, 3.05e+00, 9.00e-02, 2.83e+00, 1.21e+00, 1.25e+00, 6.84e+00, 3.66e+00, 1.65e+01, 1.35e+00, 1.14e+00, 1.62e+00, 1.55e+01, 3.87e+00
