MOS-SOCO2011_12_10.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 1000 , 9.54e+06, 8.24e+06, 1.26e+05, 2.69e+05, 1.23e+07, 1.39e+07, 2.15e+06, 1.58e+07, 9.26e+05, 1.92e+05, 1.91e+05, 1.43e+07, 1.55e+07, 9.55e+06, 1.13e+05, 3.15e+04, 8.18e+06, 2.23e+06, 3.91e+06, 9.67e+06, 4.01e+06, 6.06e+05, 8.70e+06, 3.65e+06, 1.28e+07, 1.01e+07, 5.83e+06, 2.08e+05, 5.42e+06, 4.13e+06, 2.29e+06, 7.89e+06, 1.10e+07, 1.29e+07, 6.95e+06, 2.33e+06, 8.09e+06, 4.09e+06, 9.90e+05, 6.70e+04, 6.23e+06, 1.28e+07, 3.10e+06, 6.82e+06, 8.14e+05, 5.85e+06, 6.69e+06, 1.92e+05, 7.88e+06, 7.61e+06, 3.57e+06
Function error values when FEs = 2000 , 6.47e+06, 6.49e+06, 9.09e+04, 1.35e+05, 8.25e+06, 8.49e+06, 1.53e+06, 9.33e+06, 5.38e+05, 2.11e+04, 1.38e+05, 9.13e+06, 1.11e+07, 6.46e+06, 5.77e+04, 1.67e+04, 5.19e+06, 1.58e+06, 2.60e+06, 7.83e+06, 2.74e+06, 3.43e+05, 6.33e+06, 2.37e+06, 8.38e+06, 7.35e+06, 4.34e+06, 1.01e+05, 3.55e+06, 2.45e+06, 1.59e+06, 6.04e+06, 7.26e+06, 8.50e+06, 4.89e+06, 1.61e+06, 5.50e+06, 2.72e+06, 6.19e+05, 1.61e+04, 3.87e+06, 8.06e+06, 1.94e+06, 4.99e+06, 5.25e+05, 4.40e+06, 4.75e+06, 1.54e+04, 5.52e+06, 5.63e+06, 2.51e+06
Function error values when FEs = 3000 , 5.10e+06, 5.12e+06, 7.11e+04, 1.07e+05, 6.49e+06, 6.42e+06, 1.20e+06, 1.25e+06, 3.96e+05, 2.08e+04, 1.17e+05, 6.76e+06, 7.54e+06, 5.10e+06, 4.06e+04, 1.33e+04, 3.97e+06, 1.25e+06, 1.73e+06, 5.87e+06, 1.89e+06, 2.60e+05, 4.97e+06, 1.75e+06, 6.19e+06, 5.89e+06, 3.11e+06, 8.05e+04, 2.56e+06, 1.75e+06, 1.20e+06, 2.11e+04, 5.80e+06, 6.40e+06, 3.69e+06, 1.14e+06, 4.21e+06, 2.14e+06, 4.58e+05, 1.48e+04, 2.68e+06, 5.76e+06, 1.54e+06, 3.80e+06, 3.88e+05, 3.29e+06, 3.26e+06, 1.46e+04, 4.27e+06, 4.33e+06, 1.76e+06
Function error values when FEs = 5000 , 3.00e+06, 3.02e+06, 4.90e+04, 6.62e+04, 3.89e+06, 1.03e+06, 6.84e+05, 7.02e+05, 1.94e+05, 2.05e+04, 8.50e+04, 3.98e+06, 4.98e+06, 9.41e+05, 2.68e+04, 1.02e+04, 2.12e+06, 7.42e+05, 1.11e+06, 2.89e+06, 1.24e+06, 1.36e+05, 2.84e+06, 9.93e+05, 3.81e+06, 7.45e+05, 1.68e+06, 5.29e+04, 1.36e+06, 1.13e+06, 6.74e+05, 1.97e+04, 2.13e+05, 3.85e+06, 3.22e+05, 5.16e+05, 2.22e+06, 1.23e+06, 2.96e+05, 1.28e+04, 1.51e+06, 1.62e+06, 9.14e+05, 2.09e+06, 2.36e+05, 1.86e+06, 1.80e+06, 1.40e+04, 2.37e+06, 2.41e+06, 1.11e+06
Function error values when FEs = 10000 , 8.46e+05, 1.01e+05, 3.09e+04, 1.47e+04, 9.36e+05, 2.59e+05, 2.23e+05, 1.33e+05, 4.64e+04, 2.02e+04, 7.68e+04, 9.33e+05, 3.33e+05, 2.24e+05, 7.00e+03, 6.88e+03, 1.33e+05, 1.91e+05, 3.08e+05, 5.21e+05, 3.13e+05, 3.45e+04, 5.89e+05, 1.62e+05, 7.31e+05, 2.57e+05, 4.04e+05, 3.18e+04, 3.44e+05, 2.58e+04, 2.11e+05, 1.87e+04, 5.15e+04, 2.12e+04, 6.54e+04, 9.62e+04, 5.67e+05, 2.41e+05, 9.16e+04, 1.09e+04, 3.55e+05, 4.09e+05, 2.25e+05, 6.38e+05, 4.95e+04, 4.55e+05, 3.38e+05, 1.32e+04, 1.62e+05, 7.81e+05, 2.73e+05
Function error values when FEs = 20000 , 2.73e+04, 3.50e+03, 2.62e+04, 1.40e+03, 2.82e+04, 1.21e+04, 8.08e+03, 4.11e+03, 1.51e+04, 2.01e+04, 4.60e+04, 1.80e+04, 1.10e+04, 5.80e+03, 7.90e+02, 5.74e+03, 1.10e+04, 6.27e+03, 7.67e+03, 1.31e+04, 6.11e+03, 7.74e+03, 1.43e+04, 9.81e+03, 1.43e+04, 8.75e+03, 1.80e+04, 2.34e+04, 7.72e+03, 1.14e+04, 3.31e+04, 1.84e+04, 3.78e+03, 1.15e+04, 2.22e+04, 9.57e+03, 3.45e+04, 5.23e+03, 2.35e+04, 1.01e+04, 3.07e+04, 4.02e+04, 1.87e+04, 5.29e+02, 4.84e+03, 1.67e+04, 6.61e+03, 1.29e+04, 2.19e+04, 2.86e+04, 1.96e+04
Function error values when FEs = 30000 , 2.67e+04, 1.52e+03, 2.61e+04, 1.23e+03, 9.17e+03, 7.24e+03, 4.18e+03, 2.43e+03, 1.48e+04, 2.01e+04, 4.52e+04, 3.89e+03, 8.56e+03, 2.10e+03, 6.76e+02, 5.71e+03, 9.07e+03, 2.82e+03, 1.42e+03, 7.98e+03, 2.57e+03, 7.34e+03, 3.44e+03, 7.82e+03, 5.18e+03, 2.72e+03, 1.21e+04, 2.32e+04, 1.19e+03, 1.11e+04, 2.82e+04, 1.83e+04, 2.89e+03, 1.14e+04, 2.19e+04, 9.12e+03, 2.08e+04, 2.68e+03, 2.29e+04, 1.01e+04, 2.43e+04, 3.46e+04, 1.44e+04, 2.71e+02, 4.21e+03, 8.68e+03, 3.34e+03, 1.29e+04, 1.38e+04, 1.35e+04, 1.48e+04
Function error values when FEs = 40000 , 2.66e+04, 1.51e+03, 2.61e+04, 1.23e+03, 9.09e+03, 7.18e+03, 4.16e+03, 2.42e+03, 1.48e+04, 2.01e+04, 4.51e+04, 3.84e+03, 8.55e+03, 2.07e+03, 6.75e+02, 5.69e+03, 9.05e+03, 2.79e+03, 1.36e+03, 7.95e+03, 2.55e+03, 7.32e+03, 3.35e+03, 7.80e+03, 5.15e+03, 2.67e+03, 1.20e+04, 2.32e+04, 1.14e+03, 1.11e+04, 2.81e+04, 1.83e+04, 2.89e+03, 1.14e+04, 2.19e+04, 9.09e+03, 2.07e+04, 2.67e+03, 2.29e+04, 1.01e+04, 2.42e+04, 3.45e+04, 1.44e+04, 2.70e+02, 4.20e+03, 8.61e+03, 3.32e+03, 1.29e+04, 1.37e+04, 1.35e+04, 1.48e+04
Function error values when FEs = 50000 , 2.66e+04, 1.50e+03, 2.61e+04, 1.23e+03, 9.07e+03, 7.16e+03, 4.16e+03, 2.41e+03, 1.47e+04, 2.00e+04, 4.51e+04, 3.83e+03, 8.54e+03, 2.07e+03, 6.75e+02, 5.67e+03, 9.03e+03, 2.79e+03, 1.36e+03, 7.94e+03, 2.54e+03, 7.30e+03, 3.35e+03, 7.78e+03, 5.13e+03, 2.66e+03, 1.19e+04, 2.32e+04, 1.14e+03, 1.11e+04, 2.81e+04, 1.83e+04, 2.88e+03, 1.13e+04, 2.19e+04, 8.97e+03, 2.07e+04, 2.66e+03, 2.29e+04, 1.00e+04, 2.42e+04, 3.42e+04, 1.44e+04, 2.69e+02, 4.20e+03, 8.59e+03, 3.32e+03, 1.29e+04, 1.37e+04, 1.35e+04, 1.47e+04
Function error values when FEs = 60000 , 2.65e+04, 1.50e+03, 2.61e+04, 1.23e+03, 9.06e+03, 7.15e+03, 4.15e+03, 2.41e+03, 1.47e+04, 2.00e+04, 4.50e+04, 3.82e+03, 8.54e+03, 2.06e+03, 6.75e+02, 5.66e+03, 9.01e+03, 2.79e+03, 1.36e+03, 7.93e+03, 2.54e+03, 7.27e+03, 3.34e+03, 7.76e+03, 4.90e+03, 2.66e+03, 1.17e+04, 2.31e+04, 1.13e+03, 1.10e+04, 2.81e+04, 1.83e+04, 2.88e+03, 1.13e+04, 2.19e+04, 8.97e+03, 2.07e+04, 2.65e+03, 2.28e+04, 1.00e+04, 2.42e+04, 3.41e+04, 1.43e+04, 2.69e+02, 4.19e+03, 8.57e+03, 3.31e+03, 1.29e+04, 1.37e+04, 1.34e+04, 1.47e+04
