MOS-CEC2013_8_50.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 5000 , 3.81e+02, 4.11e+02, 4.06e+02, 4.37e+02, 3.37e+02, 4.21e+02, 4.32e+02, 3.60e+02, 4.11e+02, 2.94e+02, 3.75e+02, 3.04e+02, 3.06e+02, 3.46e+02, 3.69e+02, 2.88e+02, 3.01e+02, 3.48e+02, 2.66e+02, 4.17e+02, 4.01e+02, 4.57e+02, 4.13e+02, 4.38e+02, 4.26e+02, 4.70e+02, 3.45e+02, 4.18e+02, 4.26e+02, 4.12e+02, 4.31e+02, 4.35e+02, 4.43e+02, 4.35e+02, 2.95e+02, 4.76e+02, 3.78e+02, 3.66e+02, 3.05e+02, 3.86e+02, 3.57e+02, 4.13e+02, 2.76e+02, 3.04e+02, 3.44e+02, 3.44e+02, 2.93e+02, 2.66e+02, 4.76e+02, 4.57e+02, 3.85e+02
Function error values when FEs = 10000 , 3.80e+02, 4.11e+02, 4.00e+02, 4.36e+02, 3.37e+02, 4.21e+02, 4.32e+02, 3.60e+02, 4.11e+02, 2.86e+02, 3.75e+02, 3.03e+02, 3.00e+02, 3.32e+02, 3.69e+02, 2.83e+02, 2.97e+02, 3.48e+02, 2.66e+02, 4.17e+02, 4.01e+02, 4.57e+02, 4.13e+02, 4.38e+02, 4.26e+02, 4.70e+02, 3.45e+02, 4.18e+02, 4.26e+02, 4.12e+02, 4.31e+02, 4.34e+02, 4.43e+02, 4.35e+02, 2.95e+02, 4.72e+02, 3.78e+02, 3.66e+02, 3.03e+02, 3.85e+02, 3.57e+02, 4.13e+02, 2.76e+02, 3.04e+02, 3.44e+02, 3.44e+02, 2.93e+02, 2.66e+02, 4.76e+02, 4.57e+02, 3.85e+02
Function error values when FEs = 15000 , 3.80e+02, 4.11e+02, 4.00e+02, 4.36e+02, 3.37e+02, 4.21e+02, 4.32e+02, 3.60e+02, 4.11e+02, 2.86e+02, 3.75e+02, 3.03e+02, 3.00e+02, 3.32e+02, 3.69e+02, 2.83e+02, 2.97e+02, 3.48e+02, 2.66e+02, 4.17e+02, 4.01e+02, 4.57e+02, 4.13e+02, 4.38e+02, 4.26e+02, 4.70e+02, 3.45e+02, 4.18e+02, 4.26e+02, 4.12e+02, 4.31e+02, 4.34e+02, 4.43e+02, 4.35e+02, 2.95e+02, 4.72e+02, 3.78e+02, 3.66e+02, 2.95e+02, 3.85e+02, 3.57e+02, 4.13e+02, 2.76e+02, 3.04e+02, 3.44e+02, 3.44e+02, 2.93e+02, 2.66e+02, 4.76e+02, 4.57e+02, 3.85e+02
Function error values when FEs = 25000 , 3.52e+02, 3.86e+02, 4.00e+02, 3.50e+02, 3.37e+02, 3.95e+02, 4.32e+02, 3.49e+02, 4.11e+02, 2.86e+02, 3.75e+02, 2.91e+02, 3.00e+02, 3.32e+02, 3.69e+02, 2.70e+02, 2.46e+02, 3.48e+02, 2.66e+02, 3.70e+02, 4.01e+02, 4.57e+02, 4.02e+02, 4.38e+02, 3.64e+02, 4.27e+02, 3.45e+02, 3.60e+02, 4.26e+02, 4.12e+02, 4.31e+02, 3.58e+02, 3.99e+02, 3.86e+02, 2.95e+02, 1.11e+02, 3.34e+02, 3.32e+02, 2.95e+02, 2.77e+02, 3.31e+02, 3.62e+02, 2.60e+02, 3.04e+02, 3.44e+02, 3.44e+02, 2.93e+02, 2.66e+02, 1.65e+02, 4.33e+02, 3.85e+02
Function error values when FEs = 50000 , 3.33e+02, 3.48e+02, 3.95e+02, 2.90e+02, 2.90e+02, 3.38e+02, 4.20e+02, 2.82e+02, 4.11e+02, 2.75e+02, 3.57e+02, 2.70e+02, 3.00e+02, 2.83e+02, 3.69e+02, 2.70e+02, 2.30e+02, 3.03e+02, 2.39e+02, 3.42e+02, 3.37e+02, 9.45e+01, 1.03e+02, 3.62e+02, 3.53e+02, 3.77e+02, 3.12e+02, 3.11e+02, 3.95e+02, 3.78e+02, 3.96e+02, 3.27e+02, 3.50e+02, 3.57e+02, 2.83e+02, 1.11e+02, 2.69e+02, 2.96e+02, 2.75e+02, 2.43e+02, 3.22e+02, 3.32e+02, 2.60e+02, 2.85e+02, 3.01e+02, 3.16e+02, 2.54e+02, 2.59e+02, 1.46e+02, 4.19e+02, 3.74e+02
Function error values when FEs = 100000 , 3.23e+02, 3.46e+02, 3.95e+02, 2.62e+02, 2.75e+02, 3.00e+02, 4.01e+02, 2.75e+02, 4.06e+02, 2.72e+02, 3.29e+02, 2.64e+02, 2.94e+02, 2.79e+02, 3.69e+02, 2.63e+02, 2.14e+02, 2.63e+02, 2.39e+02, 3.33e+02, 2.68e+02, 9.45e+01, 1.03e+02, 2.95e+02, 3.02e+02, 3.64e+02, 2.85e+02, 3.11e+02, 3.81e+02, 3.28e+02, 3.47e+02, 3.22e+02, 2.98e+02, 2.89e+02, 2.83e+02, 1.11e+02, 2.45e+02, 2.86e+02, 2.47e+02, 2.28e+02, 3.22e+02, 3.32e+02, 2.60e+02, 2.74e+02, 2.98e+02, 3.00e+02, 2.54e+02, 2.59e+02, 1.46e+02, 3.40e+02, 3.70e+02
Function error values when FEs = 150000 , 3.16e+02, 3.46e+02, 3.95e+02, 2.57e+02, 2.71e+02, 3.00e+02, 4.01e+02, 2.75e+02, 4.06e+02, 2.72e+02, 3.16e+02, 2.64e+02, 2.94e+02, 2.79e+02, 3.69e+02, 2.63e+02, 2.14e+02, 2.56e+02, 2.39e+02, 3.28e+02, 2.59e+02, 9.45e+01, 1.03e+02, 2.70e+02, 2.97e+02, 3.64e+02, 2.85e+02, 3.11e+02, 3.78e+02, 3.28e+02, 3.47e+02, 2.70e+02, 2.95e+02, 2.80e+02, 2.83e+02, 1.11e+02, 2.39e+02, 2.77e+02, 2.45e+02, 2.27e+02, 3.22e+02, 3.32e+02, 2.60e+02, 2.74e+02, 2.71e+02, 2.95e+02, 2.54e+02, 2.59e+02, 1.46e+02, 2.80e+02, 3.70e+02
Function error values when FEs = 200000 , 3.16e+02, 3.46e+02, 3.95e+02, 2.57e+02, 2.56e+02, 3.00e+02, 4.01e+02, 2.75e+02, 4.06e+02, 2.72e+02, 3.16e+02, 2.64e+02, 2.94e+02, 2.79e+02, 3.69e+02, 2.63e+02, 2.14e+02, 2.56e+02, 2.39e+02, 3.28e+02, 2.59e+02, 9.45e+01, 1.03e+02, 2.70e+02, 2.97e+02, 3.64e+02, 2.85e+02, 3.11e+02, 3.78e+02, 3.28e+02, 3.47e+02, 2.70e+02, 2.95e+02, 2.46e+02, 2.83e+02, 1.11e+02, 2.39e+02, 2.74e+02, 2.44e+02, 2.12e+02, 3.22e+02, 3.32e+02, 2.60e+02, 2.74e+02, 2.71e+02, 2.95e+02, 2.54e+02, 2.59e+02, 1.46e+02, 2.79e+02, 3.70e+02
Function error values when FEs = 250000 , 3.16e+02, 3.46e+02, 3.95e+02, 2.57e+02, 2.56e+02, 3.00e+02, 4.01e+02, 2.75e+02, 4.06e+02, 2.72e+02, 3.16e+02, 2.64e+02, 2.94e+02, 2.79e+02, 3.69e+02, 2.63e+02, 2.14e+02, 2.56e+02, 2.39e+02, 3.28e+02, 2.59e+02, 9.45e+01, 1.03e+02, 2.70e+02, 2.97e+02, 3.64e+02, 2.85e+02, 3.11e+02, 3.78e+02, 3.25e+02, 3.47e+02, 2.70e+02, 2.95e+02, 2.46e+02, 2.83e+02, 1.11e+02, 2.39e+02, 2.74e+02, 2.44e+02, 2.12e+02, 3.22e+02, 3.32e+02, 2.60e+02, 2.74e+02, 2.71e+02, 2.95e+02, 2.54e+02, 2.59e+02, 1.46e+02, 2.79e+02, 3.70e+02
Function error values when FEs = 300000 , 3.16e+02, 3.46e+02, 3.95e+02, 2.54e+02, 2.52e+02, 3.00e+02, 4.01e+02, 2.75e+02, 4.06e+02, 2.72e+02, 3.16e+02, 2.64e+02, 2.94e+02, 2.79e+02, 3.69e+02, 2.63e+02, 2.14e+02, 2.56e+02, 2.39e+02, 3.28e+02, 2.59e+02, 9.45e+01, 1.03e+02, 2.70e+02, 2.97e+02, 3.64e+02, 2.85e+02, 3.11e+02, 3.78e+02, 3.25e+02, 3.47e+02, 2.70e+02, 2.95e+02, 2.46e+02, 2.83e+02, 1.11e+02, 2.39e+02, 2.74e+02, 2.44e+02, 2.12e+02, 3.22e+02, 3.32e+02, 2.60e+02, 2.74e+02, 2.71e+02, 2.95e+02, 2.54e+02, 2.59e+02, 1.46e+02, 2.79e+02, 3.70e+02
