MOS-CEC2012_9_10.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 1000 , 3.27e+03, 1.83e+03, 8.46e+02, 2.74e+03, 7.25e+02, 1.97e+03, 3.02e+03, 4.36e+03, 2.63e+03, 3.04e+03, 3.89e+03, 3.19e+03, 6.60e+02, 5.25e+03, 1.73e+03, 1.18e+03, 1.45e+03, 2.35e+03, 1.91e+03, 1.99e+03, 4.88e+03, 6.03e+02, 1.15e+03, 5.48e+03, 1.77e+03, 2.33e+03, 3.64e+03, 5.00e+02, 3.07e+03, 4.08e+03, 2.30e+03, 1.60e+03, 8.18e+02, 1.97e+03, 6.20e+03, 3.91e+03, 3.79e+03, 1.89e+03, 5.35e+03, 2.08e+03, 3.08e+03, 1.75e+03, 1.63e+03, 5.69e+03, 5.88e+03, 1.86e+03, 3.31e+03, 1.15e+03, 1.59e+03, 4.80e+03, 1.71e+03
Function error values when FEs = 2000 , 3.27e+03, 1.83e+03, 8.46e+02, 2.74e+03, 7.14e+02, 1.97e+03, 3.02e+03, 4.36e+03, 2.63e+03, 3.04e+03, 3.89e+03, 3.19e+03, 6.60e+02, 5.24e+03, 1.73e+03, 1.18e+03, 1.45e+03, 2.34e+03, 1.91e+03, 1.97e+03, 4.88e+03, 6.02e+02, 1.15e+03, 5.48e+03, 1.73e+03, 2.33e+03, 3.64e+03, 5.00e+02, 3.06e+03, 4.07e+03, 2.30e+03, 1.60e+03, 8.13e+02, 1.97e+03, 6.19e+03, 3.91e+03, 3.78e+03, 1.89e+03, 5.35e+03, 2.06e+03, 3.06e+03, 1.75e+03, 1.63e+03, 5.69e+03, 5.88e+03, 1.85e+03, 3.28e+03, 1.15e+03, 1.59e+03, 4.80e+03, 1.71e+03
Function error values when FEs = 3000 , 3.27e+03, 1.83e+03, 8.46e+02, 2.74e+03, 7.14e+02, 1.97e+03, 3.02e+03, 4.36e+03, 2.63e+03, 3.04e+03, 3.89e+03, 3.19e+03, 6.60e+02, 5.24e+03, 1.73e+03, 1.18e+03, 1.45e+03, 2.34e+03, 1.91e+03, 1.96e+03, 4.88e+03, 6.02e+02, 1.14e+03, 5.48e+03, 1.73e+03, 2.33e+03, 3.48e+03, 5.00e+02, 3.06e+03, 4.07e+03, 2.30e+03, 1.60e+03, 8.10e+02, 1.96e+03, 6.19e+03, 3.91e+03, 3.78e+03, 1.89e+03, 5.35e+03, 2.06e+03, 3.05e+03, 1.75e+03, 1.63e+03, 5.69e+03, 5.88e+03, 1.85e+03, 3.27e+03, 1.15e+03, 1.59e+03, 4.80e+03, 1.71e+03
Function error values when FEs = 5000 , 3.27e+03, 1.83e+03, 8.46e+02, 2.74e+03, 7.14e+02, 1.97e+03, 3.02e+03, 4.36e+03, 2.63e+03, 3.04e+03, 3.89e+03, 3.19e+03, 6.60e+02, 5.22e+03, 1.73e+03, 1.18e+03, 1.45e+03, 2.34e+03, 1.91e+03, 1.96e+03, 4.88e+03, 6.01e+02, 1.14e+03, 5.48e+03, 1.73e+03, 2.33e+03, 3.48e+03, 5.00e+02, 3.04e+03, 4.07e+03, 2.30e+03, 1.60e+03, 8.07e+02, 1.96e+03, 6.19e+03, 3.91e+03, 3.78e+03, 1.89e+03, 5.35e+03, 2.06e+03, 3.05e+03, 5.10e+02, 1.63e+03, 5.69e+03, 5.88e+03, 1.85e+03, 3.25e+03, 1.15e+03, 1.59e+03, 4.80e+03, 1.71e+03
Function error values when FEs = 10000 , 3.27e+03, 1.83e+03, 8.46e+02, 2.74e+03, 7.14e+02, 1.97e+03, 3.02e+03, 4.36e+03, 2.63e+03, 3.04e+03, 3.89e+03, 3.19e+03, 6.39e+02, 5.20e+03, 1.73e+03, 1.18e+03, 1.45e+03, 2.34e+03, 1.75e+03, 1.96e+03, 4.88e+03, 6.01e+02, 1.14e+03, 5.48e+03, 1.73e+03, 2.33e+03, 3.48e+03, 5.00e+02, 3.03e+03, 4.07e+03, 2.30e+03, 1.60e+03, 8.06e+02, 1.95e+03, 6.19e+03, 3.91e+03, 3.78e+03, 1.89e+03, 5.35e+03, 2.06e+03, 3.05e+03, 5.10e+02, 1.63e+03, 5.69e+03, 5.88e+03, 1.85e+03, 3.24e+03, 1.15e+03, 1.59e+03, 4.80e+03, 1.71e+03
Function error values when FEs = 20000 , 3.27e+03, 1.83e+03, 8.46e+02, 2.74e+03, 7.14e+02, 1.97e+03, 3.02e+03, 4.36e+03, 2.63e+03, 3.04e+03, 3.89e+03, 3.19e+03, 6.39e+02, 5.20e+03, 1.73e+03, 1.18e+03, 1.45e+03, 2.34e+03, 1.75e+03, 1.96e+03, 4.88e+03, 6.01e+02, 1.14e+03, 5.48e+03, 1.73e+03, 2.33e+03, 3.48e+03, 5.00e+02, 3.03e+03, 4.07e+03, 2.30e+03, 1.60e+03, 8.06e+02, 1.95e+03, 6.19e+03, 3.91e+03, 3.78e+03, 1.89e+03, 5.35e+03, 2.06e+03, 3.05e+03, 5.10e+02, 1.63e+03, 5.68e+03, 5.88e+03, 1.85e+03, 3.24e+03, 1.15e+03, 1.59e+03, 4.80e+03, 1.71e+03
Function error values when FEs = 30000 , 3.27e+03, 1.83e+03, 8.46e+02, 2.74e+03, 7.14e+02, 1.97e+03, 3.02e+03, 4.36e+03, 2.63e+03, 3.04e+03, 3.89e+03, 3.19e+03, 6.39e+02, 5.20e+03, 1.02e+03, 1.18e+03, 1.45e+03, 2.34e+03, 1.75e+03, 1.96e+03, 4.88e+03, 6.01e+02, 1.14e+03, 5.48e+03, 8.37e+02, 2.33e+03, 3.48e+03, 5.00e+02, 3.03e+03, 4.07e+03, 2.30e+03, 1.60e+03, 8.06e+02, 1.95e+03, 6.19e+03, 3.91e+03, 3.78e+03, 1.89e+03, 5.35e+03, 2.06e+03, 3.05e+03, 5.10e+02, 1.63e+03, 5.68e+03, 5.88e+03, 1.85e+03, 3.24e+03, 1.15e+03, 1.59e+03, 4.80e+03, 1.71e+03
Function error values when FEs = 40000 , 3.27e+03, 1.83e+03, 8.46e+02, 2.74e+03, 6.24e+02, 1.97e+03, 3.02e+03, 4.36e+03, 2.63e+03, 3.04e+03, 3.89e+03, 3.19e+03, 6.39e+02, 5.20e+03, 1.02e+03, 1.18e+03, 1.45e+03, 2.34e+03, 1.75e+03, 1.96e+03, 4.88e+03, 6.01e+02, 1.14e+03, 5.48e+03, 8.37e+02, 2.33e+03, 3.48e+03, 5.00e+02, 3.03e+03, 4.07e+03, 2.30e+03, 1.60e+03, 8.06e+02, 1.95e+03, 6.19e+03, 3.91e+03, 3.78e+03, 1.89e+03, 5.35e+03, 2.06e+03, 3.05e+03, 5.10e+02, 1.63e+03, 5.67e+03, 5.88e+03, 1.85e+03, 3.24e+03, 1.15e+03, 1.59e+03, 4.80e+03, 1.71e+03
Function error values when FEs = 50000 , 3.27e+03, 1.83e+03, 8.46e+02, 2.74e+03, 5.99e+02, 1.97e+03, 3.02e+03, 4.36e+03, 2.63e+03, 3.04e+03, 3.89e+03, 3.19e+03, 6.39e+02, 5.20e+03, 1.02e+03, 1.18e+03, 1.45e+03, 2.34e+03, 1.75e+03, 1.96e+03, 4.88e+03, 6.01e+02, 1.14e+03, 5.48e+03, 8.37e+02, 2.33e+03, 3.48e+03, 5.00e+02, 3.03e+03, 4.07e+03, 2.30e+03, 1.60e+03, 8.06e+02, 1.95e+03, 6.19e+03, 3.91e+03, 3.78e+03, 1.89e+03, 5.35e+03, 2.06e+03, 3.05e+03, 5.10e+02, 1.63e+03, 5.67e+03, 5.88e+03, 1.85e+03, 3.24e+03, 1.15e+03, 1.59e+03, 4.80e+03, 1.71e+03
Function error values when FEs = 60000 , 3.27e+03, 1.83e+03, 8.46e+02, 2.74e+03, 5.99e+02, 1.97e+03, 3.02e+03, 4.36e+03, 2.63e+03, 3.04e+03, 3.89e+03, 3.19e+03, 6.39e+02, 5.20e+03, 1.02e+03, 1.18e+03, 1.45e+03, 2.34e+03, 1.75e+03, 1.96e+03, 4.88e+03, 6.01e+02, 1.14e+03, 5.48e+03, 8.37e+02, 2.33e+03, 3.48e+03, 5.00e+02, 3.03e+03, 4.07e+03, 2.30e+03, 1.60e+03, 8.06e+02, 1.95e+03, 6.19e+03, 3.91e+03, 3.78e+03, 1.89e+03, 5.35e+03, 2.06e+03, 3.05e+03, 5.10e+02, 1.63e+03, 5.67e+03, 5.88e+03, 1.85e+03, 3.24e+03, 1.15e+03, 1.59e+03, 4.80e+03, 1.71e+03
Function error values when FEs = 70000 , 3.27e+03, 1.83e+03, 8.46e+02, 2.74e+03, 5.99e+02, 1.97e+03, 3.02e+03, 4.36e+03, 2.63e+03, 3.04e+03, 3.89e+03, 3.19e+03, 6.39e+02, 5.20e+03, 1.02e+03, 1.18e+03, 1.45e+03, 2.34e+03, 1.75e+03, 1.96e+03, 4.88e+03, 6.01e+02, 6.78e+02, 5.48e+03, 8.37e+02, 2.33e+03, 3.48e+03, 5.00e+02, 3.03e+03, 4.07e+03, 2.30e+03, 1.60e+03, 8.06e+02, 1.95e+03, 6.19e+03, 3.91e+03, 3.78e+03, 1.89e+03, 5.35e+03, 2.06e+03, 3.05e+03, 5.10e+02, 1.63e+03, 5.67e+03, 5.88e+03, 1.85e+03, 3.24e+03, 1.15e+03, 1.59e+03, 4.80e+03, 1.71e+03
Function error values when FEs = 80000 , 3.27e+03, 1.83e+03, 8.46e+02, 2.74e+03, 5.99e+02, 1.97e+03, 3.02e+03, 4.36e+03, 2.63e+03, 3.04e+03, 3.89e+03, 3.19e+03, 6.39e+02, 5.20e+03, 1.02e+03, 1.18e+03, 1.45e+03, 2.34e+03, 1.75e+03, 1.96e+03, 4.88e+03, 6.01e+02, 6.78e+02, 5.48e+03, 8.37e+02, 2.33e+03, 3.48e+03, 5.00e+02, 3.03e+03, 4.07e+03, 2.30e+03, 1.60e+03, 8.06e+02, 1.95e+03, 6.19e+03, 3.91e+03, 3.78e+03, 1.89e+03, 5.35e+03, 2.06e+03, 3.05e+03, 5.10e+02, 1.63e+03, 5.67e+03, 5.88e+03, 1.85e+03, 3.24e+03, 1.15e+03, 1.59e+03, 4.80e+03, 1.71e+03
Function error values when FEs = 90000 , 3.27e+03, 1.83e+03, 8.46e+02, 2.74e+03, 5.99e+02, 1.97e+03, 3.02e+03, 4.36e+03, 2.63e+03, 3.04e+03, 3.89e+03, 3.19e+03, 6.39e+02, 5.20e+03, 1.02e+03, 1.18e+03, 1.45e+03, 2.34e+03, 1.75e+03, 1.96e+03, 4.88e+03, 6.01e+02, 6.78e+02, 5.48e+03, 8.37e+02, 2.33e+03, 3.48e+03, 5.00e+02, 3.03e+03, 4.07e+03, 2.30e+03, 1.60e+03, 8.06e+02, 1.95e+03, 6.19e+03, 3.91e+03, 3.78e+03, 1.89e+03, 5.35e+03, 2.06e+03, 3.05e+03, 5.10e+02, 1.63e+03, 5.67e+03, 5.88e+03, 1.85e+03, 3.24e+03, 1.15e+03, 1.59e+03, 4.80e+03, 1.71e+03
Function error values when FEs = 100000 , 3.27e+03, 1.83e+03, 8.46e+02, 2.74e+03, 5.99e+02, 1.97e+03, 3.02e+03, 4.36e+03, 2.63e+03, 3.04e+03, 3.89e+03, 3.19e+03, 6.39e+02, 5.20e+03, 1.02e+03, 1.18e+03, 1.45e+03, 2.34e+03, 1.75e+03, 1.96e+03, 4.88e+03, 6.01e+02, 6.78e+02, 5.48e+03, 8.37e+02, 2.33e+03, 3.48e+03, 5.00e+02, 3.03e+03, 4.07e+03, 2.30e+03, 1.60e+03, 8.06e+02, 1.95e+03, 6.19e+03, 3.91e+03, 3.78e+03, 1.89e+03, 5.35e+03, 2.06e+03, 3.05e+03, 5.10e+02, 1.63e+03, 5.67e+03, 5.88e+03, 1.85e+03, 3.24e+03, 1.15e+03, 1.59e+03, 4.80e+03, 1.71e+03
