MOS-CEC2012_3_50.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 5000 , 3.06e+05, 5.46e+05, 2.58e+05, 3.96e+05, 4.39e+05, 3.37e+05, 5.05e+05, 2.63e+05, 3.91e+05, 3.30e+05, 6.08e+05, 3.31e+05, 3.63e+05, 5.67e+05, 4.08e+05, 3.91e+05, 3.80e+05, 4.07e+05, 4.32e+05, 3.59e+05, 4.41e+05, 3.23e+05, 3.91e+05, 3.44e+05, 2.51e+05, 4.10e+05, 6.42e+05, 4.10e+05, 3.77e+05, 4.18e+05, 3.56e+05, 3.77e+05, 3.71e+05, 3.43e+05, 4.00e+05, 3.69e+05, 4.31e+05, 4.44e+05, 3.70e+05, 3.68e+05, 2.87e+05, 3.65e+05, 3.03e+05, 3.00e+05, 3.84e+05, 3.80e+05, 3.43e+05, 4.56e+05, 3.14e+05, 4.00e+05, 3.84e+05
Function error values when FEs = 10000 , 2.67e+05, 4.62e+05, 2.09e+05, 3.28e+05, 3.83e+05, 2.90e+05, 4.20e+05, 2.24e+05, 3.40e+05, 2.72e+05, 5.29e+05, 2.81e+05, 3.01e+05, 4.99e+05, 3.49e+05, 3.33e+05, 3.13e+05, 3.47e+05, 3.70e+05, 3.06e+05, 3.72e+05, 2.70e+05, 3.30e+05, 2.91e+05, 2.17e+05, 3.52e+05, 5.55e+05, 3.49e+05, 3.32e+05, 3.66e+05, 2.97e+05, 3.12e+05, 3.18e+05, 2.95e+05, 3.42e+05, 3.15e+05, 3.70e+05, 3.82e+05, 3.05e+05, 3.18e+05, 2.37e+05, 3.06e+05, 2.44e+05, 2.62e+05, 3.16e+05, 3.30e+05, 2.92e+05, 3.99e+05, 2.59e+05, 3.36e+05, 3.25e+05
Function error values when FEs = 15000 , 2.25e+05, 3.83e+05, 1.69e+05, 2.69e+05, 3.24e+05, 2.33e+05, 3.45e+05, 1.84e+05, 2.82e+05, 2.18e+05, 4.55e+05, 2.32e+05, 2.52e+05, 4.22e+05, 2.94e+05, 2.82e+05, 2.64e+05, 2.95e+05, 3.02e+05, 2.61e+05, 3.03e+05, 2.22e+05, 2.69e+05, 2.45e+05, 1.79e+05, 2.99e+05, 4.79e+05, 2.92e+05, 2.89e+05, 2.98e+05, 2.45e+05, 2.49e+05, 2.65e+05, 2.46e+05, 2.81e+05, 2.53e+05, 3.17e+05, 3.12e+05, 2.49e+05, 2.65e+05, 1.91e+05, 2.46e+05, 1.89e+05, 2.16e+05, 2.60e+05, 2.76e+05, 2.36e+05, 3.31e+05, 2.10e+05, 2.81e+05, 2.66e+05
Function error values when FEs = 25000 , 1.55e+05, 2.69e+05, 1.12e+05, 1.81e+05, 2.34e+05, 1.46e+05, 2.27e+05, 1.30e+05, 1.94e+05, 1.48e+05, 3.30e+05, 1.56e+05, 1.81e+05, 3.04e+05, 2.06e+05, 1.85e+05, 1.84e+05, 1.89e+05, 2.06e+05, 1.85e+05, 2.05e+05, 1.46e+05, 1.82e+05, 1.65e+05, 1.21e+05, 2.08e+05, 3.60e+05, 2.13e+05, 2.13e+05, 1.93e+05, 1.65e+05, 1.61e+05, 1.85e+05, 1.72e+05, 1.83e+05, 1.65e+05, 2.35e+05, 2.09e+05, 1.76e+05, 1.81e+05, 1.26e+05, 1.61e+05, 1.23e+05, 1.47e+05, 1.79e+05, 1.95e+05, 1.54e+05, 2.23e+05, 1.39e+05, 1.85e+05, 1.82e+05
Function error values when FEs = 50000 , 5.26e+04, 1.02e+05, 3.56e+04, 5.41e+04, 8.74e+04, 3.90e+04, 5.31e+04, 4.65e+04, 6.64e+04, 4.39e+04, 1.23e+05, 5.08e+04, 6.70e+04, 1.01e+05, 6.53e+04, 5.99e+04, 5.78e+04, 4.17e+04, 7.16e+04, 6.71e+04, 5.69e+04, 4.70e+04, 5.72e+04, 5.17e+04, 3.73e+04, 7.46e+04, 1.29e+05, 6.83e+04, 8.94e+04, 5.80e+04, 5.11e+04, 4.52e+04, 7.04e+04, 6.51e+04, 5.73e+04, 4.24e+04, 9.66e+04, 6.05e+04, 6.82e+04, 6.03e+04, 3.85e+04, 4.89e+04, 3.50e+04, 4.89e+04, 6.88e+04, 5.89e+04, 5.05e+04, 7.86e+04, 4.07e+04, 6.33e+04, 5.10e+04
Function error values when FEs = 100000 , 8.22e+02, 4.03e+03, 1.59e+02, 6.27e+02, 3.09e+03, 1.80e+02, 5.41e+02, 4.74e+02, 1.20e+03, 2.91e+02, 4.12e+03, 5.09e+02, 2.01e+03, 3.28e+03, 1.26e+03, 7.60e+02, 7.96e+02, 3.02e+02, 1.73e+03, 1.32e+03, 7.03e+02, 6.29e+02, 6.99e+02, 6.38e+02, 2.55e+02, 1.58e+03, 6.77e+03, 1.80e+03, 2.58e+03, 1.22e+03, 6.61e+02, 5.04e+02, 1.88e+03, 1.15e+03, 1.06e+03, 2.47e+02, 3.68e+03, 5.77e+02, 2.18e+03, 6.92e+02, 1.98e+02, 3.99e+02, 1.47e+02, 4.93e+02, 2.28e+03, 7.50e+02, 4.56e+02, 2.59e+03, 3.73e+02, 1.41e+03, 3.84e+02
Function error values when FEs = 150000 , 5.58e-04, 4.49e-02, 5.72e-05, 2.53e-04, 8.65e-03, 4.41e-05, 4.92e-04, 1.34e-04, 9.98e-04, 1.21e-04, 1.65e-02, 2.15e-04, 3.64e-03, 8.09e-03, 9.34e-04, 4.49e-04, 2.22e-04, 9.64e-05, 2.92e-03, 1.06e-03, 3.99e-04, 3.61e-04, 4.98e-04, 1.44e-04, 5.27e-05, 1.61e-03, 3.73e-01, 3.09e-03, 7.61e-03, 1.14e-03, 7.99e-04, 4.30e-04, 4.15e-03, 1.59e-03, 1.89e-03, 1.01e-04, 2.40e-02, 5.61e-04, 7.21e-03, 3.19e-04, 5.20e-05, 2.65e-04, 2.24e-05, 2.39e-04, 6.98e-03, 4.67e-04, 2.33e-04, 5.63e-03, 8.71e-05, 1.26e-03, 1.38e-04
Function error values when FEs = 200000 , 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 5.77e-08, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
Function error values when FEs = 250000 , 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
Function error values when FEs = 300000 , 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00
