2.30053105E+03	2.27741267E+03	2.03821740E+03	2.24324377E+03	2.96064252E+03	2.01454659E+03	2.00646593E+03	2.54806811E+03	1.76590501E+03	2.89506380E+03	2.69505842E+03	2.11849871E+03	2.31855794E+03	1.77615899E+03	2.20631127E+03	2.42997371E+03	2.53294355E+03	2.23005827E+03	2.14546323E+03	2.14468142E+03	1.91769025E+03	2.89242764E+03	2.14188371E+03	2.05248571E+03	2.88429780E+03	2.31647987E+03	2.43447635E+03	2.00012558E+03	1.84900516E+03	2.84154882E+03	2.81783564E+03	2.66101566E+03	2.40211536E+03	2.64645727E+03	2.82148291E+03	2.60319778E+03	2.38217447E+03	2.50526303E+03	2.25331593E+03	2.53058573E+03	2.90699552E+03	3.00013586E+03	2.16647979E+03	3.11687386E+03	2.49864076E+03	2.52396124E+03	2.78860403E+03	2.77419279E+03	2.84317437E+03	2.22850047E+03	2.08774279E+03
1.41304172E+03	1.29796326E+03	1.38393600E+03	1.38723070E+03	1.85201402E+03	1.28071617E+03	1.30369066E+03	1.59542007E+03	1.18138100E+03	1.81935918E+03	1.67870096E+03	1.29284944E+03	1.55190852E+03	1.22081742E+03	1.43318519E+03	1.58809122E+03	1.78240568E+03	1.73418390E+03	1.61612430E+03	1.41278320E+03	1.42553826E+03	1.86230082E+03	1.58845502E+03	1.44636906E+03	2.01359076E+03	1.74065946E+03	1.43558334E+03	1.43855740E+03	1.44590384E+03	2.01937971E+03	1.56080281E+03	1.65164482E+03	1.59956999E+03	1.95071422E+03	2.11522152E+03	1.98160994E+03	1.59222434E+03	1.88034938E+03	1.74184187E+03	1.81953534E+03	2.10279302E+03	1.91751955E+03	1.40868448E+03	1.87380168E+03	1.90887437E+03	1.89386318E+03	1.95266163E+03	2.01404673E+03	1.84619447E+03	1.84021790E+03	1.55164871E+03
1.12936406E+03	1.08273022E+03	1.15223926E+03	1.26007240E+03	1.52321373E+03	1.06851799E+03	1.09710035E+03	1.44053870E+03	1.07216582E+03	1.52072602E+03	1.40921290E+03	1.07731745E+03	1.29547054E+03	1.07646833E+03	1.09687724E+03	1.42891229E+03	1.40098642E+03	1.56615925E+03	1.46907669E+03	1.27179650E+03	1.23400678E+03	1.48955675E+03	1.40599789E+03	1.28250415E+03	1.78799256E+03	1.52939389E+03	1.22879183E+03	1.29295445E+03	1.28980361E+03	1.60580298E+03	1.35497554E+03	1.49888710E+03	1.31582998E+03	1.56765129E+03	1.71034306E+03	1.51835228E+03	1.45177974E+03	1.79367224E+03	1.61868318E+03	1.58779657E+03	1.87083162E+03	1.71254303E+03	1.32969214E+03	1.45248301E+03	1.70139245E+03	1.63093727E+03	1.57621493E+03	1.61745224E+03	1.51619805E+03	1.62040717E+03	1.35389624E+03
9.84973605E+02	8.38441762E+02	9.39615780E+02	1.12441650E+03	1.13052437E+03	9.22625210E+02	9.71864368E+02	1.14824555E+03	9.49058639E+02	1.08330945E+03	1.22328762E+03	9.31976187E+02	1.04976708E+03	9.23741620E+02	9.03874291E+02	1.15171197E+03	1.07859293E+03	1.31632300E+03	1.20528327E+03	1.04977841E+03	1.12285225E+03	1.28879873E+03	1.13491702E+03	1.08992976E+03	1.39455128E+03	1.31724467E+03	1.01245938E+03	1.11954936E+03	1.09471035E+03	1.30511170E+03	1.18947489E+03	1.19220676E+03	1.12044159E+03	1.36304894E+03	1.41040165E+03	1.34342549E+03	1.23123967E+03	1.51795411E+03	1.35858868E+03	1.28455632E+03	1.50357991E+03	1.38254077E+03	1.14385682E+03	1.24984404E+03	1.44455297E+03	1.31520612E+03	1.36938498E+03	1.27369934E+03	1.34272295E+03	1.34061427E+03	1.25206488E+03
8.16876671E+02	7.16683675E+02	7.57827616E+02	8.28999251E+02	8.31846672E+02	8.04096977E+02	7.86617648E+02	8.71496741E+02	7.54476873E+02	8.58422099E+02	1.00923671E+03	7.80547277E+02	8.62842467E+02	7.86363792E+02	7.41368824E+02	9.46094177E+02	9.06493004E+02	1.09113129E+03	9.41717391E+02	8.82535926E+02	9.54482381E+02	1.01555205E+03	8.87574480E+02	9.16966160E+02	9.99783507E+02	1.05621900E+03	8.99774259E+02	9.88204210E+02	9.24625303E+02	1.10632449E+03	9.84116490E+02	1.01373588E+03	1.00848640E+03	1.11841077E+03	1.10031882E+03	9.59628516E+02	1.07876863E+03	1.26196880E+03	1.12474230E+03	1.02290304E+03	1.21234132E+03	1.09692239E+03	1.01997497E+03	1.13335338E+03	1.16783716E+03	1.16652481E+03	1.20946621E+03	1.06945656E+03	1.11159114E+03	1.12557105E+03	1.09151397E+03
6.58753485E+02	6.14758175E+02	6.38847244E+02	6.64668673E+02	6.88696392E+02	6.64858452E+02	6.84329561E+02	6.85499964E+02	6.35196033E+02	7.41969010E+02	7.03562892E+02	6.75064232E+02	7.18191225E+02	7.00809898E+02	7.07432771E+02	8.00849793E+02	7.52422057E+02	8.17286220E+02	7.85440001E+02	7.62326054E+02	8.19891881E+02	8.39895447E+02	7.81005992E+02	8.64795564E+02	7.95641564E+02	8.28713331E+02	8.35560121E+02	8.54513898E+02	8.16780448E+02	8.44949693E+02	8.82991620E+02	9.23011597E+02	8.96646787E+02	9.04132095E+02	8.80967854E+02	8.79028009E+02	9.39766629E+02	1.03819256E+03	9.52559891E+02	9.59152234E+02	1.00711278E+03	9.77673372E+02	9.39788880E+02	9.57043949E+02	9.69631879E+02	1.00962903E+03	1.03840179E+03	9.89839403E+02	9.77366036E+02	9.92062913E+02	9.85750082E+02
5.83875620E+02	5.98649263E+02	6.05048890E+02	6.29573023E+02	6.48028192E+02	6.22913297E+02	6.33631357E+02	6.33916719E+02	6.29054391E+02	6.64269347E+02	6.44904792E+02	6.55211397E+02	6.86631294E+02	6.95716861E+02	7.03642680E+02	7.49591516E+02	7.14053785E+02	7.55244877E+02	7.35057852E+02	7.28598248E+02	7.70715111E+02	7.94966191E+02	7.69141035E+02	7.96569225E+02	7.76165213E+02	7.78220655E+02	7.98753039E+02	8.27537566E+02	8.09208230E+02	8.23371563E+02	8.46505276E+02	8.46502532E+02	8.44570877E+02	8.59868656E+02	8.46693433E+02	8.69535725E+02	8.89348891E+02	9.05950837E+02	9.08088784E+02	9.11417329E+02	9.43063433E+02	9.15847608E+02	9.32563225E+02	9.35709317E+02	9.52061581E+02	9.54002035E+02	9.92807756E+02	9.49278903E+02	9.54015340E+02	9.71956415E+02	9.80319672E+02
5.71208634E+02	5.95741561E+02	5.98883495E+02	6.04857230E+02	6.15720148E+02	6.13844487E+02	6.25542799E+02	6.26358339E+02	6.28225206E+02	6.37413275E+02	6.38154768E+02	6.53981792E+02	6.70453319E+02	6.94609344E+02	7.02619900E+02	7.17844986E+02	7.08066867E+02	7.16837664E+02	7.19965602E+02	7.24496631E+02	7.63462745E+02	7.71711957E+02	7.68337527E+02	7.75662306E+02	7.72523507E+02	7.76602584E+02	7.90176408E+02	8.06630487E+02	8.08245197E+02	8.20916571E+02	8.35215423E+02	8.37977086E+02	8.37925988E+02	8.43201149E+02	8.43668144E+02	8.66985533E+02	8.85124074E+02	8.96519938E+02	9.01275124E+02	9.01652732E+02	9.08999148E+02	9.07278475E+02	9.32108562E+02	9.34286787E+02	9.39206421E+02	9.43447900E+02	9.47398174E+02	9.42571427E+02	9.50248573E+02	9.64296533E+02	9.79639539E+02
5.68968827E+02	5.95015499E+02	5.98371108E+02	6.02257212E+02	6.11155199E+02	6.11661056E+02	6.24111229E+02	6.25464490E+02	6.28115828E+02	6.33278778E+02	6.37421472E+02	6.53865436E+02	6.68428892E+02	6.94476618E+02	7.02449609E+02	7.04725371E+02	7.07409728E+02	7.08385187E+02	7.17281719E+02	7.23206442E+02	7.62487679E+02	7.65758272E+02	7.68104677E+02	7.71271108E+02	7.72216877E+02	7.76293668E+02	7.89463060E+02	8.04617228E+02	8.08180998E+02	8.20771864E+02	8.33043162E+02	8.35374267E+02	8.37235699E+02	8.39591019E+02	8.43069054E+02	8.66348197E+02	8.84833904E+02	8.95047421E+02	8.99914104E+02	9.00098339E+02	9.06482815E+02	9.06438685E+02	9.32059127E+02	9.34153395E+02	9.36497298E+02	9.41424716E+02	9.44073737E+02	9.42133264E+02	9.49869718E+02	9.62913249E+02	9.61126085E+02
5.68631066E+02	5.94886622E+02	5.98238314E+02	6.01923444E+02	6.10670686E+02	6.11460524E+02	6.23725029E+02	6.25382267E+02	6.28088213E+02	6.32749099E+02	6.37199976E+02	6.53852022E+02	6.68173223E+02	6.94447284E+02	7.02414441E+02	7.04240256E+02	7.04958192E+02	7.06874160E+02	7.17003967E+02	7.23009476E+02	7.62394592E+02	7.64768039E+02	7.68014180E+02	7.70575456E+02	7.72060763E+02	7.76218801E+02	7.89405540E+02	8.04340825E+02	8.07659900E+02	8.20759069E+02	8.32695368E+02	8.35120246E+02	8.37104690E+02	8.38260979E+02	8.42983742E+02	8.66175592E+02	8.84786685E+02	8.94844133E+02	8.99133461E+02	8.99458372E+02	9.06261557E+02	9.06248529E+02	9.32052098E+02	9.34142912E+02	9.35250793E+02	9.41155064E+02	9.42611237E+02	9.42093638E+02	9.49758593E+02	9.62552242E+02	9.57894115E+02
