MOS-CEC2012_26_10.csv , Run 1, Run 2, Run 3, Run 4, Run 5, Run 6, Run 7, Run 8, Run 9, Run 10, Run 11, Run 12, Run 13, Run 14, Run 15, Run 16, Run 17, Run 18, Run 19, Run 20, Run 21, Run 22, Run 23, Run 24, Run 25, Run 26, Run 27, Run 28, Run 29, Run 30, Run 31, Run 32, Run 33, Run 34, Run 35, Run 36, Run 37, Run 38, Run 39, Run 40, Run 41, Run 42, Run 43, Run 44, Run 45, Run 46, Run 47, Run 48, Run 49, Run 50, Run 51
Function error values when FEs = 1000 , 1.34e+03, 1.98e+03, 1.68e+03, 2.53e+03, 1.74e+03, 1.62e+03, 3.00e+02, 2.00e+02, 4.48e+02, 1.86e+03, 2.05e+03, 5.12e+02, 1.34e+03, 2.07e+03, 1.89e+03, 3.00e+02, 1.48e+03, 2.00e+02, 1.52e+03, 4.73e+02, 4.39e+02, 1.66e+03, 1.65e+03, 1.89e+03, 2.00e+02, 3.00e+02, 1.46e+03, 1.63e+03, 1.78e+03, 1.01e+03, 1.67e+03, 2.00e+02, 1.64e+03, 5.25e+02, 3.00e+02, 1.92e+03, 1.46e+03, 4.16e+02, 2.52e+03, 2.00e+02, 3.00e+02, 2.00e+02, 4.11e+02, 1.74e+03, 1.95e+03, 2.11e+03, 2.00e+02, 2.61e+03, 3.59e+02, 3.00e+02, 1.20e+03
Function error values when FEs = 2000 , 1.34e+03, 1.98e+03, 1.65e+03, 2.52e+03, 1.69e+03, 1.60e+03, 3.00e+02, 2.00e+02, 4.48e+02, 1.86e+03, 2.03e+03, 5.12e+02, 1.34e+03, 2.07e+03, 1.84e+03, 3.00e+02, 1.48e+03, 2.00e+02, 1.51e+03, 4.41e+02, 4.39e+02, 1.64e+03, 1.64e+03, 1.69e+03, 2.00e+02, 3.00e+02, 1.46e+03, 1.63e+03, 1.78e+03, 1.01e+03, 1.67e+03, 2.00e+02, 1.64e+03, 5.25e+02, 3.00e+02, 1.92e+03, 1.46e+03, 4.16e+02, 2.52e+03, 2.00e+02, 3.00e+02, 2.00e+02, 4.11e+02, 1.71e+03, 1.95e+03, 2.11e+03, 2.00e+02, 2.61e+03, 3.59e+02, 3.00e+02, 1.20e+03
Function error values when FEs = 3000 , 1.34e+03, 1.98e+03, 1.61e+03, 2.51e+03, 1.67e+03, 1.60e+03, 3.00e+02, 2.00e+02, 4.48e+02, 1.85e+03, 2.03e+03, 5.12e+02, 1.20e+03, 2.07e+03, 1.83e+03, 3.00e+02, 1.48e+03, 2.00e+02, 1.51e+03, 4.39e+02, 4.39e+02, 1.64e+03, 1.64e+03, 1.69e+03, 2.00e+02, 3.00e+02, 1.46e+03, 1.63e+03, 1.78e+03, 1.01e+03, 1.67e+03, 2.00e+02, 1.64e+03, 5.00e+02, 3.00e+02, 1.92e+03, 1.46e+03, 4.16e+02, 2.52e+03, 2.00e+02, 3.00e+02, 2.00e+02, 4.11e+02, 1.69e+03, 1.95e+03, 2.11e+03, 2.00e+02, 2.61e+03, 3.59e+02, 3.00e+02, 1.20e+03
Function error values when FEs = 5000 , 1.34e+03, 1.98e+03, 1.58e+03, 2.50e+03, 1.60e+03, 1.60e+03, 3.00e+02, 2.00e+02, 4.48e+02, 1.84e+03, 2.03e+03, 5.12e+02, 1.19e+03, 2.07e+03, 1.83e+03, 3.00e+02, 1.48e+03, 2.00e+02, 1.51e+03, 4.39e+02, 4.39e+02, 1.62e+03, 1.64e+03, 1.69e+03, 2.00e+02, 3.00e+02, 1.46e+03, 1.63e+03, 1.78e+03, 1.01e+03, 1.67e+03, 2.00e+02, 1.64e+03, 4.99e+02, 3.00e+02, 1.92e+03, 1.46e+03, 4.16e+02, 2.52e+03, 2.00e+02, 3.00e+02, 2.00e+02, 4.11e+02, 1.66e+03, 1.95e+03, 2.11e+03, 2.00e+02, 2.61e+03, 3.59e+02, 3.00e+02, 1.20e+03
Function error values when FEs = 10000 , 1.34e+03, 1.98e+03, 1.58e+03, 2.49e+03, 1.49e+03, 1.60e+03, 3.00e+02, 2.00e+02, 4.48e+02, 1.83e+03, 2.03e+03, 5.12e+02, 1.19e+03, 2.07e+03, 1.83e+03, 3.00e+02, 1.48e+03, 2.00e+02, 1.51e+03, 4.39e+02, 4.39e+02, 1.61e+03, 1.64e+03, 1.69e+03, 2.00e+02, 3.00e+02, 1.46e+03, 1.63e+03, 1.78e+03, 1.01e+03, 1.67e+03, 2.00e+02, 1.64e+03, 4.99e+02, 3.00e+02, 1.92e+03, 1.46e+03, 4.16e+02, 2.52e+03, 2.00e+02, 3.00e+02, 2.00e+02, 4.11e+02, 1.60e+03, 1.95e+03, 2.11e+03, 2.00e+02, 2.61e+03, 3.59e+02, 3.00e+02, 1.20e+03
Function error values when FEs = 20000 , 1.34e+03, 1.98e+03, 1.58e+03, 2.48e+03, 1.49e+03, 1.60e+03, 3.00e+02, 2.00e+02, 4.48e+02, 1.80e+03, 2.03e+03, 5.12e+02, 1.19e+03, 2.07e+03, 1.83e+03, 3.00e+02, 1.48e+03, 2.00e+02, 1.51e+03, 4.39e+02, 4.39e+02, 1.61e+03, 1.64e+03, 1.69e+03, 2.00e+02, 3.00e+02, 1.46e+03, 1.63e+03, 1.78e+03, 1.01e+03, 1.67e+03, 2.00e+02, 1.64e+03, 4.99e+02, 3.00e+02, 1.92e+03, 1.46e+03, 4.16e+02, 2.52e+03, 2.00e+02, 3.00e+02, 2.00e+02, 4.11e+02, 1.60e+03, 1.95e+03, 2.11e+03, 2.00e+02, 2.61e+03, 3.59e+02, 3.00e+02, 1.20e+03
Function error values when FEs = 30000 , 1.34e+03, 1.98e+03, 1.58e+03, 2.48e+03, 1.49e+03, 1.60e+03, 3.00e+02, 2.00e+02, 4.48e+02, 1.80e+03, 2.03e+03, 5.12e+02, 1.19e+03, 2.07e+03, 1.83e+03, 3.00e+02, 1.48e+03, 2.00e+02, 1.51e+03, 4.39e+02, 4.39e+02, 1.61e+03, 1.64e+03, 1.69e+03, 2.00e+02, 3.00e+02, 1.46e+03, 1.63e+03, 1.78e+03, 1.01e+03, 1.67e+03, 2.00e+02, 1.64e+03, 4.99e+02, 3.00e+02, 1.92e+03, 1.46e+03, 4.16e+02, 2.52e+03, 2.00e+02, 3.00e+02, 2.00e+02, 4.11e+02, 1.60e+03, 1.95e+03, 2.11e+03, 2.00e+02, 2.61e+03, 3.59e+02, 3.00e+02, 1.20e+03
Function error values when FEs = 40000 , 1.34e+03, 1.98e+03, 1.58e+03, 2.48e+03, 1.49e+03, 1.60e+03, 3.00e+02, 2.00e+02, 4.48e+02, 1.80e+03, 2.03e+03, 5.12e+02, 1.19e+03, 2.07e+03, 1.83e+03, 3.00e+02, 1.48e+03, 2.00e+02, 1.51e+03, 4.39e+02, 4.39e+02, 1.61e+03, 1.64e+03, 1.69e+03, 2.00e+02, 3.00e+02, 1.46e+03, 1.63e+03, 1.78e+03, 1.01e+03, 1.67e+03, 2.00e+02, 1.64e+03, 4.99e+02, 3.00e+02, 1.92e+03, 1.46e+03, 4.16e+02, 2.52e+03, 2.00e+02, 3.00e+02, 2.00e+02, 4.11e+02, 1.60e+03, 1.95e+03, 2.11e+03, 2.00e+02, 2.61e+03, 3.59e+02, 3.00e+02, 1.20e+03
Function error values when FEs = 50000 , 1.34e+03, 1.98e+03, 1.58e+03, 2.48e+03, 1.49e+03, 1.60e+03, 3.00e+02, 2.00e+02, 4.48e+02, 1.80e+03, 2.03e+03, 5.12e+02, 1.19e+03, 2.07e+03, 1.83e+03, 3.00e+02, 1.48e+03, 2.00e+02, 1.51e+03, 4.39e+02, 4.39e+02, 1.61e+03, 1.64e+03, 1.69e+03, 2.00e+02, 3.00e+02, 1.46e+03, 1.63e+03, 1.78e+03, 1.01e+03, 1.67e+03, 2.00e+02, 1.64e+03, 4.99e+02, 3.00e+02, 1.92e+03, 1.46e+03, 4.16e+02, 2.52e+03, 2.00e+02, 3.00e+02, 2.00e+02, 4.11e+02, 1.60e+03, 1.95e+03, 2.11e+03, 2.00e+02, 2.61e+03, 3.59e+02, 3.00e+02, 1.20e+03
Function error values when FEs = 60000 , 1.34e+03, 1.98e+03, 1.58e+03, 2.48e+03, 1.49e+03, 1.60e+03, 3.00e+02, 2.00e+02, 4.48e+02, 1.80e+03, 2.03e+03, 5.12e+02, 1.19e+03, 2.07e+03, 1.83e+03, 3.00e+02, 1.48e+03, 2.00e+02, 1.51e+03, 4.39e+02, 4.39e+02, 1.61e+03, 1.64e+03, 1.69e+03, 2.00e+02, 3.00e+02, 1.46e+03, 1.63e+03, 1.78e+03, 1.01e+03, 1.67e+03, 2.00e+02, 1.64e+03, 4.99e+02, 3.00e+02, 1.92e+03, 1.46e+03, 4.16e+02, 2.52e+03, 2.00e+02, 3.00e+02, 2.00e+02, 4.11e+02, 1.60e+03, 1.95e+03, 2.11e+03, 2.00e+02, 2.61e+03, 3.59e+02, 3.00e+02, 1.20e+03
